Historical Hourly Wind Generation

Published Date: 1/1/2015
Reporting Period: 1/1/2014 through 12/31/2014

All Hours Ending are Eastern Standard Time (EST)

Market Day	,Hour Ending,MWh
01/01/2014,1,3916.94
01/01/2014,2,3884.92
01/01/2014,3,3866.15
01/01/2014,4,3803.32
01/01/2014,5,3659.99
01/01/2014,6,3502.91
01/01/2014,7,3512.70
01/01/2014,8,3431.44
01/01/2014,9,3375.19
01/01/2014,10,3251.98
01/01/2014,11,3299.29
01/01/2014,12,3157.93
01/01/2014,13,3013.82
01/01/2014,14,2793.37
01/01/2014,15,2717.81
01/01/2014,16,2803.11
01/01/2014,17,3071.40
01/01/2014,18,3166.44
01/01/2014,19,3151.86
01/01/2014,20,3202.41
01/01/2014,21,3060.06
01/01/2014,22,2833.19
01/01/2014,23,2409.07
01/01/2014,24,2212.20
01/02/2014,1,2268.92
01/02/2014,2,2370.66
01/02/2014,3,2615.12
01/02/2014,4,2695.75
01/02/2014,5,2724.52
01/02/2014,6,2780.52
01/02/2014,7,3054.12
01/02/2014,8,3504.57
01/02/2014,9,3560.63
01/02/2014,10,3314.47
01/02/2014,11,2883.25
01/02/2014,12,2511.59
01/02/2014,13,2360.75
01/02/2014,14,2212.35
01/02/2014,15,2049.35
01/02/2014,16,2002.68
01/02/2014,17,2068.45
01/02/2014,18,2241.39
01/02/2014,19,2553.67
01/02/2014,20,2688.67
01/02/2014,21,2833.81
01/02/2014,22,3293.63
01/02/2014,23,3457.90
01/02/2014,24,3830.75
01/03/2014,1,4112.39
01/03/2014,2,4594.06
01/03/2014,3,4760.16
01/03/2014,4,5866.07
01/03/2014,5,6388.74
01/03/2014,6,6719.16
01/03/2014,7,6916.08
01/03/2014,8,7456.40
01/03/2014,9,8128.21
01/03/2014,10,8244.55
01/03/2014,11,8136.84
01/03/2014,12,8308.29
01/03/2014,13,8201.74
01/03/2014,14,7925.55
01/03/2014,15,8212.82
01/03/2014,16,8257.63
01/03/2014,17,8436.36
01/03/2014,18,8616.05
01/03/2014,19,9048.53
01/03/2014,20,9373.11
01/03/2014,21,9366.50
01/03/2014,22,9480.27
01/03/2014,23,9433.93
01/03/2014,24,9634.31
01/04/2014,1,9408.02
01/04/2014,2,9495.90
01/04/2014,3,9333.26
01/04/2014,4,9225.98
01/04/2014,5,9175.41
01/04/2014,6,8800.95
01/04/2014,7,9093.81
01/04/2014,8,9395.74
01/04/2014,9,9592.61
01/04/2014,10,9635.69
01/04/2014,11,9384.83
01/04/2014,12,9144.72
01/04/2014,13,8700.86
01/04/2014,14,8541.23
01/04/2014,15,8391.14
01/04/2014,16,8445.60
01/04/2014,17,8248.76
01/04/2014,18,7975.33
01/04/2014,19,7612.73
01/04/2014,20,7643.69
01/04/2014,21,7981.76
01/04/2014,22,7966.48
01/04/2014,23,7869.84
01/04/2014,24,7913.69
01/05/2014,1,7523.07
01/05/2014,2,7304.88
01/05/2014,3,7131.15
01/05/2014,4,6748.69
01/05/2014,5,6604.61
01/05/2014,6,6759.91
01/05/2014,7,7069.10
01/05/2014,8,7472.02
01/05/2014,9,7065.21
01/05/2014,10,6734.81
01/05/2014,11,6970.49
01/05/2014,12,7396.05
01/05/2014,13,8085.46
01/05/2014,14,8900.56
01/05/2014,15,9118.00
01/05/2014,16,9200.65
01/05/2014,17,9214.99
01/05/2014,18,9601.48
01/05/2014,19,9671.70
01/05/2014,20,9702.80
01/05/2014,21,9505.28
01/05/2014,22,9492.94
01/05/2014,23,9212.90
01/05/2014,24,8834.00
01/06/2014,1,8447.50
01/06/2014,2,8260.41
01/06/2014,3,8036.50
01/06/2014,4,7717.01
01/06/2014,5,7525.77
01/06/2014,6,7157.41
01/06/2014,7,7025.79
01/06/2014,8,6839.70
01/06/2014,9,6599.73
01/06/2014,10,6613.40
01/06/2014,11,7064.69
01/06/2014,12,7569.36
01/06/2014,13,7697.23
01/06/2014,14,7717.02
01/06/2014,15,7896.47
01/06/2014,16,7860.97
01/06/2014,17,7879.92
01/06/2014,18,7639.95
01/06/2014,19,6953.94
01/06/2014,20,6464.96
01/06/2014,21,6187.02
01/06/2014,22,5828.91
01/06/2014,23,5549.44
01/06/2014,24,5060.23
01/07/2014,1,4699.66
01/07/2014,2,3632.17
01/07/2014,3,3094.83
01/07/2014,4,2537.03
01/07/2014,5,2491.77
01/07/2014,6,2601.57
01/07/2014,7,2490.18
01/07/2014,8,2405.45
01/07/2014,9,2158.25
01/07/2014,10,1992.91
01/07/2014,11,1754.71
01/07/2014,12,1527.69
01/07/2014,13,1340.77
01/07/2014,14,1335.44
01/07/2014,15,1347.08
01/07/2014,16,1389.86
01/07/2014,17,1327.80
01/07/2014,18,1262.38
01/07/2014,19,1288.24
01/07/2014,20,1464.22
01/07/2014,21,1521.35
01/07/2014,22,1562.41
01/07/2014,23,1532.53
01/07/2014,24,1402.23
01/08/2014,1,1397.48
01/08/2014,2,1572.45
01/08/2014,3,1453.23
01/08/2014,4,1338.45
01/08/2014,5,1391.45
01/08/2014,6,1306.09
01/08/2014,7,1294.30
01/08/2014,8,1319.33
01/08/2014,9,1152.56
01/08/2014,10,903.39
01/08/2014,11,596.64
01/08/2014,12,502.88
01/08/2014,13,569.51
01/08/2014,14,631.16
01/08/2014,15,597.15
01/08/2014,16,652.00
01/08/2014,17,739.39
01/08/2014,18,960.30
01/08/2014,19,1331.75
01/08/2014,20,1759.58
01/08/2014,21,2148.87
01/08/2014,22,2581.15
01/08/2014,23,2986.98
01/08/2014,24,3329.25
01/09/2014,1,3603.81
01/09/2014,2,3814.76
01/09/2014,3,3961.26
01/09/2014,4,4146.61
01/09/2014,5,4456.95
01/09/2014,6,4929.90
01/09/2014,7,5099.30
01/09/2014,8,5660.32
01/09/2014,9,6117.01
01/09/2014,10,5920.49
01/09/2014,11,5492.11
01/09/2014,12,5032.72
01/09/2014,13,4880.20
01/09/2014,14,4697.40
01/09/2014,15,4635.87
01/09/2014,16,4576.10
01/09/2014,17,4766.01
01/09/2014,18,5138.34
01/09/2014,19,5528.44
01/09/2014,20,5851.71
01/09/2014,21,6180.33
01/09/2014,22,6213.15
01/09/2014,23,6343.52
01/09/2014,24,6439.58
01/10/2014,1,6151.42
01/10/2014,2,5744.62
01/10/2014,3,5154.06
01/10/2014,4,4444.53
01/10/2014,5,3925.26
01/10/2014,6,3780.64
01/10/2014,7,3673.68
01/10/2014,8,3578.31
01/10/2014,9,3488.28
01/10/2014,10,3336.44
01/10/2014,11,3165.96
01/10/2014,12,2939.59
01/10/2014,13,2718.62
01/10/2014,14,2139.39
01/10/2014,15,2076.50
01/10/2014,16,2116.83
01/10/2014,17,1911.77
01/10/2014,18,1945.88
01/10/2014,19,2111.80
01/10/2014,20,2516.68
01/10/2014,21,2799.23
01/10/2014,22,3215.99
01/10/2014,23,3681.66
01/10/2014,24,3904.13
01/11/2014,1,4224.30
01/11/2014,2,4410.09
01/11/2014,3,4479.28
01/11/2014,4,4398.66
01/11/2014,5,4665.41
01/11/2014,6,4945.82
01/11/2014,7,5175.58
01/11/2014,8,5556.47
01/11/2014,9,6057.11
01/11/2014,10,5976.57
01/11/2014,11,5489.87
01/11/2014,12,5688.02
01/11/2014,13,6066.53
01/11/2014,14,6230.09
01/11/2014,15,5713.38
01/11/2014,16,5146.40
01/11/2014,17,4577.72
01/11/2014,18,4363.09
01/11/2014,19,4582.50
01/11/2014,20,4448.53
01/11/2014,21,4492.97
01/11/2014,22,5352.88
01/11/2014,23,6211.88
01/11/2014,24,7124.83
01/12/2014,1,7443.44
01/12/2014,2,7900.10
01/12/2014,3,8042.38
01/12/2014,4,8134.73
01/12/2014,5,7920.07
01/12/2014,6,8237.46
01/12/2014,7,8512.48
01/12/2014,8,8535.66
01/12/2014,9,8798.46
01/12/2014,10,9132.86
01/12/2014,11,9015.71
01/12/2014,12,8567.06
01/12/2014,13,7845.94
01/12/2014,14,6407.11
01/12/2014,15,5037.21
01/12/2014,16,4180.63
01/12/2014,17,4379.71
01/12/2014,18,4675.69
01/12/2014,19,4784.93
01/12/2014,20,5367.21
01/12/2014,21,5754.11
01/12/2014,22,6305.08
01/12/2014,23,7061.89
01/12/2014,24,7076.99
01/13/2014,1,7183.18
01/13/2014,2,6737.69
01/13/2014,3,6693.40
01/13/2014,4,6792.00
01/13/2014,5,7437.61
01/13/2014,6,7753.85
01/13/2014,7,8018.79
01/13/2014,8,7805.73
01/13/2014,9,7235.89
01/13/2014,10,6731.85
01/13/2014,11,6257.58
01/13/2014,12,5230.92
01/13/2014,13,4178.87
01/13/2014,14,3737.31
01/13/2014,15,3605.51
01/13/2014,16,3318.83
01/13/2014,17,3235.93
01/13/2014,18,3772.79
01/13/2014,19,4844.39
01/13/2014,20,6076.53
01/13/2014,21,6737.65
01/13/2014,22,6928.20
01/13/2014,23,7359.24
01/13/2014,24,7525.82
01/14/2014,1,7207.56
01/14/2014,2,6951.37
01/14/2014,3,7304.35
01/14/2014,4,7550.46
01/14/2014,5,8039.51
01/14/2014,6,8281.89
01/14/2014,7,8507.16
01/14/2014,8,8441.23
01/14/2014,9,8482.01
01/14/2014,10,8459.95
01/14/2014,11,8248.93
01/14/2014,12,7838.32
01/14/2014,13,7969.03
01/14/2014,14,7987.79
01/14/2014,15,8068.39
01/14/2014,16,8374.58
01/14/2014,17,8460.40
01/14/2014,18,8395.85
01/14/2014,19,8027.50
01/14/2014,20,7995.96
01/14/2014,21,8008.59
01/14/2014,22,8097.06
01/14/2014,23,8191.08
01/14/2014,24,7836.93
01/15/2014,1,7391.61
01/15/2014,2,6950.53
01/15/2014,3,6434.10
01/15/2014,4,5623.14
01/15/2014,5,5063.70
01/15/2014,6,4557.20
01/15/2014,7,4233.88
01/15/2014,8,3886.24
01/15/2014,9,3635.17
01/15/2014,10,3147.38
01/15/2014,11,2576.56
01/15/2014,12,3079.66
01/15/2014,13,3769.59
01/15/2014,14,4743.48
01/15/2014,15,5455.59
01/15/2014,16,6226.90
01/15/2014,17,7086.18
01/15/2014,18,7567.66
01/15/2014,19,7526.24
01/15/2014,20,7977.55
01/15/2014,21,8326.38
01/15/2014,22,8853.73
01/15/2014,23,9116.03
01/15/2014,24,9170.15
01/16/2014,1,9080.61
01/16/2014,2,9268.52
01/16/2014,3,7501.84
01/16/2014,4,8697.98
01/16/2014,5,8178.10
01/16/2014,6,7907.40
01/16/2014,7,7956.45
01/16/2014,8,8334.60
01/16/2014,9,8522.16
01/16/2014,10,8666.76
01/16/2014,11,8564.41
01/16/2014,12,8326.21
01/16/2014,13,8114.42
01/16/2014,14,8127.25
01/16/2014,15,8367.19
01/16/2014,16,8519.06
01/16/2014,17,8733.80
01/16/2014,18,8613.50
01/16/2014,19,8426.07
01/16/2014,20,8500.76
01/16/2014,21,8720.26
01/16/2014,22,8555.50
01/16/2014,23,8572.40
01/16/2014,24,8527.76
01/17/2014,1,8290.55
01/17/2014,2,8291.59
01/17/2014,3,8282.53
01/17/2014,4,8248.75
01/17/2014,5,8082.73
01/17/2014,6,8204.78
01/17/2014,7,8079.76
01/17/2014,8,7744.35
01/17/2014,9,7388.66
01/17/2014,10,6951.52
01/17/2014,11,6619.22
01/17/2014,12,5863.83
01/17/2014,13,4633.19
01/17/2014,14,3869.74
01/17/2014,15,3544.66
01/17/2014,16,3409.49
01/17/2014,17,3271.45
01/17/2014,18,3338.65
01/17/2014,19,3512.81
01/17/2014,20,3902.38
01/17/2014,21,4146.23
01/17/2014,22,4592.30
01/17/2014,23,5186.77
01/17/2014,24,5694.92
01/18/2014,1,6574.16
01/18/2014,2,7289.54
01/18/2014,3,7670.48
01/18/2014,4,7788.30
01/18/2014,5,7597.90
01/18/2014,6,7506.37
01/18/2014,7,7623.74
01/18/2014,8,7685.03
01/18/2014,9,7346.47
01/18/2014,10,7138.56
01/18/2014,11,6893.56
01/18/2014,12,6467.70
01/18/2014,13,6610.82
01/18/2014,14,6937.52
01/18/2014,15,7176.41
01/18/2014,16,7048.92
01/18/2014,17,6572.85
01/18/2014,18,6045.81
01/18/2014,19,6001.84
01/18/2014,20,6037.84
01/18/2014,21,4998.78
01/18/2014,22,4695.13
01/18/2014,23,5045.52
01/18/2014,24,5291.91
01/19/2014,1,6339.24
01/19/2014,2,7519.21
01/19/2014,3,8231.70
01/19/2014,4,8678.48
01/19/2014,5,9153.95
01/19/2014,6,9268.21
01/19/2014,7,9219.06
01/19/2014,8,9191.86
01/19/2014,9,9106.76
01/19/2014,10,8948.45
01/19/2014,11,8427.65
01/19/2014,12,8001.66
01/19/2014,13,7084.37
01/19/2014,14,6862.45
01/19/2014,15,8051.69
01/19/2014,16,8451.10
01/19/2014,17,8720.21
01/19/2014,18,8781.73
01/19/2014,19,8698.33
01/19/2014,20,8566.90
01/19/2014,21,8101.70
01/19/2014,22,8035.72
01/19/2014,23,7314.10
01/19/2014,24,6803.46
01/20/2014,1,6210.76
01/20/2014,2,5600.85
01/20/2014,3,5330.72
01/20/2014,4,5435.64
01/20/2014,5,5286.50
01/20/2014,6,5142.73
01/20/2014,7,5189.25
01/20/2014,8,5408.69
01/20/2014,9,5297.62
01/20/2014,10,5026.50
01/20/2014,11,4032.27
01/20/2014,12,3604.06
01/20/2014,13,3926.06
01/20/2014,14,4393.39
01/20/2014,15,5052.83
01/20/2014,16,6135.94
01/20/2014,17,6783.14
01/20/2014,18,7226.56
01/20/2014,19,7391.86
01/20/2014,20,7667.26
01/20/2014,21,8022.18
01/20/2014,22,8108.30
01/20/2014,23,8063.03
01/20/2014,24,7895.79
01/21/2014,1,7623.67
01/21/2014,2,7373.81
01/21/2014,3,6737.61
01/21/2014,4,6153.72
01/21/2014,5,5492.39
01/21/2014,6,4469.32
01/21/2014,7,3527.00
01/21/2014,8,3053.21
01/21/2014,9,2675.23
01/21/2014,10,2527.38
01/21/2014,11,2160.79
01/21/2014,12,2159.97
01/21/2014,13,2378.18
01/21/2014,14,2595.19
01/21/2014,15,3007.46
01/21/2014,16,3359.78
01/21/2014,17,3954.07
01/21/2014,18,4362.66
01/21/2014,19,4150.43
01/21/2014,20,3880.19
01/21/2014,21,3585.46
01/21/2014,22,3598.44
01/21/2014,23,3756.91
01/21/2014,24,3919.74
01/22/2014,1,4248.48
01/22/2014,2,4401.62
01/22/2014,3,4874.54
01/22/2014,4,5570.75
01/22/2014,5,5678.88
01/22/2014,6,5964.20
01/22/2014,7,6522.13
01/22/2014,8,6672.40
01/22/2014,9,6647.21
01/22/2014,10,6408.06
01/22/2014,11,6798.75
01/22/2014,12,7521.14
01/22/2014,13,7772.27
01/22/2014,14,7930.01
01/22/2014,15,8186.81
01/22/2014,16,8663.71
01/22/2014,17,8964.02
01/22/2014,18,9046.40
01/22/2014,19,9090.65
01/22/2014,20,9113.41
01/22/2014,21,8900.28
01/22/2014,22,8818.95
01/22/2014,23,8424.90
01/22/2014,24,8162.74
01/23/2014,1,7946.98
01/23/2014,2,7828.86
01/23/2014,3,7643.15
01/23/2014,4,7463.24
01/23/2014,5,7120.10
01/23/2014,6,6820.15
01/23/2014,7,6647.84
01/23/2014,8,6254.28
01/23/2014,9,5798.78
01/23/2014,10,5553.94
01/23/2014,11,5198.49
01/23/2014,12,4508.94
01/23/2014,13,4124.74
01/23/2014,14,4032.21
01/23/2014,15,4066.01
01/23/2014,16,4310.44
01/23/2014,17,4281.87
01/23/2014,18,3769.16
01/23/2014,19,3702.89
01/23/2014,20,4510.84
01/23/2014,21,5766.63
01/23/2014,22,7227.34
01/23/2014,23,8073.38
01/23/2014,24,8670.14
01/24/2014,1,8801.77
01/24/2014,2,8404.97
01/24/2014,3,8601.29
01/24/2014,4,8683.05
01/24/2014,5,9069.34
01/24/2014,6,8910.48
01/24/2014,7,9313.32
01/24/2014,8,9204.11
01/24/2014,9,9226.76
01/24/2014,10,9093.50
01/24/2014,11,8019.55
01/24/2014,12,8214.18
01/24/2014,13,8233.76
01/24/2014,14,8205.22
01/24/2014,15,8109.61
01/24/2014,16,8321.34
01/24/2014,17,8520.91
01/24/2014,18,8440.24
01/24/2014,19,8635.38
01/24/2014,20,8517.69
01/24/2014,21,8644.33
01/24/2014,22,8422.91
01/24/2014,23,8292.93
01/24/2014,24,8001.59
01/25/2014,1,7299.67
01/25/2014,2,6838.62
01/25/2014,3,6610.64
01/25/2014,4,6616.99
01/25/2014,5,6152.66
01/25/2014,6,6387.95
01/25/2014,7,6750.66
01/25/2014,8,7021.19
01/25/2014,9,7012.92
01/25/2014,10,7056.32
01/25/2014,11,7433.88
01/25/2014,12,7270.69
01/25/2014,13,6953.64
01/25/2014,14,6650.43
01/25/2014,15,6396.31
01/25/2014,16,6070.16
01/25/2014,17,5561.12
01/25/2014,18,4604.71
01/25/2014,19,3671.48
01/25/2014,20,3819.90
01/25/2014,21,4270.86
01/25/2014,22,4518.70
01/25/2014,23,4904.84
01/25/2014,24,4456.36
01/26/2014,1,4315.51
01/26/2014,2,4667.64
01/26/2014,3,5054.23
01/26/2014,4,5290.33
01/26/2014,5,5212.43
01/26/2014,6,5790.87
01/26/2014,7,5334.48
01/26/2014,8,5974.98
01/26/2014,9,6102.51
01/26/2014,10,5994.70
01/26/2014,11,5656.02
01/26/2014,12,6161.09
01/26/2014,13,6514.24
01/26/2014,14,7036.53
01/26/2014,15,7018.91
01/26/2014,16,7610.72
01/26/2014,17,7565.62
01/26/2014,18,7418.31
01/26/2014,19,7629.77
01/26/2014,20,7825.00
01/26/2014,21,8329.51
01/26/2014,22,8529.05
01/26/2014,23,9241.20
01/26/2014,24,9472.59
01/27/2014,1,9408.20
01/27/2014,2,9506.92
01/27/2014,3,9346.32
01/27/2014,4,9306.95
01/27/2014,5,9185.24
01/27/2014,6,8951.94
01/27/2014,7,8726.92
01/27/2014,8,8300.22
01/27/2014,9,7811.63
01/27/2014,10,7650.11
01/27/2014,11,7894.09
01/27/2014,12,7521.43
01/27/2014,13,7119.22
01/27/2014,14,6693.12
01/27/2014,15,6432.90
01/27/2014,16,6011.31
01/27/2014,17,5488.37
01/27/2014,18,4808.31
01/27/2014,19,4262.83
01/27/2014,20,3988.34
01/27/2014,21,4327.20
01/27/2014,22,4651.07
01/27/2014,23,4352.81
01/27/2014,24,4060.75
01/28/2014,1,3853.64
01/28/2014,2,3786.24
01/28/2014,3,3963.08
01/28/2014,4,4127.76
01/28/2014,5,4570.30
01/28/2014,6,5020.26
01/28/2014,7,5397.78
01/28/2014,8,5931.09
01/28/2014,9,6001.23
01/28/2014,10,5644.68
01/28/2014,11,4531.76
01/28/2014,12,4832.24
01/28/2014,13,5606.44
01/28/2014,14,6062.81
01/28/2014,15,6218.56
01/28/2014,16,6246.26
01/28/2014,17,6146.38
01/28/2014,18,5612.46
01/28/2014,19,4797.93
01/28/2014,20,4885.25
01/28/2014,21,5040.90
01/28/2014,22,4856.91
01/28/2014,23,4870.38
01/28/2014,24,5171.53
01/29/2014,1,5765.27
01/29/2014,2,6939.75
01/29/2014,3,8080.91
01/29/2014,4,8834.21
01/29/2014,5,9362.37
01/29/2014,6,9377.94
01/29/2014,7,9065.86
01/29/2014,8,8876.64
01/29/2014,9,8899.35
01/29/2014,10,8964.41
01/29/2014,11,7744.65
01/29/2014,12,7566.48
01/29/2014,13,8401.66
01/29/2014,14,8945.40
01/29/2014,15,9249.01
01/29/2014,16,9545.84
01/29/2014,17,9511.50
01/29/2014,18,9216.26
01/29/2014,19,8892.00
01/29/2014,20,8907.43
01/29/2014,21,8831.34
01/29/2014,22,8972.12
01/29/2014,23,9101.72
01/29/2014,24,8972.73
01/30/2014,1,8674.04
01/30/2014,2,8292.30
01/30/2014,3,8208.23
01/30/2014,4,8366.35
01/30/2014,5,8517.16
01/30/2014,6,8605.55
01/30/2014,7,8897.98
01/30/2014,8,9098.75
01/30/2014,9,8962.03
01/30/2014,10,8747.36
01/30/2014,11,8523.86
01/30/2014,12,8768.45
01/30/2014,13,8917.03
01/30/2014,14,9046.14
01/30/2014,15,9106.77
01/30/2014,16,8998.68
01/30/2014,17,8744.52
01/30/2014,18,8125.12
01/30/2014,19,7217.06
01/30/2014,20,6334.11
01/30/2014,21,6184.79
01/30/2014,22,6284.47
01/30/2014,23,6530.74
01/30/2014,24,6484.04
01/31/2014,1,6060.16
01/31/2014,2,5700.70
01/31/2014,3,5242.41
01/31/2014,4,4663.07
01/31/2014,5,3990.94
01/31/2014,6,3064.58
01/31/2014,7,2014.20
01/31/2014,8,1553.88
01/31/2014,9,1392.97
01/31/2014,10,1527.74
01/31/2014,11,1879.53
01/31/2014,12,1743.02
01/31/2014,13,1659.32
01/31/2014,14,1807.77
01/31/2014,15,1624.84
01/31/2014,16,1473.35
01/31/2014,17,1456.55
01/31/2014,18,1331.11
01/31/2014,19,1546.17
01/31/2014,20,2096.76
01/31/2014,21,2825.82
01/31/2014,22,3281.27
01/31/2014,23,3523.45
01/31/2014,24,3543.03
02/01/2014,1,3285.87
02/01/2014,2,3229.81
02/01/2014,3,3301.79
02/01/2014,4,3246.33
02/01/2014,5,2893.63
02/01/2014,6,2389.13
02/01/2014,7,2156.27
02/01/2014,8,2364.94
02/01/2014,9,2511.96
02/01/2014,10,2639.74
02/01/2014,11,2939.29
02/01/2014,12,3128.25
02/01/2014,13,3516.15
02/01/2014,14,3991.89
02/01/2014,15,4546.89
02/01/2014,16,5321.28
02/01/2014,17,5915.08
02/01/2014,18,6110.82
02/01/2014,19,6068.17
02/01/2014,20,5867.42
02/01/2014,21,5883.25
02/01/2014,22,5842.79
02/01/2014,23,5655.78
02/01/2014,24,5489.84
02/02/2014,1,5025.87
02/02/2014,2,4854.78
02/02/2014,3,4332.27
02/02/2014,4,3978.06
02/02/2014,5,3696.50
02/02/2014,6,3401.86
02/02/2014,7,2977.36
02/02/2014,8,2595.58
02/02/2014,9,2556.76
02/02/2014,10,2150.61
02/02/2014,11,1600.43
02/02/2014,12,1225.14
02/02/2014,13,1384.70
02/02/2014,14,1626.34
02/02/2014,15,2098.69
02/02/2014,16,2210.15
02/02/2014,17,1738.45
02/02/2014,18,1463.63
02/02/2014,19,1842.13
02/02/2014,20,2778.44
02/02/2014,21,3834.64
02/02/2014,22,5007.28
02/02/2014,23,5784.12
02/02/2014,24,5839.65
02/03/2014,1,5793.40
02/03/2014,2,5689.92
02/03/2014,3,5475.75
02/03/2014,4,5327.69
02/03/2014,5,5015.58
02/03/2014,6,4501.34
02/03/2014,7,4212.66
02/03/2014,8,3966.46
02/03/2014,9,3841.79
02/03/2014,10,3769.39
02/03/2014,11,2590.90
02/03/2014,12,1504.50
02/03/2014,13,1133.52
02/03/2014,14,1311.95
02/03/2014,15,1499.93
02/03/2014,16,1503.82
02/03/2014,17,1462.98
02/03/2014,18,1440.56
02/03/2014,19,1861.95
02/03/2014,20,1926.00
02/03/2014,21,1888.38
02/03/2014,22,1900.21
02/03/2014,23,1796.09
02/03/2014,24,1897.50
02/04/2014,1,1821.99
02/04/2014,2,1919.33
02/04/2014,3,1813.29
02/04/2014,4,2178.51
02/04/2014,5,2686.32
02/04/2014,6,2894.01
02/04/2014,7,3211.93
02/04/2014,8,3446.43
02/04/2014,9,3619.34
02/04/2014,10,3774.46
02/04/2014,11,4034.54
02/04/2014,12,3967.80
02/04/2014,13,4005.43
02/04/2014,14,4071.06
02/04/2014,15,4252.23
02/04/2014,16,4934.07
02/04/2014,17,5742.85
02/04/2014,18,6384.24
02/04/2014,19,6613.86
02/04/2014,20,6715.18
02/04/2014,21,6983.09
02/04/2014,22,7112.58
02/04/2014,23,7259.79
02/04/2014,24,7064.76
02/05/2014,1,7323.23
02/05/2014,2,7825.70
02/05/2014,3,8045.77
02/05/2014,4,8242.07
02/05/2014,5,8088.54
02/05/2014,6,8299.54
02/05/2014,7,7895.29
02/05/2014,8,7892.83
02/05/2014,9,7773.83
02/05/2014,10,7927.21
02/05/2014,11,7730.04
02/05/2014,12,7864.97
02/05/2014,13,7838.72
02/05/2014,14,7545.40
02/05/2014,15,7841.11
02/05/2014,16,7868.52
02/05/2014,17,7514.93
02/05/2014,18,6733.71
02/05/2014,19,5649.02
02/05/2014,20,5319.41
02/05/2014,21,5588.07
02/05/2014,22,5772.05
02/05/2014,23,5819.18
02/05/2014,24,5796.47
02/06/2014,1,5769.29
02/06/2014,2,5877.13
02/06/2014,3,5990.74
02/06/2014,4,6150.98
02/06/2014,5,6205.24
02/06/2014,6,6140.74
02/06/2014,7,5996.52
02/06/2014,8,6021.52
02/06/2014,9,6146.87
02/06/2014,10,5698.05
02/06/2014,11,4635.73
02/06/2014,12,4360.53
02/06/2014,13,4946.24
02/06/2014,14,5978.23
02/06/2014,15,6495.57
02/06/2014,16,6637.70
02/06/2014,17,6897.71
02/06/2014,18,6585.04
