Historical Hourly Wind Generation

Published Date: 1/1/2015
Reporting Period: 1/1/2014 through 12/31/2014

All Hours Ending are Eastern Standard Time (EST)

Market Day	,Hour Ending,MWh
02/06/2014,19,6129.38
02/06/2014,20,6542.64
02/06/2014,21,7318.90
02/06/2014,22,7792.05
02/06/2014,23,7679.18
02/06/2014,24,7755.00
02/07/2014,1,7597.79
02/07/2014,2,7528.87
02/07/2014,3,7430.38
02/07/2014,4,7220.19
02/07/2014,5,7024.56
02/07/2014,6,6858.23
02/07/2014,7,6759.99
02/07/2014,8,6914.09
02/07/2014,9,6839.07
02/07/2014,10,6527.51
02/07/2014,11,5329.68
02/07/2014,12,4340.06
02/07/2014,13,4233.76
02/07/2014,14,4582.98
02/07/2014,15,5080.92
02/07/2014,16,4973.73
02/07/2014,17,4614.84
02/07/2014,18,3890.29
02/07/2014,19,3631.90
02/07/2014,20,4182.18
02/07/2014,21,5142.64
02/07/2014,22,5780.37
02/07/2014,23,6118.19
02/07/2014,24,5731.08
02/08/2014,1,5177.84
02/08/2014,2,4925.17
02/08/2014,3,4307.77
02/08/2014,4,3613.01
02/08/2014,5,2865.19
02/08/2014,6,2390.51
02/08/2014,7,2035.57
02/08/2014,8,1799.42
02/08/2014,9,1494.76
02/08/2014,10,1282.09
02/08/2014,11,975.49
02/08/2014,12,794.03
02/08/2014,13,550.60
02/08/2014,14,496.50
02/08/2014,15,535.04
02/08/2014,16,541.06
02/08/2014,17,507.80
02/08/2014,18,627.44
02/08/2014,19,622.05
02/08/2014,20,673.59
02/08/2014,21,836.76
02/08/2014,22,1037.48
02/08/2014,23,1496.35
02/08/2014,24,2079.15
02/09/2014,1,2531.05
02/09/2014,2,3156.34
02/09/2014,3,3787.69
02/09/2014,4,4121.43
02/09/2014,5,4572.30
02/09/2014,6,4599.87
02/09/2014,7,4687.45
02/09/2014,8,4869.48
02/09/2014,9,4737.93
02/09/2014,10,4157.12
02/09/2014,11,3204.05
02/09/2014,12,2615.42
02/09/2014,13,2544.21
02/09/2014,14,3064.72
02/09/2014,15,3982.90
02/09/2014,16,4476.01
02/09/2014,17,4331.00
02/09/2014,18,3943.90
02/09/2014,19,3935.70
02/09/2014,20,4280.56
02/09/2014,21,4433.83
02/09/2014,22,4642.51
02/09/2014,23,4830.46
02/09/2014,24,5267.09
02/10/2014,1,5677.37
02/10/2014,2,5512.96
02/10/2014,3,5119.17
02/10/2014,4,4527.16
02/10/2014,5,3798.13
02/10/2014,6,3271.99
02/10/2014,7,3043.77
02/10/2014,8,2772.74
02/10/2014,9,2081.94
02/10/2014,10,1234.87
02/10/2014,11,525.19
02/10/2014,12,209.32
02/10/2014,13,180.27
02/10/2014,14,311.41
02/10/2014,15,398.88
02/10/2014,16,538.59
02/10/2014,17,632.78
02/10/2014,18,670.57
02/10/2014,19,763.40
02/10/2014,20,1150.62
02/10/2014,21,1522.00
02/10/2014,22,1691.80
02/10/2014,23,1794.33
02/10/2014,24,2113.24
02/11/2014,1,2409.49
02/11/2014,2,2293.57
02/11/2014,3,2226.42
02/11/2014,4,2158.28
02/11/2014,5,2394.90
