Natural Gas Futures Contract 4 Daily
http://www.eia.gov/beta/api/qb.cfm?sdid=NG.RNGC4.D
18:20:27 GMT-0500 (EST)
Source: Energy Information Administration
Day,Series ID: NG.RNGC4.D Dollars per Million Btu
02/4/2004,5.21
02/3/2004,5.19
02/2/2004,5.134
01/30/2004,5.038
01/29/2004,5.172
01/28/2004,5.233
01/27/2004,5.191
01/26/2004,5.231
01/23/2004,5.296
01/22/2004,5.265
01/21/2004,5.379
01/20/2004,5.403
01/16/2004,5.323
01/15/2004,5.295
01/14/2004,5.452
01/13/2004,5.377
01/12/2004,5.537
01/9/2004,5.563
01/8/2004,5.493
01/7/2004,5.383
01/6/2004,5.38
01/5/2004,5.38
12/31/2003,5.112
12/30/2003,5.23
12/29/2003,5.088
12/24/2003,5.067
12/23/2003,5.145
12/22/2003,5.158
12/19/2003,5.353
12/18/2003,5.432
12/17/2003,5.288
12/16/2003,5.266
12/15/2003,5.336
12/12/2003,5.364
12/11/2003,5.175
12/10/2003,5.241
12/9/2003,5.143
12/8/2003,5.196
12/5/2003,4.982
12/4/2003,5.073
12/3/2003,4.863
12/2/2003,4.861
12/1/2003,4.743
11/26/2003,4.602
11/25/2003,4.655
11/24/2003,4.605
11/21/2003,4.601
11/20/2003,4.579
11/19/2003,4.898
11/18/2003,5.003
11/17/2003,4.944
11/14/2003,5.175
11/13/2003,4.929
11/12/2003,4.889
11/11/2003,5.001
11/10/2003,4.888
11/7/2003,4.893
11/6/2003,4.848
11/5/2003,5.007
11/4/2003,4.887
11/3/2003,4.888
10/31/2003,5.014
10/30/2003,4.881
10/29/2003,5.104
10/28/2003,5.063
10/27/2003,5.031
10/24/2003,5.238
10/23/2003,5.344
10/22/2003,5.398
10/21/2003,5.387
10/20/2003,5.34
10/17/2003,5.618
10/16/2003,5.847
10/15/2003,5.868
10/14/2003,5.968
10/13/2003,6.07
10/10/2003,6.097
10/9/2003,5.844
10/8/2003,5.504
10/7/2003,5.51
10/6/2003,5.312
10/3/2003,5.185
10/2/2003,5.126
10/1/2003,5.104
09/30/2003,5.212
09/29/2003,5.246
09/26/2003,5.071
09/25/2003,5.134
09/24/2003,5.212
09/23/2003,5.188
09/22/2003,5.221
09/19/2003,5.217
09/18/2003,5.214
09/17/2003,5.328
09/16/2003,5.367
09/15/2003,5.41
09/12/2003,5.475
09/11/2003,5.432
09/10/2003,5.576
09/9/2003,5.392
09/8/2003,5.354
09/5/2003,5.447
09/4/2003,5.462
09/3/2003,5.406
09/2/2003,5.355
08/29/2003,5.401
08/28/2003,5.544
08/27/2003,5.358
08/26/2003,5.526
08/25/2003,5.576
08/22/2003,5.716
08/21/2003,5.695
08/20/2003,5.603
08/19/2003,5.474
08/18/2003,5.418
08/15/2003,5.399
08/14/2003,5.419
08/13/2003,5.629
08/12/2003,5.661
08/11/2003,5.583
08/8/2003,5.519
08/7/2003,5.56
08/6/2003,5.263
08/5/2003,5.202
08/4/2003,5.155
08/1/2003,5.365
07/31/2003,5.228
07/30/2003,5.173
07/29/2003,4.911
07/28/2003,4.928
07/25/2003,4.964
07/24/2003,4.981
07/23/2003,5.086
07/22/2003,5.108
07/21/2003,5.339
07/18/2003,5.272
07/17/2003,5.296
07/16/2003,5.2
07/15/2003,5.293
07/14/2003,5.384
07/11/2003,5.439
07/10/2003,5.546
07/9/2003,5.767
07/8/2003,5.748
07/7/2003,5.639
07/3/2003,5.5
07/2/2003,5.477
07/1/2003,5.572
06/30/2003,5.651
06/27/2003,5.615
06/26/2003,5.49
06/25/2003,5.885
06/24/2003,5.833
06/23/2003,6
06/20/2003,5.956
06/19/2003,6.054
06/18/2003,5.731
06/17/2003,5.862
06/16/2003,5.868
06/13/2003,5.837
06/12/2003,5.806
06/11/2003,6.338
06/10/2003,6.445
06/9/2003,6.427
06/6/2003,6.557
06/5/2003,6.566
06/4/2003,6.428
06/3/2003,6.415
06/2/2003,6.452
05/30/2003,6.296
05/29/2003,6.13
05/28/2003,6.057
05/27/2003,6.05
05/23/2003,6.24
05/22/2003,6.158
05/21/2003,6.29
05/20/2003,6.155
05/19/2003,6.133
05/16/2003,6.222
05/15/2003,6.23
05/14/2003,6.379
05/13/2003,6.385
05/12/2003,6.05
05/9/2003,5.884
05/8/2003,5.846
05/7/2003,5.73
05/6/2003,5.643
05/5/2003,5.729
05/2/2003,5.363
05/1/2003,5.38
04/30/2003,5.49
04/29/2003,5.333
04/28/2003,5.305
04/25/2003,5.634
04/24/2003,5.665
04/23/2003,5.761
04/22/2003,5.819
04/21/2003,5.836
04/17/2003,5.8
04/16/2003,5.776
04/15/2003,5.759
04/14/2003,5.637
04/11/2003,5.512
04/10/2003,5.497
04/9/2003,5.263
04/8/2003,5.174
04/7/2003,5.171
04/4/2003,5.013
04/3/2003,5.026
04/2/2003,5.144
04/1/2003,5.185
03/31/2003,5.135
03/28/2003,5.204
03/27/2003,5.276
03/26/2003,5.144
03/25/2003,5.137
03/24/2003,5.234
03/21/2003,5.128
03/20/2003,5.216
03/19/2003,5.203
03/18/2003,5.22
03/17/2003,5.32
03/14/2003,5.334
03/13/2003,5.335
03/12/2003,5.635
03/11/2003,5.655
03/10/2003,5.835
03/7/2003,5.93
03/6/2003,5.689
03/5/2003,5.596
03/4/2003,5.591
03/3/2003,5.552
02/28/2003,5.651
02/27/2003,5.585
02/26/2003,5.81
02/25/2003,5.539
02/24/2003,6.367
02/21/2003,5.751
02/20/2003,5.544
02/19/2003,5.504
02/18/2003,5.41
02/14/2003,5.344
02/13/2003,5.26
02/12/2003,5.205
02/11/2003,5.197
02/10/2003,5.197
02/7/2003,5.283
02/6/2003,5.158
02/5/2003,5.061
02/4/2003,5.049
02/3/2003,4.993
01/31/2003,4.899
01/30/2003,4.88
01/29/2003,4.969
01/28/2003,4.81
01/27/2003,4.79
01/24/2003,4.89
01/23/2003,4.929
01/22/2003,5.018
01/21/2003,4.945
01/17/2003,4.958
01/16/2003,5.018
01/15/2003,4.912
01/14/2003,4.756
01/13/2003,4.802
01/10/2003,4.753
01/9/2003,4.904
01/8/2003,4.813
01/7/2003,4.755
01/6/2003,4.633
01/3/2003,4.795
01/2/2003,4.691
12/31/2002,4.429
12/30/2002,4.426
12/27/2002,4.612
12/26/2002,4.53
12/24/2002,4.589
12/23/2002,4.566
12/20/2002,4.545
12/19/2002,4.448
12/18/2002,4.469
12/17/2002,4.429
12/16/2002,4.502
12/13/2002,4.535
12/12/2002,4.46
12/11/2002,4.324
12/10/2002,4.294
12/9/2002,4.114
12/6/2002,4.131
12/5/2002,4.115
12/4/2002,3.999
12/3/2002,3.951
12/2/2002,4.005
11/27/2002,3.908
11/26/2002,4.086
11/25/2002,4.148
11/22/2002,4.175
11/21/2002,4.207
11/20/2002,4.147
11/19/2002,4.152
11/18/2002,4.166
11/15/2002,3.976
11/14/2002,3.889
11/13/2002,3.87
11/12/2002,3.882
11/11/2002,3.818
11/8/2002,3.9
11/7/2002,3.876
11/6/2002,3.881
11/5/2002,3.89
11/4/2002,3.85
11/1/2002,3.992
10/31/2002,4.056
10/30/2002,4.199
10/29/2002,4.256
10/28/2002,4.319
10/25/2002,4.198
10/24/2002,4.28
10/23/2002,4.385
10/22/2002,4.286
10/21/2002,4.325
10/18/2002,4.402
10/17/2002,4.42
10/16/2002,4.344
10/15/2002,4.355
10/14/2002,4.371
10/11/2002,4.266
10/10/2002,4.058
10/9/2002,4.165
10/8/2002,4.153
10/7/2002,4.035
10/4/2002,4.009
10/3/2002,3.994
10/2/2002,4.283
10/1/2002,4.222
09/30/2002,4.293
09/27/2002,4.225
09/26/2002,4.216
09/25/2002,4.133
09/24/2002,4.211
09/23/2002,4.408
09/20/2002,4.257
09/19/2002,4.357
09/18/2002,4.37
09/17/2002,4.303
09/16/2002,4.228
09/13/2002,4.221
09/12/2002,4.115
09/11/2002,4.05
09/10/2002,4.126
09/9/2002,4.139
09/6/2002,4.017
09/5/2002,4.065
09/4/2002,3.971
09/3/2002,3.917
08/30/2002,4.029
08/29/2002,3.943
08/28/2002,3.923
08/27/2002,4.026
08/26/2002,4.151
08/23/2002,4.015
08/22/2002,4.051
08/21/2002,3.844
08/20/2002,3.755
08/19/2002,3.861
08/16/2002,3.757
08/15/2002,3.73
08/14/2002,3.567
08/13/2002,3.618
08/12/2002,3.606
08/9/2002,3.446
08/8/2002,3.442
08/7/2002,3.379
08/6/2002,3.404
08/5/2002,3.36
08/2/2002,3.465
08/1/2002,3.449
07/31/2002,3.521
07/30/2002,3.476
07/29/2002,3.23
07/26/2002,3.248
07/25/2002,3.243
07/24/2002,3.367
07/23/2002,3.247
07/22/2002,3.313
07/19/2002,3.302
07/18/2002,3.309
07/17/2002,3.261
07/16/2002,3.3
07/15/2002,3.258
07/12/2002,3.265
07/11/2002,3.298
07/10/2002,3.318
07/9/2002,3.432
07/8/2002,3.381
07/3/2002,3.545
07/2/2002,3.538
07/1/2002,3.57
06/28/2002,3.608
06/27/2002,3.602
06/26/2002,3.401
06/25/2002,3.545
06/24/2002,3.532
06/21/2002,3.361
06/20/2002,3.349
06/19/2002,3.457
06/18/2002,3.445
06/17/2002,3.502
06/14/2002,3.465
06/13/2002,3.335
06/12/2002,3.189
06/11/2002,3.264
06/10/2002,3.268
06/7/2002,3.324
06/6/2002,3.295
06/5/2002,3.352
06/4/2002,3.411
06/3/2002,3.344
05/31/2002,3.345
05/30/2002,3.362
05/29/2002,3.582
05/28/2002,3.471
05/24/2002,3.534
05/23/2002,3.602
05/22/2002,3.62
05/21/2002,3.558
05/20/2002,3.653
05/17/2002,3.755
05/16/2002,3.756
05/15/2002,3.772
05/14/2002,3.955
05/13/2002,3.871
05/10/2002,3.844
05/9/2002,3.812
05/8/2002,3.839
05/7/2002,3.765
05/6/2002,3.685
05/3/2002,3.825
05/2/2002,3.755
05/1/2002,3.792
04/30/2002,3.848
04/29/2002,3.616
04/26/2002,3.447
04/25/2002,3.376
04/24/2002,3.499
04/23/2002,3.675
04/22/2002,3.673
04/19/2002,3.623
04/18/2002,3.586
04/17/2002,3.578
04/16/2002,3.402
04/15/2002,3.532
04/12/2002,3.241
04/11/2002,3.215
04/10/2002,3.302
04/9/2002,3.321
04/8/2002,3.45
04/5/2002,3.397
04/4/2002,3.447
04/3/2002,3.59
04/2/2002,3.726
04/1/2002,3.6
03/28/2002,3.382
03/27/2002,3.386
03/26/2002,3.424
03/25/2002,3.509
03/22/2002,3.418
03/21/2002,3.526
03/20/2002,3.221
03/19/2002,3.356
03/18/2002,3.398
03/15/2002,3.175
03/14/2002,3.041
03/13/2002,3.008
03/12/2002,3.149
03/11/2002,3.161
03/8/2002,2.961
03/7/2002,2.901
03/6/2002,2.71
03/5/2002,2.622
03/4/2002,2.644
03/1/2002,2.479
02/28/2002,2.536
02/27/2002,2.591
02/26/2002,2.509
02/25/2002,2.478
02/22/2002,2.601
02/21/2002,2.577
02/20/2002,2.548
02/19/2002,2.557
02/15/2002,2.414
02/14/2002,2.405
02/13/2002,2.458
02/12/2002,2.507
02/11/2002,2.475
02/8/2002,2.403
02/7/2002,2.36
02/6/2002,2.308
02/5/2002,2.297
02/4/2002,2.317
02/1/2002,2.266
01/31/2002,2.326
01/30/2002,2.31
01/29/2002,2.24
01/28/2002,2.175
01/25/2002,2.269
01/24/2002,2.259
01/23/2002,2.26
01/22/2002,2.27
01/18/2002,2.352
01/17/2002,2.359
01/16/2002,2.446
01/15/2002,2.368
01/14/2002,2.348
01/11/2002,2.322
01/10/2002,2.315
01/9/2002,2.332
01/8/2002,2.374
01/7/2002,2.345
01/4/2002,2.352
01/3/2002,2.338
01/2/2002,2.511
12/31/2001,2.618
12/28/2001,2.769
12/27/2001,2.63
12/26/2001,2.872
12/21/2001,2.824
12/20/2001,2.691
12/19/2001,2.643
12/18/2001,2.699
12/17/2001,2.727
12/14/2001,2.848
12/13/2001,2.787
12/12/2001,2.765
12/11/2001,2.828
12/10/2001,2.797
12/7/2001,2.686
12/6/2001,2.665
12/5/2001,2.612
12/4/2001,2.696
12/3/2001,2.73
11/30/2001,2.759
11/29/2001,2.667
11/28/2001,2.815
11/27/2001,2.972
11/26/2001,2.942
11/21/2001,3.005
11/20/2001,3.066
11/19/2001,3.028
11/16/2001,2.898
11/15/2001,2.822
11/14/2001,2.924
11/13/2001,3.02
11/12/2001,2.945
11/9/2001,3.102
11/8/2001,3.112
11/7/2001,3.028
11/6/2001,3.032
11/5/2001,3.065
11/2/2001,3.323
11/1/2001,3.424
10/31/2001,3.358
10/30/2001,3.27
10/29/2001,3.452
10/26/2001,3.303
10/25/2001,3.248
10/24/2001,3.321
10/23/2001,3.117
10/22/2001,3.257
10/19/2001,3.173
10/18/2001,2.997
10/17/2001,2.901
10/16/2001,3.032
10/15/2001,2.85
10/12/2001,2.907
10/11/2001,2.997
10/10/2001,2.982
10/9/2001,2.936
10/8/2001,2.853
10/5/2001,2.828
10/4/2001,2.957
10/3/2001,2.888
10/2/2001,2.876
10/1/2001,2.827
09/28/2001,2.832
09/27/2001,2.826
09/26/2001,2.835
09/25/2001,2.895
09/24/2001,2.853
09/21/2001,3.012
09/20/2001,2.995
09/19/2001,2.962
09/18/2001,3.155
09/17/2001,3.303
09/10/2001,3.149
09/7/2001,3.24
09/6/2001,3.205
09/5/2001,3.192
09/4/2001,3.14
08/31/2001,3.19
08/30/2001,3.195
08/29/2001,2.986
08/28/2001,3.018
08/27/2001,3.14
08/24/2001,3.3
08/23/2001,3.396
08/22/2001,3.454
08/21/2001,3.715
08/20/2001,3.734
08/17/2001,3.849
08/16/2001,3.918
08/15/2001,3.993
08/14/2001,3.684
08/13/2001,3.599
08/10/2001,3.616
08/9/2001,3.54
08/8/2001,3.607
08/7/2001,3.552
08/6/2001,3.6
08/3/2001,3.277
08/2/2001,3.477
08/1/2001,3.38
07/31/2001,3.839
07/30/2001,3.873
07/27/2001,3.499
07/26/2001,3.458
07/25/2001,3.583
07/24/2001,3.32
07/23/2001,3.346
07/20/2001,3.323
07/19/2001,3.307
07/18/2001,3.461
07/17/2001,3.564
07/16/2001,3.472
07/13/2001,3.653
07/12/2001,3.812
07/11/2001,3.738
07/10/2001,3.734
07/9/2001,3.63
07/6/2001,3.707
07/5/2001,3.637
07/3/2001,3.672
07/2/2001,3.567
06/29/2001,3.538
06/28/2001,3.701
06/27/2001,3.428
06/26/2001,3.6
06/25/2001,3.635
06/22/2001,3.898
06/21/2001,3.905
06/20/2001,3.903
06/19/2001,4.14
06/18/2001,4.114
06/15/2001,4.155
06/14/2001,4.218
06/13/2001,4.312
06/12/2001,4.497
06/11/2001,4.367
06/8/2001,4.112
06/7/2001,3.967
06/6/2001,3.97
06/5/2001,4.054
06/4/2001,4.222
06/1/2001,4.046
05/31/2001,4.048
05/30/2001,4.117
05/29/2001,3.93
05/25/2001,4.148
05/24/2001,4.23
05/23/2001,4.281
05/22/2001,4.29
05/21/2001,4.305
05/18/2001,4.473
05/17/2001,4.435
05/16/2001,4.482
05/15/2001,4.798
05/14/2001,4.543
05/11/2001,4.437
05/10/2001,4.497
05/9/2001,4.369
05/8/2001,4.455
05/7/2001,4.425
05/4/2001,4.667
05/3/2001,4.694
05/2/2001,4.658
05/1/2001,4.807
04/30/2001,4.86
04/27/2001,5.01
04/26/2001,5.055
04/25/2001,5.11
04/24/2001,5.232
04/23/2001,5.298
04/20/2001,5.292
04/19/2001,5.255
04/18/2001,5.295
04/17/2001,5.398
04/16/2001,5.655
04/12/2001,5.53
04/11/2001,5.528
04/10/2001,5.692
04/9/2001,5.62
04/6/2001,5.515
04/5/2001,5.547
04/4/2001,5.304
04/3/2001,5.237
04/2/2001,5.215
03/30/2001,5.15
03/29/2001,5.4
03/28/2001,5.555
03/27/2001,5.738
03/26/2001,5.455
03/23/2001,5.417
03/22/2001,5.347
03/21/2001,5.195
03/20/2001,5.421
03/19/2001,5.16
03/16/2001,5.132
03/15/2001,5.043
03/14/2001,5.059
03/13/2001,5.17
03/12/2001,5.278
03/9/2001,5.221
03/8/2001,5.43
03/7/2001,5.478
03/6/2001,5.447
03/5/2001,5.46
03/2/2001,5.382
03/1/2001,5.274
02/28/2001,5.362
02/27/2001,5.366
02/26/2001,5.166
02/23/2001,5.225
02/22/2001,5.202
02/21/2001,5.183
02/20/2001,5.279
02/16/2001,5.505
02/15/2001,5.54
02/14/2001,5.463
02/13/2001,5.726
02/12/2001,5.615
02/9/2001,5.685
02/8/2001,5.62
02/7/2001,5.732
02/6/2001,5.356
02/5/2001,5.26
02/2/2001,5.543
02/1/2001,5.47
01/31/2001,5.18
01/30/2001,5.4
01/29/2001,5.355
01/26/2001,5.7
01/25/2001,5.66
01/24/2001,5.515
01/23/2001,5.445
01/22/2001,5.675
01/19/2001,5.65
01/18/2001,5.64
01/17/2001,5.47
01/16/2001,5.935
01/12/2001,6.035
01/11/2001,5.98
01/10/2001,6.065
01/9/2001,6.05
01/8/2001,5.86
01/5/2001,5.645
01/4/2001,5.445
01/3/2001,5.24
01/2/2001,5.27
12/29/2000,5.491
12/28/2000,5.355
12/27/2000,6.17
12/26/2000,6.06
12/22/2000,5.9
12/21/2000,6.01
12/20/2000,5.835
12/19/2000,5.76
12/18/2000,5.575
12/15/2000,5.585
12/14/2000,5.34
12/13/2000,5.227
12/12/2000,5.433
12/11/2000,5.94
12/8/2000,5.666
12/7/2000,5.64
12/6/2000,5.85
12/5/2000,5.545
12/4/2000,5.705
12/1/2000,6.043
11/30/2000,5.17
11/29/2000,4.916
11/28/2000,5.505
11/27/2000,5.63
11/22/2000,5.6
11/21/2000,5.447
11/20/2000,5.318
11/17/2000,5.235
11/16/2000,5.051
11/15/2000,5.351
11/14/2000,5.208
11/13/2000,5.021
11/10/2000,4.912
11/9/2000,4.978
11/8/2000,4.95
11/7/2000,4.762
11/6/2000,4.554
11/3/2000,4.607
11/2/2000,4.471
11/1/2000,4.378
10/31/2000,4.191
10/30/2000,4.157
10/27/2000,4.497
10/26/2000,4.597
10/25/2000,4.612
10/24/2000,4.78
10/23/2000,5
10/20/2000,4.875
10/19/2000,4.891
10/18/2000,5.121
10/17/2000,5.295
10/16/2000,5.242
10/13/2000,5.377
10/12/2000,5.442
10/11/2000,5.301
10/10/2000,5.001
10/9/2000,5.007
10/6/2000,4.881
10/5/2000,5
10/4/2000,5.118
10/3/2000,5.158
10/2/2000,5.16
09/29/2000,5.026
09/28/2000,4.971
09/27/2000,5.522
09/26/2000,5.525
09/25/2000,5.485
09/22/2000,5.35
09/21/2000,5.47
09/20/2000,5.495
09/19/2000,5.525
09/18/2000,5.445
09/15/2000,5.355
09/14/2000,5.367
09/13/2000,5.225
09/12/2000,5.178
09/11/2000,5.203
09/8/2000,5.07
09/7/2000,5.14
09/6/2000,5.172
09/5/2000,5.043
09/1/2000,4.975
08/31/2000,4.85
08/30/2000,4.861
08/29/2000,4.77
08/28/2000,4.8
08/25/2000,4.75
08/24/2000,4.67
08/23/2000,4.72
08/22/2000,4.665
08/21/2000,4.862
08/18/2000,4.618
08/17/2000,4.575
08/16/2000,4.535
08/15/2000,4.373
08/14/2000,4.445
08/11/2000,4.55
08/10/2000,4.538
08/9/2000,4.505
08/8/2000,4.483
08/7/2000,4.45
08/4/2000,4.44
08/3/2000,4.442
08/2/2000,4.395
08/1/2000,4.18
07/31/2000,4.02
07/28/2000,4.061
07/27/2000,3.951
07/26/2000,3.89
07/25/2000,3.76
07/24/2000,3.81
07/21/2000,3.907
07/20/2000,3.932
07/19/2000,3.955
07/18/2000,4.085
07/17/2000,4.064
07/14/2000,4.205
07/13/2000,4.218
07/12/2000,4.101
07/11/2000,4.306
07/10/2000,4.29
07/7/2000,4.302
07/6/2000,4.1
07/5/2000,4.166
06/30/2000,4.466
06/29/2000,4.423
06/28/2000,4.355
06/27/2000,4.555
06/26/2000,4.47
06/23/2000,4.385
06/22/2000,4.473
06/21/2000,4.337
06/20/2000,4.097
06/19/2000,4.101
06/16/2000,4.401
06/15/2000,4.354
06/14/2000,4.196
06/13/2000,4.108
06/12/2000,4.16
06/9/2000,4.103
06/8/2000,4.075
06/7/2000,3.906
06/6/2000,4.22
06/5/2000,4.3
06/2/2000,4
06/1/2000,4.05
05/31/2000,4.343
05/30/2000,4.335
05/26/2000,4.25
05/25/2000,4.208
05/24/2000,4.06
05/23/2000,3.818
05/22/2000,3.765
05/19/2000,3.836
05/18/2000,3.72
05/17/2000,3.718
05/16/2000,3.495
05/15/2000,3.438
05/12/2000,3.388
05/11/2000,3.38
05/10/2000,3.333
05/9/2000,3.21
05/8/2000,3.196
05/5/2000,3.076
05/4/2000,3.145
05/3/2000,3.164
05/2/2000,3.239
05/1/2000,3.236
04/28/2000,3.16
04/27/2000,3.085
04/26/2000,3.117
04/25/2000,3.145
04/24/2000,3.168
04/20/2000,3.115
04/19/2000,3.102
04/18/2000,3.137
04/17/2000,3.183
04/14/2000,3.105
04/13/2000,3.114
04/12/2000,3.051
04/11/2000,2.995
04/10/2000,3.016
04/7/2000,3.013
04/6/2000,2.988
04/5/2000,2.931
04/4/2000,2.877
04/3/2000,2.938
03/31/2000,2.978
03/30/2000,2.921
03/29/2000,2.943
03/28/2000,2.998
03/27/2000,2.965
03/24/2000,2.895
03/23/2000,2.908
03/22/2000,2.862
03/21/2000,2.823
03/20/2000,2.793
03/17/2000,2.855
03/16/2000,2.902
03/15/2000,2.91
03/14/2000,2.87
03/13/2000,2.902
03/10/2000,2.836
03/9/2000,2.846
03/8/2000,2.789
03/7/2000,2.867
03/6/2000,2.902
03/3/2000,2.867
03/2/2000,2.832
03/1/2000,2.84
02/29/2000,2.786
02/28/2000,2.72
02/25/2000,2.653
02/24/2000,2.596
02/23/2000,2.584
02/22/2000,2.584
02/18/2000,2.658
02/17/2000,2.688
02/16/2000,2.613
02/15/2000,2.643
02/14/2000,2.577
02/11/2000,2.59
02/10/2000,2.578
02/9/2000,2.512
02/8/2000,2.477
02/7/2000,2.506
02/4/2000,2.583
02/3/2000,2.54
02/2/2000,2.576
02/1/2000,2.565
01/31/2000,2.561
01/28/2000,2.502
01/27/2000,2.495
01/26/2000,2.468
01/25/2000,2.54
01/24/2000,2.505
01/21/2000,2.495
01/20/2000,2.574
01/19/2000,2.467
01/18/2000,2.432
01/14/2000,2.383
01/13/2000,2.329
01/12/2000,2.326
01/11/2000,2.326
01/10/2000,2.293
01/7/2000,2.27
01/6/2000,2.283
01/5/2000,2.251
01/4/2000,2.249
12/30/1999,2.338
12/29/1999,2.372
12/28/1999,2.34
12/27/1999,2.293
12/23/1999,2.38
12/22/1999,2.395
12/21/1999,2.44
12/20/1999,2.503
12/17/1999,2.51
12/16/1999,2.52
12/15/1999,2.442
12/14/1999,2.492
12/13/1999,2.442
12/10/1999,2.414
12/9/1999,2.305
12/8/1999,2.299
12/7/1999,2.28
12/6/1999,2.24
12/3/1999,2.283
12/2/1999,2.34
12/1/1999,2.318
11/30/1999,2.279
11/29/1999,2.308
11/24/1999,2.302
11/23/1999,2.337
11/22/1999,2.347
11/19/1999,2.477
11/18/1999,2.505
11/17/1999,2.5
11/16/1999,2.505
11/15/1999,2.565
11/12/1999,2.635
11/11/1999,2.544
11/10/1999,2.58
11/9/1999,2.559
11/8/1999,2.55
11/5/1999,2.649
11/4/1999,2.609
11/3/1999,2.64
11/2/1999,2.612
11/1/1999,2.66
10/29/1999,2.698
10/28/1999,2.712
10/27/1999,3.05
10/26/1999,2.987
10/25/1999,2.97
10/22/1999,3.005
10/21/1999,3.01
10/20/1999,2.977
10/19/1999,3.01
10/18/1999,2.965
10/15/1999,2.99
10/14/1999,2.907
10/13/1999,2.982
10/12/1999,2.953
10/11/1999,2.873
10/7/1999,2.747
10/6/1999,2.725
10/5/1999,2.725
10/4/1999,2.751
10/1/1999,2.839
09/30/1999,2.815
09/29/1999,2.864
09/28/1999,3.091
09/27/1999,3.145
09/24/1999,3.085
09/23/1999,3.063
09/22/1999,2.913
09/21/1999,2.905
09/20/1999,2.968
09/17/1999,3.002
09/16/1999,2.935
09/15/1999,2.976
09/14/1999,2.979
09/13/1999,3.073
09/10/1999,3.08
09/9/1999,3.102
09/8/1999,2.952
09/7/1999,3.008
09/3/1999,2.9
09/2/1999,2.888
09/1/1999,3.038
08/31/1999,3.093
08/30/1999,3.188
08/27/1999,3.126
08/26/1999,3.175
08/25/1999,3.245
08/24/1999,3.277
08/23/1999,3.285
08/20/1999,3.17
08/19/1999,3.139
08/18/1999,3.06
08/17/1999,2.998
08/16/1999,2.992
08/13/1999,3.007
08/12/1999,2.988
08/11/1999,2.975
08/10/1999,2.991
08/9/1999,2.974
08/6/1999,2.956
08/5/1999,2.922
08/4/1999,2.917
08/3/1999,2.892
08/2/1999,2.867
07/30/1999,2.845
07/29/1999,2.843
07/28/1999,2.738
07/27/1999,2.755
07/26/1999,2.734
07/23/1999,2.719
07/22/1999,2.605
07/21/1999,2.508
07/20/1999,2.466
07/19/1999,2.475
07/16/1999,2.455
07/15/1999,2.449
07/14/1999,2.422
07/13/1999,2.441
07/12/1999,2.409
07/9/1999,2.416
07/8/1999,2.404
07/7/1999,2.389
07/6/1999,2.42
07/2/1999,2.485
07/1/1999,2.357
06/30/1999,2.576
06/29/1999,2.574
06/28/1999,2.374
06/25/1999,2.349
06/24/1999,2.377
06/23/1999,2.35
06/22/1999,2.325
06/21/1999,2.322
06/18/1999,2.382
06/17/1999,2.365
06/16/1999,2.407
06/15/1999,2.439
06/14/1999,2.443
06/11/1999,2.448
06/10/1999,2.432
06/9/1999,2.512
06/8/1999,2.465
06/7/1999,2.504
06/4/1999,2.489
06/3/1999,2.455
06/2/1999,2.455
06/1/1999,2.4
05/28/1999,2.412
05/27/1999,2.348
05/26/1999,2.255
05/25/1999,2.259
05/24/1999,2.242
05/21/1999,2.293
05/20/1999,2.289
05/19/1999,2.319
05/18/1999,2.328
05/17/1999,2.401
05/14/1999,2.352
05/13/1999,2.34
05/12/1999,2.265
05/11/1999,2.309
05/10/1999,2.364
05/7/1999,2.34
05/6/1999,2.355
05/5/1999,2.403
05/4/1999,2.399
05/3/1999,2.348
04/30/1999,2.3
04/29/1999,2.37
04/28/1999,2.372
04/27/1999,2.365
04/26/1999,2.345
04/23/1999,2.281
04/22/1999,2.279
04/21/1999,2.239
04/20/1999,2.21
04/19/1999,2.227
04/16/1999,2.189
04/15/1999,2.19
04/14/1999,2.16
04/13/1999,2.193
04/12/1999,2.179
04/9/1999,2.15
04/8/1999,2.127
04/7/1999,2.09
04/6/1999,2.075
04/5/1999,2.09
04/1/1999,2.072
03/31/1999,2.078
03/30/1999,2.048
03/29/1999,1.945
03/26/1999,1.95
03/25/1999,1.922
03/24/1999,1.851
03/23/1999,1.846
03/22/1999,1.854
03/19/1999,1.8
03/18/1999,1.789
03/17/1999,1.844
03/16/1999,1.813
03/15/1999,1.818
03/12/1999,1.85
03/11/1999,1.898
03/10/1999,1.994
03/9/1999,1.97
03/8/1999,1.92
03/5/1999,1.917
03/4/1999,1.854
03/3/1999,1.82
03/2/1999,1.8
03/1/1999,1.8
02/26/1999,1.743
02/25/1999,1.774
02/24/1999,1.767
02/23/1999,1.775
02/22/1999,1.778
02/19/1999,1.83
02/18/1999,1.838
02/17/1999,1.86
02/16/1999,1.874
02/12/1999,1.888
02/11/1999,1.911
02/10/1999,1.88
02/9/1999,1.915
02/8/1999,1.9
02/5/1999,1.89
02/4/1999,1.902
02/3/1999,1.868
02/2/1999,1.907
02/1/1999,1.855
01/29/1999,1.866
01/28/1999,1.922
01/27/1999,1.871
01/26/1999,1.824
01/25/1999,1.822
01/22/1999,1.865
01/21/1999,1.932
01/20/1999,1.874
01/19/1999,1.864
01/15/1999,1.86
01/14/1999,1.867
01/13/1999,1.84
01/12/1999,1.869
01/11/1999,1.837
01/8/1999,1.863
01/7/1999,1.865
