DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,
8/8/2008,WEST,163,91,95,103,125,103,84,70,78,82,75,71,68,89,103,102,88,101,101,81,104,88,75,57,
8/9/2008,WEST,62,59,85,82,112,133,98,133,136,138,129,103,71,80,78,144,169,160,109,55,91,127,135,140,
8/10/2008,WEST,206,238,277,250,270,298,356,316,234,165,181,141,99,83,131,148,145,117,109,87,77,131,215,215,
8/11/2008,WEST,154,102,60,43,37,57,87,156,161,80,81,80,84,76,67,76,81,69,65,80,72,86,95,107,
8/12/2008,WEST,110,98,88,96,103,115,106,96,78,58,41,37,33,13,10,11,10,10,9,11,8,7,5,4,
8/13/2008,WEST,4,5,18,22,30,29,25,21,16,11,8,8,8,6,5,6,5,18,28,75,31,27,33,56,
8/14/2008,WEST,34,60,91,93,103,130,88,35,16,10,10,8,9,15,22,23,16,12,14,17,42,84,118,198,
8/15/2008,WEST,282,231,161,127,118,185,154,113,105,30,14,21,41,72,74,69,41,40,80,113,165,186,123,112,
8/16/2008,WEST,75,40,37,32,29,56,73,36,29,31,20,11,14,14,16,15,20,20,30,26,33,40,56,75,
8/17/2008,WEST,81,69,64,59,56,63,81,80,65,58,30,41,56,57,52,44,42,42,38,35,50,79,103,151,
8/18/2008,WEST,192,185,146,124,135,140,109,131,123,46,5,4,9,14,11,16,19,15,14,21,34,45,54,53,
8/19/2008,WEST,51,50,66,94,88,109,109,94,65,43,28,22,23,32,31,24,16,12,8,9,30,49,43,58,
8/20/2008,WEST,96,160,175,206,244,225,201,197,153,89,40,15,19,42,67,68,56,60,47,61,144,207,245,266,
8/21/2008,WEST,246,253,283,296,270,235,212,210,160,100,75,45,54,127,137,115,181,237,159,176,239,277,276,281,
8/22/2008,WEST,307,313,341,283,239,243,233,219,182,189,293,290,253,243,243,277,323,313,333,303,292,341,320,308,
8/23/2008,WEST,314,324,324,308,303,305,261,247,234,159,114,68,58,56,35,25,22,31,40,73,129,165,229,229,
8/24/2008,WEST,255,314,316,308,221,188,192,205,158,62,46,51,63,61,73,89,121,114,146,140,190,255,235,209,
8/25/2008,WEST,323,280,200,157,165,190,279,326,269,119,77,97,126,154,180,207,190,180,204,209,252,365,418,377,
8/26/2008,WEST,370,390,370,413,462,430,410,431,382,251,178,146,137,110,110,128,111,110,126,135,173,216,284,284,
8/27/2008,WEST,301,287,256,238,201,168,121,121,112,110,118,133,160,164,141,124,134,120,108,119,116,112,116,104,
8/28/2008,WEST,102,113,170,194,187,225,241,223,177,123,189,329,292,436,199,143,77,59,19,26,67,88,91,33,
8/29/2008,WEST,37,50,21,25,107,50,49,67,56,66,89,74,25,23,27,33,49,59,70,64,84,121,72,24,
8/30/2008,WEST,16,29,63,81,69,65,60,27,30,20,8,17,8,9,18,11,5,8,5,12,9,11,3,17,
8/31/2008,WEST,33,26,30,52,84,149,191,187,164,127,68,47,51,46,40,44,52,56,50,55,81,135,221,284,
9/1/2008,WEST,302,378,427,384,394,383,365,317,270,174,65,24,15,18,33,52,44,48,70,97,172,274,370,363,
9/2/2008,WEST,362,358,367,305,270,272,246,222,179,108,28,24,37,32,31,42,29,17,19,8,9,22,29,22,
9/3/2008,WEST,21,32,99,148,172,133,133,150,169,183,191,149,110,118,172,189,218,230,137,103,179,313,412,400,
9/4/2008,WEST,344,218,212,236,242,265,259,281,265,292,264,182,151,199,274,361,393,325,221,364,452,452,485,462,
9/5/2008,WEST,419,396,345,301,265,202,189,183,169,209,177,131,82,47,41,55,56,85,98,99,107,70,55,34,
9/6/2008,WEST,53,42,44,52,46,22,7,14,17,18,3,3,10,28,68,117,156,157,167,189,185,156,125,110,
9/7/2008,WEST,83,135,190,135,119,65,59,78,99,43,36,50,75,108,104,97,73,66,51,35,38,66,97,113,
9/8/2008,WEST,155,194,182,165,141,112,97,58,10,15,12,8,115,171,98,128,108,100,117,233,219,252,158,181,
9/9/2008,WEST,191,163,234,193,230,303,299,174,125,78,68,73,67,64,41,43,38,40,37,37,28,26,25,108,
9/10/2008,WEST,198,242,251,246,247,260,246,259,225,125,62,73,77,41,37,41,57,75,83,91,164,271,341,364,
9/11/2008,WEST,431,518,516,531,560,534,474,427,417,280,159,98,78,75,72,100,105,118,135,150,169,221,280,312,
9/12/2008,WEST,312,362,344,299,234,176,121,104,89,81,64,66,98,131,97,106,104,126,158,149,159,173,276,349,
9/13/2008,WEST,391,385,325,404,452,432,496,472,507,556,650,585,492,383,391,466,394,437,530,417,440,430,214,200,
9/14/2008,WEST,178,200,167,145,195,244,243,267,459,439,472,530,593,623,650,601,566,471,450,344,302,349,323,340,
9/15/2008,WEST,341,321,336,316,259,227,207,191,199,202,168,147,132,116,79,79,85,98,102,97,47,31,40,40,
9/16/2008,WEST,30,7,11,32,12,8,-1,0,9,6,5,14,13,10,20,23,36,43,49,67,110,154,207,244,
9/17/2008,WEST,273,299,313,306,309,321,280,237,209,119,39,28,10,7,21,28,21,16,12,28,38,45,89,80,
9/18/2008,WEST,97,169,241,261,264,270,224,201,182,93,34,26,32,26,16,12,11,16,16,53,136,179,256,410,
9/19/2008,WEST,468,505,510,500,478,403,387,390,347,212,69,22,16,14,15,31,40,35,45,56,59,63,104,143,
9/20/2008,WEST,137,119,96,110,123,108,102,47,31,7,-5,-3,-4,37,30,-3,6,19,0,-1,5,20,44,88,
9/21/2008,WEST,81,61,30,12,7,6,8,11,10,4,1,0,-4,8,8,31,39,35,24,10,6,26,39,27,
9/22/2008,WEST,20,28,31,47,73,89,89,83,62,41,3,-5,-1,2,19,37,63,50,52,104,160,186,227,275,
9/23/2008,WEST,296,377,352,361,368,341,309,310,283,170,107,88,89,88,80,97,109,103,89,165,322,370,280,258,
9/24/2008,WEST,268,302,325,312,303,316,316,340,236,113,63,50,36,30,25,26,36,79,96,104,140,119,147,189,
9/25/2008,WEST,192,195,201,210,208,226,285,278,229,198,141,106,68,67,68,51,32,31,54,79,134,205,240,227,
9/26/2008,WEST,268,356,365,321,250,245,244,229,189,149,102,86,83,85,117,108,95,95,107,119,160,223,326,395,
9/27/2008,WEST,320,247,199,141,123,110,59,37,34,39,33,36,49,33,22,30,12,1,7,17,15,22,50,50,
9/28/2008,WEST,17,2,-1,7,22,43,48,74,128,132,142,155,144,126,114,113,123,141,133,214,356,366,314,299,
9/29/2008,WEST,335,303,266,262,260,226,210,139,65,214,85,149,229,303,341,317,298,237,166,91,65,50,55,87,
9/30/2008,WEST,108,121,181,192,211,298,261,296,264,212,174,216,236,296,335,346,325,325,304,228,166,160,153,211,
10/1/2008,WEST,200,174,169,162,168,270,289,299,293,189,211,324,373,384,399,411,423,466,498,416,386,424,394,367,
10/2/2008,WEST,411,391,389,395,364,306,313,309,280,242,236,370,366,353,390,406,420,427,405,311,276,290,323,345,
10/3/2008,WEST,330,369,459,434,391,310,288,212,205,201,204,207,147,82,56,53,40,41,78,178,302,366,389,317,
10/4/2008,WEST,258,258,271,275,243,299,308,318,274,151,116,86,21,9,6,5,12,8,8,56,181,282,397,394,
10/5/2008,WEST,452,470,493,482,482,426,423,402,374,328,190,137,106,130,115,118,133,145,136,215,298,325,377,360,
10/6/2008,WEST,358,336,300,338,354,318,299,306,312,220,99,38,33,41,62,89,127,189,221,247,287,342,435,500,
10/7/2008,WEST,533,564,570,567,560,538,498,466,413,359,315,243,238,346,401,420,438,389,372,339,298,272,323,291,
10/8/2008,WEST,232,197,241,215,312,369,352,317,343,299,217,207,229,253,284,301,236,174,121,96,139,180,315,413,
10/9/2008,WEST,424,447,462,471,455,411,302,330,313,238,145,142,150,91,58,52,34,30,49,93,86,94,120,139,
10/10/2008,WEST,157,162,174,197,267,319,404,487,509,387,201,222,284,276,253,237,211,180,118,210,401,514,532,504,
10/11/2008,WEST,503,462,439,441,389,297,269,276,260,177,83,63,61,103,106,112,127,141,113,98,96,183,335,431,
10/12/2008,WEST,437,436,469,424,423,415,352,320,303,244,121,125,137,192,188,183,173,153,169,293,456,554,538,506,
10/13/2008,WEST,476,472,435,362,299,208,214,258,227,205,182,166,177,286,331,329,321,325,216,208,238,272,372,412,
10/14/2008,WEST,447,525,568,574,637,469,471,333,361,225,104,82,73,73,95,107,90,68,63,66,65,71,81,89,
10/15/2008,WEST,89,75,67,75,99,139,131,107,175,206,177,157,156,320,327,167,153,242,419,418,339,392,415,388,
10/16/2008,WEST,383,395,337,416,473,491,506,454,457,333,232,200,186,155,134,134,101,93,82,85,140,140,135,94,
10/17/2008,WEST,78,67,61,49,26,20,27,40,68,56,23,7,9,10,9,24,55,54,118,124,123,126,94,119,
10/18/2008,WEST,124,118,130,136,162,147,143,135,142,99,28,17,14,17,8,9,11,15,31,24,19,27,93,193,
10/19/2008,WEST,299,385,479,515,499,500,559,648,691,537,408,518,630,617,549,515,509,512,403,476,638,657,693,756,
10/20/2008,WEST,751,684,600,535,469,467,487,456,423,242,120,61,73,118,127,161,161,190,159,164,231,349,426,422,
10/21/2008,WEST,392,443,521,568,532,438,445,448,382,333,260,242,252,246,248,243,243,250,290,422,670,743,726,713,
10/22/2008,WEST,684,616,572,479,384,477,625,737,697,724,767,778,754,749,761,699,687,695,685,722,785,821,830,811,
10/23/2008,WEST,862,864,856,868,847,815,810,829,831,778,730,636,569,490,423,390,406,443,560,599,533,632,626,523,
10/24/2008,WEST,400,368,312,364,366,374,420,380,352,364,378,401,394,316,272,362,376,330,340,272,366,282,329,399,
10/25/2008,WEST,459,433,466,496,529,546,510,450,444,335,306,366,453,606,797,857,918,945,897,881,1002,1036,1031,978,
10/26/2008,WEST,976,972,885,913,939,949,882,883,814,766,850,931,959,986,980,953,944,913,848,875,782,825,913,944,
10/27/2008,WEST,963,940,907,880,866,846,904,830,737,688,841,951,936,902,892,909,791,798,681,617,545,508,481,584,
10/28/2008,WEST,653,678,647,617,601,594,545,459,436,337,239,303,538,550,578,600,631,663,572,571,653,699,804,838,
10/29/2008,WEST,795,701,792,811,800,781,707,686,622,490,295,204,188,190,225,237,208,206,194,177,190,176,169,209,
10/30/2008,WEST,257,394,472,520,577,666,706,742,752,694,449,295,303,442,542,505,513,481,476,552,767,825,860,891,
10/31/2008,WEST,875,884,872,849,857,885,843,816,772,710,453,336,306,214,110,104,157,167,236,345,435,487,584,615,
11/1/2008,WEST,576,494,373,338,358,389,403,336,304,267,193,163,105,95,102,102,113,117,173,283,465,470,423,435,
11/2/2008,WEST,443,850,417,397,415,402,406,407,353,241,176,174,245,439,597,621,590,517,495,567,599,665,630,602,
11/3/2008,WEST,651,659,623,580,496,497,462,464,434,298,228,298,394,450,490,495,439,390,539,625,691,708,732,685,
11/4/2008,WEST,676,596,569,545,526,521,545,543,487,300,180,189,248,346,395,389,413,419,502,655,711,800,827,802,
11/5/2008,WEST,770,760,803,812,758,712,728,739,716,606,652,767,793,793,792,794,769,740,776,815,814,815,805,807,
11/6/2008,WEST,790,790,830,861,874,869,904,894,879,858,863,859,842,790,682,587,499,466,525,518,441,470,441,454,
11/7/2008,WEST,635,663,647,600,494,384,457,527,447,445,518,562,640,606,538,502,526,534,560,569,594,706,666,702,
11/8/2008,WEST,811,860,861,803,717,663,598,574,599,752,881,857,836,835,876,846,844,843,823,715,624,641,635,583,
11/9/2008,WEST,603,648,623,550,557,508,434,362,382,417,494,566,618,683,647,709,646,580,518,525,508,426,351,297,
11/10/2008,WEST,323,327,337,274,270,294,261,233,193,151,141,165,154,128,109,114,119,88,66,76,91,119,89,63,
11/11/2008,WEST,73,92,164,236,295,419,426,370,384,367,387,390,374,333,425,470,559,645,715,755,767,653,570,575,
11/12/2008,WEST,550,544,488,469,455,476,502,379,332,387,387,341,339,299,235,204,149,145,132,152,151,146,200,203,
11/13/2008,WEST,239,310,410,490,612,596,544,479,591,648,665,714,758,772,788,823,834,826,819,789,764,807,791,763,
11/14/2008,WEST,755,664,625,564,471,395,275,212,220,219,165,139,107,68,57,52,88,141,257,339,446,475,554,547,
11/15/2008,WEST,548,570,493,510,680,705,673,760,717,797,797,821,781,775,825,800,753,721,738,739,696,693,739,674,
11/16/2008,WEST,660,674,713,681,630,617,586,575,615,588,524,463,395,379,361,396,320,355,368,377,707,694,808,823,
11/17/2008,WEST,720,604,508,506,457,467,480,382,238,272,318,351,418,524,626,593,504,567,575,469,510,437,442,587,
11/18/2008,WEST,700,629,588,580,577,570,568,510,407,291,214,214,228,217,215,210,203,210,237,241,321,387,463,499,
11/19/2008,WEST,534,605,702,721,819,845,862,880,776,690,707,661,605,450,379,409,416,402,504,628,751,891,886,760,
11/20/2008,WEST,769,748,742,688,685,622,621,689,670,729,797,791,841,818,842,908,865,817,694,794,849,883,887,916,
11/21/2008,WEST,796,768,770,791,760,738,639,521,460,369,271,242,273,336,347,332,331,283,245,245,269,247,201,235,
11/22/2008,WEST,265,269,299,357,409,436,592,543,561,566,533,578,571,549,554,549,496,417,406,345,336,468,556,509,
11/23/2008,WEST,432,455,455,429,475,450,443,475,512,389,249,212,277,358,449,488,429,507,715,812,858,882,863,775,
11/24/2008,WEST,671,500,416,391,317,307,411,553,676,672,740,827,924,961,984,935,855,706,771,852,756,695,613,608,
11/25/2008,WEST,662,673,725,772,828,784,651,551,500,452,487,433,354,308,302,311,299,294,305,294,310,297,265,263,
11/26/2008,WEST,255,258,284,291,289,244,211,190,172,175,173,151,146,103,89,54,43,36,47,43,60,104,126,105,
11/27/2008,WEST,128,129,115,140,156,122,102,154,141,159,155,236,270,343,405,412,518,579,740,731,704,685,775,886,
11/28/2008,WEST,897,923,862,773,708,768,766,703,688,573,433,361,303,267,249,254,234,261,285,266,247,205,162,159,
11/29/2008,WEST,108,86,55,46,41,16,8,19,11,-4,13,53,59,36,2,4,15,41,56,97,166,237,205,182,
11/30/2008,WEST,149,166,243,307,400,473,431,392,417,391,436,447,446,451,456,469,474,483,533,640,757,799,828,874,
12/1/2008,WEST,922,969,976,974,917,816,816,813,809,808,873,905,907,928,894,905,826,690,668,478,529,538,481,511,
12/2/2008,WEST,373,336,262,217,268,310,313,329,387,477,603,552,590,607,637,718,849,900,935,966,1022,1020,1011,1031,
12/3/2008,WEST,1040,979,972,1028,1024,1013,947,894,714,612,497,363,292,318,320,286,442,580,688,791,890,942,970,934,
12/4/2008,WEST,748,611,579,568,443,507,554,506,510,453,359,278,269,244,364,416,580,631,745,802,731,721,788,816,
12/5/2008,WEST,736,694,619,583,510,428,391,404,345,240,142,128,153,247,329,366,376,462,647,845,887,883,859,835,
12/6/2008,WEST,855,854,862,858,876,843,809,663,571,656,669,738,865,850,835,850,867,844,864,945,937,917,948,860,
12/7/2008,WEST,754,713,714,667,636,566,441,358,252,195,205,213,216,259,285,340,392,546,677,721,650,636,629,558,
12/8/2008,WEST,512,447,359,332,312,264,261,272,264,309,304,282,308,356,412,546,647,709,752,808,767,724,837,890,
12/9/2008,WEST,928,944,890,864,855,842,829,764,710,673,676,805,911,840,686,667,768,830,816,834,877,939,938,926,
12/10/2008,WEST,869,798,784,731,571,517,500,393,452,367,234,250,263,165,133,91,67,41,33,9,13,4,10,26,
12/11/2008,WEST,19,43,104,152,226,296,359,441,418,429,211,147,74,98,185,197,342,590,764,772,814,698,682,636,
12/12/2008,WEST,460,473,367,425,430,368,407,422,326,273,245,250,181,124,107,86,39,20,31,54,103,192,328,557,
12/13/2008,WEST,715,715,775,807,803,819,826,853,884,884,886,890,886,894,880,882,888,885,881,863,879,897,896,902,
12/14/2008,WEST,898,895,888,908,920,912,923,919,922,898,909,950,957,958,946,921,907,905,925,902,869,822,836,648,
12/15/2008,WEST,834,876,779,740,698,666,695,704,824,736,742,723,681,580,528,482,457,431,468,487,511,489,383,287,
12/16/2008,WEST,230,163,172,163,151,173,106,73,59,5,4,17,71,147,228,317,406,458,536,465,349,191,87,98,
12/17/2008,WEST,164,233,257,268,239,213,171,253,251,282,291,292,254,203,213,237,206,173,169,104,108,61,66,68,
12/18/2008,WEST,69,54,41,24,10,-1,10,19,12,-1,-3,10,11,53,108,126,151,170,160,176,226,209,265,188,
12/19/2008,WEST,250,275,256,171,137,175,202,249,275,324,429,439,496,508,375,394,355,333,355,332,318,291,281,239,
12/20/2008,WEST,221,240,254,282,293,154,138,180,196,179,242,207,176,130,47,20,24,16,13,8,167,443,568,622,
12/21/2008,WEST,602,588,550,539,557,572,556,557,613,663,793,797,807,828,826,811,829,836,828,821,797,775,759,760,
12/22/2008,WEST,729,682,622,566,485,417,386,370,410,344,228,176,175,173,199,135,128,151,158,134,136,143,203,322,
12/23/2008,WEST,423,471,422,464,598,650,694,777,845,854,830,761,554,695,659,605,584,528,483,558,604,568,519,586,
12/24/2008,WEST,715,667,488,417,316,299,350,418,457,656,725,867,922,961,963,957,973,956,941,935,934,916,777,637,
12/25/2008,WEST,464,526,522,357,239,222,229,219,194,156,136,160,123,141,183,338,448,496,659,786,717,742,783,690,
12/26/2008,WEST,676,735,805,838,836,808,675,678,735,763,712,728,736,735,757,821,857,859,871,898,922,916,916,934,
12/27/2008,WEST,937,952,965,956,977,972,981,962,913,931,919,936,913,814,414,181,275,626,680,626,586,593,671,737,
12/28/2008,WEST,718,822,855,888,908,891,923,921,918,928,931,873,771,605,459,429,399,380,459,578,700,721,731,734,
12/29/2008,WEST,731,765,756,746,781,803,837,854,917,947,950,981,975,965,905,924,917,956,922,748,620,455,383,360,
12/30/2008,WEST,333,279,244,202,196,199,320,519,715,749,923,875,727,582,384,429,565,734,809,873,898,920,888,891,
12/31/2008,WEST,1017,1062,1059,1024,1015,992,823,805,770,756,614,456,353,315,228,182,150,130,128,120,126,133,133,163,
