DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,
1/18/2011,WEST,1095,884,769,687,565,485,580,595,712,794,845,932,971,1046,1037,1032,1001,988,848,916,989,957,801,751,
1/19/2011,WEST,592,497,432,470,498,389,225,185,290,256,243,228,278,292,266,283,266,357,343,293,303,279,279,235,
1/20/2011,WEST,222,191,180,136,92,79,76,37,25,38,62,152,322,519,662,838,1145,1559,2016,2415,2620,2631,2661,2671,
1/21/2011,WEST,2529,2323,2071,1779,1489,1317,1118,919,796,602,414,348,308,291,264,258,256,233,192,215,285,301,444,494,
1/22/2011,WEST,554,486,575,718,491,477,482,486,522,472,540,573,553,468,454,499,515,438,360,389,618,804,862,933,
1/23/2011,WEST,887,782,672,659,817,820,827,906,899,849,552,489,519,509,573,711,835,918,1109,1397,1456,1463,930,679,
1/24/2011,WEST,697,665,667,576,488,398,382,358,371,393,463,465,712,766,710,761,762,719,741,698,621,591,559,550,
1/25/2011,WEST,522,408,319,313,255,221,210,190,193,174,239,258,246,251,221,89,19,0,7,39,77,111,149,148,
1/26/2011,WEST,161,147,181,250,276,263,268,292,319,320,221,308,335,315,341,386,435,331,272,306,305,326,225,207,
1/27/2011,WEST,215,270,287,340,458,441,423,498,484,641,836,983,918,950,663,595,681,606,564,623,637,626,652,687,
1/28/2011,WEST,717,681,501,454,315,211,103,86,45,3,17,61,151,216,306,346,416,550,723,1130,1530,1764,1847,1622,
1/29/2011,WEST,1325,1002,1007,1108,1055,984,752,661,402,549,479,516,505,398,360,368,394,373,377,356,346,363,372,372,
1/30/2011,WEST,384,361,353,357,406,377,288,283,218,127,171,324,351,495,639,643,624,714,880,1214,1306,1326,1100,1008,
1/31/2011,WEST,935,716,644,641,691,815,1049,1534,1868,2028,2219,2261,2220,1999,1604,1424,2009,2352,2289,1907,1637,1399,1368,1059,
2/1/2011,WEST,1097,1011,1052,861,568,640,608,906,1261,1369,1752,2118,2261,2433,2507,2470,2497,2477,2400,2182,2205,2324,2406,2010,
2/2/2011,WEST,1822,1991,2000,1921,1839,1941,1933,1954,2128,2262,2495,2668,2675,2661,2497,2298,2263,2130,2074,1982,1885,1783,1558,1447,
2/3/2011,WEST,1237,1312,1418,1343,1331,1149,953,732,587,441,396,494,526,574,504,458,677,1040,1470,1850,2139,2326,2434,2378,
2/4/2011,WEST,2358,2422,2496,2497,2088,1603,1666,2199,2251,2089,1773,1577,1545,1342,1368,1436,1667,1807,1810,1603,1514,1630,1741,1989,
2/5/2011,WEST,1871,1677,1368,1047,850,644,535,524,476,379,410,389,424,597,766,748,1015,1309,1404,1843,1707,1593,1448,1258,
2/6/2011,WEST,1151,1223,1208,1252,1268,1284,1161,1016,817,573,527,395,293,217,180,166,180,266,254,291,369,461,452,533,
2/7/2011,WEST,516,509,503,577,661,497,558,534,555,577,460,472,432,332,352,576,760,1003,1108,1218,1366,1493,1827,2116,
2/8/2011,WEST,2273,2471,2558,2568,2577,2578,2618,2821,2835,2734,2198,1613,1328,1212,1120,1090,1261,1390,1555,1396,1301,1401,1404,1329,
2/9/2011,WEST,1226,1085,988,1026,1141,1266,1154,1153,1018,1140,1098,804,671,681,728,744,850,944,1071,1230,1477,1739,1872,1795,
2/10/2011,WEST,1795,1747,1559,1399,1216,1034,798,508,453,649,1001,1241,1457,1888,2089,2181,2416,2462,2569,2548,2513,2487,2579,2632,
2/11/2011,WEST,2524,2279,1863,1533,1343,1279,1257,1215,1215,1252,1268,1230,1256,1560,1740,1785,1808,1940,2169,2383,2629,2711,2840,2862,
2/12/2011,WEST,2892,2799,2888,2724,2652,2699,2489,2301,1952,1555,1345,1030,808,920,1338,1752,2098,2546,2687,2954,3077,3095,3123,3016,
2/13/2011,WEST,2827,2828,2393,2364,2513,2532,2369,2680,2678,2849,3006,2948,2973,2938,3064,3099,3078,3050,3044,3087,3063,2979,2988,2825,
2/14/2011,WEST,2933,3043,2775,2690,2754,2953,2928,3059,3089,3012,2721,2599,2253,1635,1186,967,763,654,609,541,505,449,409,426,
2/15/2011,WEST,598,1024,1557,1875,1757,1896,1818,1800,2023,1836,1774,1581,1580,1630,1679,1836,1982,2206,2263,2072,2263,2147,2160,2355,
2/16/2011,WEST,2187,2266,2183,2209,2159,2061,1869,1515,1216,922,762,587,462,400,372,391,487,724,1258,1536,1803,2151,2465,2591,
2/17/2011,WEST,2641,2693,2687,2552,2339,2176,2434,2362,2291,2500,2544,2485,2501,2335,2420,2402,2281,2336,2306,2552,2561,2556,2704,2764,
2/18/2011,WEST,2287,2246,1975,1994,2076,2042,2024,2136,2039,1952,2190,1985,2108,2443,2671,2739,2856,2699,2363,2320,2247,2431,2703,2784,
2/19/2011,WEST,2560,2079,1743,1532,1328,1214,1145,881,897,778,619,534,456,473,470,469,513,614,898,1259,1550,1670,1594,1524,
2/20/2011,WEST,1531,1824,1951,1918,1596,1589,1749,2239,2295,2446,2530,2511,2284,2415,2153,1526,1321,1489,1902,2067,1858,1634,1937,1887,
2/21/2011,WEST,2019,2236,1949,1304,1061,1229,1134,1297,1482,1805,1771,1320,1204,909,642,396,524,522,522,523,633,590,684,708,
2/22/2011,WEST,620,573,445,353,326,275,235,210,177,134,59,7,-10,-9,-6,6,20,-5,5,-5,-3,-4,-6,-7,
2/23/2011,WEST,3,16,13,42,37,48,113,166,209,319,557,809,863,966,982,1007,1099,1186,1385,1345,1176,1125,535,340,
2/24/2011,WEST,376,517,599,796,1264,1192,1070,969,993,1048,1189,947,633,609,1014,1166,1190,1119,1502,1952,2253,2544,2629,2710,
2/25/2011,WEST,2681,2710,2682,2688,2619,2577,2305,1951,1649,1254,902,761,392,362,305,347,328,302,327,318,390,411,453,452,
2/26/2011,WEST,403,348,316,195,57,20,14,17,3,3,37,142,148,195,148,179,138,172,226,346,532,608,807,966,
2/27/2011,WEST,911,784,649,577,413,367,268,254,223,236,468,684,677,736,801,885,534,429,457,466,614,798,1488,2329,
2/28/2011,WEST,2128,2005,1896,2088,1651,1738,1929,1994,2181,1938,1907,1948,1973,1890,1744,1486,1207,1168,828,630,462,328,278,286,
3/1/2011,WEST,240,171,146,160,179,316,535,972,1295,1314,1590,1791,1664,1584,1474,1297,1146,1273,1038,1017,1067,1174,1419,1546,
3/2/2011,WEST,1698,1684,1616,1461,1556,1467,1342,1231,1031,1042,1249,1271,1048,864,887,1070,1182,1186,1069,1197,1415,1319,1277,1203,
3/3/2011,WEST,1299,1124,1257,1356,1570,1684,1770,1876,2023,2069,1989,2109,2040,2037,1807,1829,1855,1895,2180,2375,2477,2190,2156,2210,
3/4/2011,WEST,2306,2124,1922,1884,1739,1642,1758,1822,1821,1701,1416,1394,1381,1380,1349,1383,1431,1418,1613,1835,1719,1955,2439,2309,
3/5/2011,WEST,2137,2363,2472,2503,2439,2553,2643,2633,2741,2617,2559,2628,2563,2346,2493,2221,2230,2265,2113,1994,1745,1784,1748,1633,
3/6/2011,WEST,1465,1332,1234,1056,1024,868,794,949,815,651,635,460,362,268,251,280,323,319,320,382,446,455,423,342,
3/7/2011,WEST,289,259,301,291,240,209,247,286,234,221,257,309,304,324,301,353,368,365,396,497,596,645,540,548,
3/8/2011,WEST,492,429,503,600,672,620,705,1002,1063,827,668,547,521,711,1082,1300,1415,1642,1957,2213,2181,1966,2492,2757,
3/9/2011,WEST,2671,2470,2595,2411,1977,1640,1401,1155,970,778,645,597,569,616,796,1102,1439,1850,1949,2047,2113,2201,2055,1749,
3/10/2011,WEST,1632,1489,1657,1768,1673,1496,1506,1782,1886,2050,2055,2105,1912,1968,2041,2259,2185,2027,1940,1963,1773,1782,1695,1898,
3/11/2011,WEST,2104,2071,1928,1718,1688,1578,1254,925,683,536,513,625,671,737,708,740,792,1078,1460,2000,2353,2727,2966,3029,
3/12/2011,WEST,2780,2478,2366,2370,2324,2285,2392,2709,2714,3138,3131,3120,2910,2793,2845,2852,2858,2652,2116,2011,1829,1826,1845,1705,
3/13/2011,WEST,1526,1471,,1294,1149,1106,984,957,858,694,526,422,349,329,350,352,330,312,333,328,581,740,555,541,
3/14/2011,WEST,524,411,453,523,593,642,713,702,701,723,858,819,670,680,722,621,513,319,533,757,1435,1982,1972,1783,
3/15/2011,WEST,1678,1464,995,891,745,730,805,1057,1245,1231,725,479,449,479,431,411,331,324,371,400,368,343,357,488,
3/16/2011,WEST,648,660,612,666,731,663,671,579,663,630,435,349,319,376,582,955,1344,1404,1342,1353,1848,2342,2582,2579,
3/17/2011,WEST,2361,2260,2465,2501,2416,2375,2452,2516,2473,2542,2424,2384,2438,2646,2663,2539,2609,2562,2303,1863,1955,2265,2476,2628,
3/18/2011,WEST,2701,2523,2017,1941,1775,1633,1178,954,1048,954,793,654,616,645,911,963,1022,1093,1223,1048,1072,1208,1187,1282,
3/19/2011,WEST,1379,1348,1254,1102,975,721,592,524,456,422,336,402,391,479,689,864,1086,1115,1012,1011,1276,1579,1900,2053,
3/20/2011,WEST,2025,2007,2189,2028,2186,2535,2465,2362,2383,2488,2500,2601,2376,2659,2591,2189,2219,2186,2317,2086,2020,2237,2585,2732,
3/21/2011,WEST,2675,2099,1756,1657,1508,1303,1080,827,627,449,401,394,426,461,411,415,373,412,400,451,739,1220,1503,1734,
3/22/2011,WEST,1904,1846,1925,2325,2227,2270,1999,1649,1778,1885,1940,1911,1937,1984,1833,1547,1686,2075,1893,1968,2074,2355,2461,2023,
3/23/2011,WEST,1794,1450,1505,1186,1131,1311,737,760,924,820,741,668,1022,1429,1593,1839,2093,2344,2481,2426,2138,2031,1954,2105,
3/24/2011,WEST,2237,2471,2448,2284,2278,2286,2373,2201,1884,1726,1398,1001,748,558,549,590,569,434,490,443,360,398,314,399,
3/25/2011,WEST,309,151,107,193,279,253,265,225,254,212,205,226,222,175,103,133,227,295,350,463,858,1570,1626,1655,
3/26/2011,WEST,1452,1254,1223,1176,1237,1166,1100,1020,1067,1638,1864,1753,1613,1434,1565,1516,1350,1571,1669,1754,1628,1709,1751,1421,
3/27/2011,WEST,1166,1171,1281,1148,1045,944,987,958,830,990,1382,994,719,748,661,624,680,770,894,1411,1828,1797,1686,1436,
3/28/2011,WEST,1156,1010,942,868,624,504,456,511,405,217,353,198,70,95,114,151,190,276,403,599,1300,1447,1327,1193,
3/29/2011,WEST,1053,905,829,720,555,479,382,314,196,105,102,58,62,66,92,89,103,109,135,231,466,697,1100,1147,
3/30/2011,WEST,1050,911,718,709,616,566,519,458,476,566,698,756,769,762,609,443,372,288,223,271,653,939,898,766,
3/31/2011,WEST,635,515,373,265,139,88,92,86,39,10,-3,-3,-4,-6,-1,2,-5,-2,-5,2,182,529,511,491,
4/1/2011,WEST,471,517,526,499,492,500,452,422,427,362,394,653,1037,1248,1553,2153,1904,1673,1788,1795,1573,1610,1338,1591,
4/2/2011,WEST,1835,1840,1810,1755,1996,2260,2317,2040,1777,1442,1623,1851,2528,2814,2837,2809,2683,2453,1862,934,369,215,187,243,
4/3/2011,WEST,429,769,1179,1547,1690,2059,2160,2301,2208,2427,2500,2240,1996,2042,1921,1768,1876,1960,2190,2186,2150,2130,2187,1914,
4/4/2011,WEST,1970,1956,2062,2015,1581,1562,1956,2038,2194,2252,2449,2404,2461,2191,2302,2360,2217,2062,2333,2365,2307,2299,2196,2326,
4/5/2011,WEST,2503,2323,1992,1897,2035,1994,1920,1751,1571,1263,1325,1713,2070,1994,1969,1817,1650,1546,1570,1342,1456,2052,2587,2722,
4/6/2011,WEST,2705,2603,2612,2588,2550,2526,2440,2390,2252,2214,2140,2135,2150,1931,1752,1559,1423,1226,778,642,958,1261,1142,990,
4/7/2011,WEST,1128,1206,1126,1116,1021,1042,1018,964,904,680,692,613,715,952,1066,1198,1302,1537,1302,1263,1665,2036,1886,2278,
4/8/2011,WEST,2425,2296,2343,2258,2089,1782,1490,1254,1255,1020,870,688,528,506,371,290,259,303,303,278,282,286,186,177,
4/9/2011,WEST,259,356,526,665,740,863,776,1034,1387,1259,879,627,663,330,307,361,337,384,443,613,1277,2072,2468,2438,
4/10/2011,WEST,2587,2679,2764,2670,2663,2657,2610,2497,2454,2156,2262,2497,2495,2600,2671,2607,2646,2640,2582,2595,2618,2566,2554,2594,
4/11/2011,WEST,2600,2448,2433,2177,1678,1347,1578,1338,1353,1446,1327,1147,1360,1278,1032,1158,1052,1052,1164,1047,1225,1454,1979,2135,
4/12/2011,WEST,1743,1470,1485,1554,1389,1496,1461,1226,1107,965,848,836,890,882,837,631,470,474,408,296,337,567,653,614,
4/13/2011,WEST,572,478,339,258,218,234,287,329,355,318,265,293,321,341,360,363,348,353,364,289,270,285,406,448,
4/14/2011,WEST,440,307,341,380,481,603,868,1034,964,1010,1007,1062,1065,1257,1507,1600,1753,1961,2219,2222,2305,2571,2465,2487,
4/15/2011,WEST,2336,2342,2554,2369,2408,2710,2601,2624,2625,2705,2741,2794,2923,3000,3024,3046,2905,3011,3085,2951,2893,2822,2428,1946,
4/16/2011,WEST,1388,1267,1240,1159,1275,1546,1631,1630,1745,1830,2378,2763,2956,2878,2929,3027,3026,2924,2989,3052,2818,2289,2053,1729,
4/17/2011,WEST,1705,1781,1792,1773,1634,1802,1893,2023,2212,2452,2625,2329,2106,2082,1885,1815,1542,1167,820,499,370,242,492,533,
4/18/2011,WEST,810,1219,1713,1915,2256,2178,2025,2041,2061,2174,2155,1882,1326,1243,1322,1367,1243,1140,1224,1452,1393,1630,1869,2028,
4/19/2011,WEST,2286,2355,2363,2354,2223,2412,2330,2474,2478,2484,2469,2565,2601,2639,2474,2443,2106,1759,1615,1596,1907,2089,1933,1612,
4/20/2011,WEST,1679,2047,1944,2079,2107,2204,2200,2331,2197,2116,1934,1837,1811,1715,1839,1810,1868,1847,1685,1339,1144,825,555,513,
4/21/2011,WEST,490,465,497,566,572,539,439,424,372,353,409,419,515,684,873,1095,1242,1566,1506,1255,1212,1212,1350,1186,
4/22/2011,WEST,1381,1581,2263,2446,2584,2578,2677,2704,2644,2495,2365,2134,1771,1950,2132,2536,2355,1771,1731,1739,1743,1702,1867,2091,
4/23/2011,WEST,2450,2410,2163,1655,1157,1211,1402,1659,1527,1541,2218,2558,2677,2631,2757,2506,1760,1125,759,533,716,753,519,420,
4/24/2011,WEST,509,578,332,384,389,336,322,303,269,216,195,282,321,300,196,273,286,287,125,84,124,227,435,431,
4/25/2011,WEST,350,335,293,248,320,491,649,785,858,874,1103,1181,890,689,580,466,504,699,1068,1475,1660,1772,1973,2161,
4/26/2011,WEST,2340,2194,2257,2058,1567,1384,2175,2448,2524,2654,2724,2803,2838,2858,2837,2962,2920,2812,2758,2490,1806,959,553,430,
4/27/2011,WEST,368,638,502,296,353,348,462,462,625,895,1316,885,485,355,329,442,429,479,993,1377,1599,1674,2013,2004,
4/28/2011,WEST,1942,2079,2316,2183,1911,1945,1855,2120,2381,2605,2684,2648,2692,2696,2634,2651,2698,2740,2577,2164,1520,1063,1003,1006,
4/29/2011,WEST,1033,1115,1143,1022,970,967,824,750,578,558,441,412,401,353,341,337,387,488,524,548,784,1200,1618,1765,
4/30/2011,WEST,1777,1839,2172,2212,2267,2446,2471,2529,2383,2564,2670,2708,2742,2736,2680,2724,2642,2464,2242,2101,2195,2304,2234,1976,
5/1/2011,WEST,1978,1783,1695,1405,1087,1126,1155,1254,1145,1571,1594,1502,1418,1711,1734,1685,1683,1597,1587,1262,455,248,206,193,
5/2/2011,WEST,235,286,172,115,132,104,189,313,301,393,374,363,420,445,505,507,496,409,310,232,247,255,359,391,
5/3/2011,WEST,448,496,437,350,261,292,239,250,162,157,133,159,403,550,845,1138,1551,1637,1665,1791,1206,945,890,878,
5/4/2011,WEST,807,656,586,612,755,760,774,731,467,528,599,669,783,547,413,370,375,365,387,325,326,462,595,881,
5/5/2011,WEST,881,988,1036,1112,1076,931,958,959,1305,1516,1930,2080,2222,2228,2063,1923,1887,1825,1419,1308,799,576,956,1027,
5/6/2011,WEST,1058,1089,940,854,811,803,793,752,513,303,315,526,686,941,1055,1069,1166,1127,962,785,688,763,1049,925,
5/7/2011,WEST,967,1140,1119,1219,1143,911,893,960,979,1086,1299,1576,1425,1235,1082,956,682,812,1155,1334,1189,1117,951,818,
5/8/2011,WEST,591,546,592,675,677,595,631,570,395,432,663,812,715,672,587,550,640,720,861,1114,1317,1574,1626,1563,
5/9/2011,WEST,1537,1594,1845,2041,2235,2285,2323,2424,2456,2493,2503,2376,2253,2319,2351,2516,2618,2677,2503,2407,2294,2238,2143,1936,
5/10/2011,WEST,1785,1742,1752,1628,1479,1273,1147,1057,798,743,807,757,712,700,783,687,838,1102,1243,994,735,840,1032,1225,
5/11/2011,WEST,1047,853,853,720,608,811,764,600,306,159,213,279,274,430,706,827,686,928,1145,980,568,416,283,198,
5/12/2011,WEST,445,390,467,459,343,366,481,495,364,554,620,797,608,470,503,581,722,933,834,959,831,805,397,399,
5/13/2011,WEST,294,314,361,251,214,573,678,663,451,221,178,101,98,472,727,763,978,1227,913,935,1348,1402,1162,1203,
5/14/2011,WEST,1244,1258,1166,1257,1089,1038,1080,1126,1080,1081,887,867,796,817,930,1053,1233,1303,1265,1360,1348,1374,1393,1509,
5/15/2011,WEST,1445,1416,1379,1341,1342,1381,1450,1584,1678,1879,2056,2185,2466,2528,2544,2499,2273,2197,2180,2168,2152,2083,2037,2152,
5/16/2011,WEST,2003,1932,1560,1436,1539,1576,1462,1290,1052,854,631,1047,1307,1422,1458,1429,1377,1296,1248,1251,1275,1209,1189,1204,
5/17/2011,WEST,1156,1157,1096,1048,961,742,826,875,784,931,1198,1483,1736,1624,1572,1463,1395,1306,1394,1464,1225,1098,1015,871,
5/18/2011,WEST,671,615,599,468,370,350,317,254,213,232,199,101,86,176,219,197,138,94,40,38,35,29,35,87,
5/19/2011,WEST,111,87,58,124,149,146,138,106,51,25,5,4,36,67,77,78,105,114,130,186,205,221,345,260,
5/20/2011,WEST,290,337,352,347,259,161,90,91,136,131,160,206,332,342,293,340,329,330,400,489,607,982,1144,1317,
5/21/2011,WEST,1478,1420,1237,1238,1233,1354,1513,1493,1290,1049,876,726,625,488,751,466,536,775,844,695,605,683,962,1335,
5/22/2011,WEST,1602,1897,2008,1951,1424,903,619,887,650,782,1367,2010,2555,2622,2721,2684,2666,2329,2022,1918,1827,2156,2384,2343,
5/23/2011,WEST,1887,1538,1459,1348,1656,1373,1486,1774,1915,2065,2124,2203,2006,2355,2439,2289,2215,2039,1794,1270,1142,1101,1050,1084,
5/24/2011,WEST,894,947,786,594,399,583,619,527,453,496,487,481,499,488,461,512,647,820,804,1084,1213,1145,1381,1194,
5/25/2011,WEST,1123,797,975,1040,1086,1418,1343,1396,1458,1099,1101,379,330,578,262,305,485,650,1044,1105,1083,1394,1765,1577,
5/26/2011,WEST,1228,1148,1273,1665,1809,1812,1890,1929,1861,1987,2041,2025,2140,2175,2385,2367,2195,2123,1984,1727,1495,1302,1345,1162,
5/27/2011,WEST,1199,1242,1283,1055,749,622,591,521,312,298,187,70,71,105,84,104,100,69,187,324,150,144,217,341,
5/28/2011,WEST,412,468,737,720,612,541,468,432,515,710,559,495,453,424,102,41,62,327,588,602,708,816,822,608,
5/29/2011,WEST,453,404,241,243,249,162,225,309,307,524,482,360,412,530,757,1209,921,1256,1365,1125,1329,1346,1635,1647,
5/30/2011,WEST,1697,1682,1605,1622,1504,1429,1502,1184,1001,1226,1637,1757,1632,1326,1664,1729,1788,1790,1765,1644,1610,1654,1669,1856,
5/31/2011,WEST,1714,2028,2293,2285,2173,2109,1959,1876,1901,1532,1210,1036,594,733,720,906,905,913,744,585,469,464,649,885,
6/1/2011,WEST,793,843,829,916,946,810,588,471,329,345,380,553,785,1032,1263,1264,1295,1094,906,654,461,425,413,427,
6/2/2011,WEST,438,384,366,376,403,673,1193,1479,1456,1181,834,875,956,829,700,606,514,500,432,348,322,427,630,929,
6/3/2011,WEST,920,1118,1217,1082,954,979,947,925,865,762,770,722,692,746,866,996,1052,1089,1231,1334,1251,1192,1268,1284,
6/4/2011,WEST,1201,1273,1342,1370,1347,1270,1205,1096,941,1020,1152,1123,892,818,698,584,624,809,886,816,526,404,359,416,
6/5/2011,WEST,365,270,343,391,302,173,345,436,374,371,473,480,510,425,210,104,99,121,116,91,79,136,212,299,
6/6/2011,WEST,377,351,381,451,483,495,557,649,512,403,410,444,606,922,1299,1431,1654,1757,1879,1828,1557,1380,1375,1449,
6/7/2011,WEST,1474,1382,1333,1384,1380,1347,1291,1089,704,565,771,881,846,801,1045,1231,1181,1164,1272,1341,1150,1032,1422,1799,
6/8/2011,WEST,1912,1890,1862,1826,1832,1776,1789,1699,1433,1305,1410,1599,1320,956,716,881,969,1043,986,851,797,720,728,984,
6/9/2011,WEST,950,1102,1009,937,1196,1307,1402,1274,1331,1026,984,1112,943,1143,1270,914,802,808,1216,1267,1240,1340,1392,1127,
6/10/2011,WEST,729,556,571,639,1101,887,600,479,568,463,342,241,317,439,345,318,247,186,96,77,259,492,390,598,
6/11/2011,WEST,344,368,291,101,221,149,103,229,271,107,225,350,371,312,249,297,513,569,793,864,779,738,742,578,
6/12/2011,WEST,397,303,213,135,223,296,409,365,470,744,684,695,653,510,442,348,553,811,909,1049,976,827,537,345,
6/13/2011,WEST,305,235,219,251,268,151,263,291,221,295,373,359,422,515,559,437,246,203,373,839,660,641,891,1155,
6/14/2011,WEST,1178,955,832,733,700,703,925,984,833,754,802,1257,1588,1396,1107,1112,1133,1302,1401,1578,1348,1166,1243,1472,
6/15/2011,WEST,1967,2314,2375,2398,1928,1855,1899,1832,1831,1950,2031,1761,1464,1746,1355,1003,1061,1206,1337,1328,1176,953,693,564,
6/16/2011,WEST,657,725,685,682,856,816,854,776,505,278,495,799,1065,1318,1343,1470,1223,1003,710,414,178,240,128,76,
6/17/2011,WEST,184,536,563,420,391,311,344,347,228,159,119,115,208,322,375,470,509,333,190,99,159,286,413,350,
6/18/2011,WEST,264,337,300,283,283,363,426,301,255,239,445,506,444,220,389,199,255,481,445,273,192,53,48,70,
6/19/2011,WEST,91,122,199,324,449,403,374,302,232,208,169,49,46,47,129,167,142,82,38,79,108,251,368,648,
6/20/2011,WEST,626,555,607,686,703,728,851,786,312,340,440,538,503,945,1206,1916,1689,1667,926,785,742,765,809,845,
6/21/2011,WEST,740,718,908,1039,1078,1214,1289,1162,879,907,1258,1106,987,1319,1611,1757,1687,1546,1462,1422,1579,1387,1537,1798,
6/22/2011,WEST,1727,1540,1319,1239,1427,1366,1569,1614,1866,1977,2012,2086,1811,1775,1746,1848,2062,2188,2085,1836,1677,1712,1596,1466,
6/23/2011,WEST,1350,1142,1242,1267,1297,1516,1531,1439,1420,1376,1440,1685,1679,1702,1703,1911,1952,2078,1977,1833,1719,1818,1646,1463,
6/24/2011,WEST,1252,1036,921,993,967,976,1152,1121,1184,1218,1195,1161,925,851,933,982,873,847,855,707,491,419,374,341,
6/25/2011,WEST,356,333,390,311,278,272,273,244,247,181,154,136,107,173,170,222,265,236,150,111,130,161,267,377,
6/26/2011,WEST,424,579,610,702,742,681,473,346,331,296,372,440,474,502,635,751,930,962,960,1095,983,938,1167,1084,
6/27/2011,WEST,794,788,973,1211,1453,1382,1604,1551,1332,845,1037,1082,781,454,731,872,978,1198,1046,821,771,774,992,1075,
6/28/2011,WEST,1195,1284,1459,1479,1738,1772,1669,1650,1181,1070,892,852,852,886,779,687,596,509,481,489,435,406,395,396,
6/29/2011,WEST,299,180,143,106,143,216,232,251,279,309,352,367,318,272,239,258,275,238,207,173,141,184,261,411,
6/30/2011,WEST,505,514,464,490,462,515,662,743,523,368,408,495,445,418,523,764,881,947,867,906,828,1015,1641,1893,
7/1/2011,WEST,2203,1829,1782,1797,1516,1754,1897,1745,1931,1737,1320,1316,1263,1160,1384,1106,1045,1163,1314,1075,1102,1290,1511,1505,
7/2/2011,WEST,1584,1469,1313,1282,1243,1135,1040,790,606,513,448,402,336,319,328,431,564,734,925,960,600,1001,1387,1167,
7/3/2011,WEST,785,902,891,670,322,323,419,423,224,86,88,75,61,73,83,96,174,299,241,230,352,438,329,392,
7/4/2011,WEST,612,630,507,423,298,85,86,81,56,57,45,46,64,69,112,175,124,141,127,133,132,111,99,69,
7/5/2011,WEST,30,58,129,126,119,97,95,105,66,30,26,19,38,46,51,44,29,36,44,50,72,108,63,61,
7/6/2011,WEST,36,22,39,53,71,86,101,88,30,-2,2,3,8,32,54,72,90,91,83,178,322,511,587,801,
7/7/2011,WEST,932,713,603,702,858,930,861,798,485,188,97,124,123,71,36,58,99,139,159,188,174,269,303,234,
7/8/2011,WEST,347,416,475,299,212,157,98,60,35,20,45,171,292,347,258,187,146,126,92,110,206,277,350,336,
7/9/2011,WEST,288,227,244,263,299,256,241,273,253,96,59,89,104,123,166,236,354,408,376,286,262,325,394,537,
7/10/2011,WEST,679,856,1067,1061,1082,1046,1027,954,693,461,444,377,224,230,217,308,463,496,386,261,335,551,775,929,
