DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,
7/11/2011,WEST,1033,1109,1133,935,977,1007,1039,727,562,423,175,507,162,200,403,496,649,670,728,639,339,619,776,732,
7/12/2011,WEST,779,845,877,766,670,510,404,402,345,324,286,250,248,300,329,323,267,220,338,627,489,719,577,623,
7/13/2011,WEST,510,644,701,703,530,502,471,600,435,704,1000,767,649,468,426,429,469,483,624,813,711,682,886,949,
7/14/2011,WEST,858,733,670,591,589,783,870,825,532,392,373,396,389,247,124,41,39,90,161,187,210,329,528,695,
7/15/2011,WEST,711,677,647,582,525,433,330,323,224,88,61,61,76,101,114,112,99,109,119,108,112,243,261,304,
7/16/2011,WEST,311,285,165,133,184,129,135,154,67,27,19,33,47,69,105,88,94,101,72,69,42,79,139,198,
7/17/2011,WEST,246,296,297,330,322,317,312,294,227,61,32,26,19,4,26,96,170,218,231,191,186,323,490,625,
7/18/2011,WEST,752,877,917,979,1019,917,871,935,752,575,597,539,626,856,894,895,1070,1228,1173,1111,894,860,1075,1130,
7/19/2011,WEST,1595,1749,1374,1262,1095,1068,1063,980,507,257,100,48,58,80,92,149,201,165,144,212,123,89,153,105,
7/20/2011,WEST,94,103,118,102,133,169,178,190,150,96,180,280,357,457,610,726,803,868,857,714,628,680,980,1248,
7/21/2011,WEST,1321,1415,1245,996,908,837,863,814,609,465,393,346,343,480,345,254,203,188,253,327,469,594,704,667,
7/22/2011,WEST,598,660,713,677,633,477,542,626,513,512,522,474,403,333,255,262,239,210,178,213,159,400,713,849,
7/23/2011,WEST,865,995,1157,1037,684,861,524,291,250,241,193,306,246,337,217,130,234,568,284,224,233,226,450,414,
7/24/2011,WEST,343,508,780,697,682,496,452,627,786,830,799,901,437,235,356,541,415,293,193,130,109,97,64,148,
7/25/2011,WEST,145,189,222,245,321,278,271,255,172,222,156,117,84,59,78,58,46,48,60,58,56,47,61,106,
7/26/2011,WEST,126,210,273,310,324,343,294,272,170,43,3,9,38,45,74,109,102,107,145,253,330,426,619,699,
7/27/2011,WEST,700,609,618,711,838,838,957,981,720,535,337,350,592,736,901,1000,1023,987,889,860,978,1125,1076,1135,
7/28/2011,WEST,1526,928,485,477,555,377,545,458,469,448,574,666,779,670,682,658,500,615,623,520,545,783,937,1260,
7/29/2011,WEST,1410,1528,1503,1415,1362,1330,1096,734,750,763,660,489,485,284,187,172,183,214,233,116,83,153,190,180,
7/30/2011,WEST,187,252,175,140,108,106,127,112,63,8,11,5,4,0,14,34,34,28,21,34,29,41,71,81,
7/31/2011,WEST,41,16,9,4,16,23,44,46,23,3,-7,-6,-3,9,23,28,31,35,47,49,31,35,25,23,
8/1/2011,WEST,26,41,65,86,126,223,282,304,196,69,64,127,164,154,162,185,249,216,228,213,221,225,189,226,
8/2/2011,WEST,299,443,568,604,712,726,766,775,605,417,436,609,786,991,1143,1264,1284,1282,1158,1186,893,1058,1322,1179,
8/3/2011,WEST,1052,856,814,892,894,726,706,632,603,629,634,794,805,766,685,707,822,829,777,630,508,609,518,585,
8/4/2011,WEST,601,595,554,351,213,176,218,243,218,38,9,-4,5,12,17,31,52,119,161,64,84,251,380,448,
8/5/2011,WEST,397,332,277,209,133,101,114,149,84,51,27,24,40,34,37,44,55,66,98,110,100,110,114,158,
8/6/2011,WEST,187,183,175,158,148,152,159,264,185,134,73,96,30,71,108,201,276,480,476,303,234,220,131,149,
8/7/2011,WEST,218,229,285,412,863,837,462,352,363,380,210,358,602,526,448,579,691,893,931,840,747,813,639,382,
8/8/2011,WEST,386,391,344,355,342,345,357,305,319,280,251,242,213,244,201,251,362,311,211,333,356,185,193,272,
8/9/2011,WEST,332,280,326,315,363,408,470,512,495,599,779,962,1249,1297,1468,1689,1736,1685,1569,1265,964,842,749,813,
8/10/2011,WEST,947,1129,1105,1068,1037,979,893,748,501,475,670,745,780,740,598,436,417,403,373,275,216,185,189,159,
8/11/2011,WEST,115,107,79,62,54,45,37,63,37,6,28,43,49,66,73,77,73,57,50,31,31,82,138,145,
8/12/2011,WEST,172,198,215,185,232,299,423,583,598,277,195,233,269,330,496,739,794,526,515,421,355,413,607,697,
8/13/2011,WEST,807,779,817,819,735,699,680,629,414,103,55,55,87,144,204,331,585,502,632,565,207,416,480,538,
8/14/2011,WEST,710,713,760,817,1031,1050,1061,1092,1017,994,1005,1211,1321,1475,1483,1290,1271,1223,1056,906,661,613,501,416,
8/15/2011,WEST,508,515,456,466,442,408,348,301,277,222,181,181,165,155,115,123,182,213,264,222,168,164,121,100,
8/16/2011,WEST,263,260,263,257,259,211,195,266,224,258,161,193,186,120,125,130,160,174,176,159,149,143,185,205,
8/17/2011,WEST,234,207,248,308,324,288,241,140,98,85,60,56,68,46,37,27,41,27,27,22,28,42,50,34,
8/18/2011,WEST,38,60,69,55,53,72,122,164,157,58,7,18,30,28,34,21,57,68,55,51,62,75,68,130,
8/19/2011,WEST,147,244,419,566,428,344,334,251,152,121,86,44,10,4,-7,-7,-2,43,58,109,73,37,44,84,
8/20/2011,WEST,182,251,404,508,652,671,580,517,392,386,315,115,205,217,32,255,133,43,35,35,35,101,70,156,
8/21/2011,WEST,87,79,108,166,264,187,229,298,243,164,104,162,244,155,263,566,775,707,520,451,447,462,556,467,
8/22/2011,WEST,378,242,202,144,137,174,136,154,135,157,199,250,312,315,293,301,330,230,207,172,169,224,185,155,
8/23/2011,WEST,195,196,346,502,566,625,713,906,1182,978,653,662,567,758,907,1460,2302,2145,1872,1900,1918,1938,1672,1823,
8/24/2011,WEST,2002,1998,1894,1853,1724,1471,1386,1399,1291,994,933,945,922,1053,1286,1421,1503,1513,1372,1351,1648,1895,2136,1997,
8/25/2011,WEST,1804,1674,1349,994,916,1143,1318,1413,1055,519,266,327,395,435,545,501,431,399,298,195,171,271,263,213,
8/26/2011,WEST,224,240,286,248,194,121,83,87,71,34,10,9,5,11,17,10,15,40,30,31,80,96,100,121,
8/27/2011,WEST,117,136,118,186,243,238,229,291,351,210,126,156,178,279,423,510,727,1028,1051,913,1057,1242,1285,1367,
8/28/2011,WEST,1375,1416,1328,1314,1385,1280,518,429,565,719,669,770,679,604,527,494,489,443,475,502,504,508,483,395,
8/29/2011,WEST,254,189,181,128,61,41,28,44,71,14,0,0,0,2,0,-3,-3,3,4,9,81,227,340,409,
8/30/2011,WEST,485,659,1029,1060,981,814,681,662,743,398,184,112,122,170,156,181,226,456,649,944,1344,1340,1374,1321,
8/31/2011,WEST,1129,1143,1084,978,1032,1137,1093,1104,937,609,389,347,303,228,196,190,202,212,194,182,324,665,1022,1201,
9/1/2011,WEST,1060,1060,1149,1285,1339,1353,1321,1387,1271,979,793,646,582,380,329,429,521,561,591,787,1204,1563,1774,1876,
9/2/2011,WEST,1934,1995,2050,2018,2116,2104,1842,1657,1431,1028,765,682,565,394,222,149,114,82,93,206,586,842,1181,1353,
9/3/2011,WEST,1200,1267,1094,1085,1235,1144,1087,974,701,366,170,89,49,200,537,634,750,706,687,674,611,384,205,212,
9/4/2011,WEST,177,227,179,321,523,455,614,597,549,499,482,471,659,766,781,950,1112,1354,1426,1247,1041,1300,1278,1300,
9/5/2011,WEST,1364,1401,1419,1227,713,447,383,410,399,485,758,1260,1482,1810,1792,1678,1745,1894,1811,1538,1179,1209,1452,1471,
9/6/2011,WEST,1053,865,886,804,828,881,928,843,878,725,874,1054,1351,1729,1776,1810,1797,1791,1771,1379,1346,1701,1766,1690,
9/7/2011,WEST,1691,1549,1351,1228,1144,1212,1220,1339,1170,810,948,1461,1558,1419,1405,1424,1555,1704,1712,1376,1263,1296,1336,1125,
9/8/2011,WEST,882,857,945,1068,1232,1243,1400,1438,1357,926,1103,1416,1360,1541,1430,1389,1418,1237,1113,945,848,721,698,828,
9/9/2011,WEST,667,551,542,468,440,471,452,399,344,230,196,197,159,168,215,220,235,253,199,136,180,174,164,201,
9/10/2011,WEST,177,169,203,200,171,210,168,159,130,120,91,81,80,59,49,33,24,33,54,46,71,55,46,33,
9/11/2011,WEST,22,27,28,14,7,16,33,67,103,69,14,22,31,47,42,64,119,277,242,151,135,161,184,303,
9/12/2011,WEST,400,529,854,960,914,931,898,823,753,416,222,232,496,672,848,959,1078,1153,1116,1008,1503,1964,2302,2457,
9/13/2011,WEST,2193,2092,1968,2052,1947,1792,1714,1632,1334,951,852,616,536,531,546,543,495,477,390,373,691,999,921,806,
9/14/2011,WEST,714,749,849,735,544,445,434,356,336,358,336,397,523,412,679,542,416,334,414,409,798,919,1089,1165,
9/15/2011,WEST,1194,1338,1240,1325,1376,1564,1727,1574,1154,776,828,981,1082,876,675,579,512,474,434,437,645,765,717,607,
9/16/2011,WEST,660,606,524,483,428,359,393,414,434,263,139,63,63,82,78,48,38,165,311,280,465,506,492,607,
9/17/2011,WEST,676,551,526,455,482,549,599,566,633,557,488,427,495,499,373,353,289,268,339,452,815,1195,1565,1758,
9/18/2011,WEST,1612,1476,1149,982,826,644,720,701,850,770,677,678,626,588,581,589,652,790,823,982,1147,1323,1434,1442,
9/19/2011,WEST,1249,1078,998,1036,952,802,672,664,631,521,444,386,350,442,460,359,311,318,285,145,140,98,116,123,
9/20/2011,WEST,99,99,189,216,245,286,281,269,312,287,202,283,287,148,143,183,241,371,468,349,546,867,1473,1536,
9/21/2011,WEST,1522,1271,1154,629,479,405,406,523,691,615,749,894,1003,1142,1343,1519,1617,1505,1189,836,750,735,695,613,
9/22/2011,WEST,663,510,272,227,248,280,362,552,337,211,136,110,173,188,161,213,155,52,12,24,66,142,190,209,
9/23/2011,WEST,269,230,241,260,218,178,160,180,189,120,58,59,57,58,24,171,257,236,279,371,457,385,269,205,
9/24/2011,WEST,169,166,190,166,72,57,71,62,83,32,22,37,40,75,88,92,114,163,223,276,385,447,461,446,
9/25/2011,WEST,401,506,544,544,423,337,326,274,224,193,215,313,315,375,483,610,535,343,411,433,360,338,427,448,
9/26/2011,WEST,568,656,710,525,694,914,951,830,1183,1315,1561,1766,1855,1895,1916,1847,1965,1992,1984,1781,1745,1576,1465,1279,
9/27/2011,WEST,1185,1497,1587,1283,1134,1017,1033,898,775,669,766,919,988,1039,1118,1176,1280,1077,842,717,658,542,408,362,
9/28/2011,WEST,335,361,366,410,434,478,492,572,535,445,307,254,313,309,328,416,439,378,306,201,164,193,171,211,
9/29/2011,WEST,217,167,134,91,156,240,240,439,601,662,615,867,1297,1800,2285,2536,2334,2439,2486,2456,2775,2974,2966,2973,
9/30/2011,WEST,2870,2870,2898,3028,2775,2671,2539,2687,2510,2625,2807,2651,2725,2782,2775,2780,2708,2660,2176,1588,1659,1465,1378,1339,
10/1/2011,WEST,1249,1402,1399,1278,1256,1205,1230,1161,1082,987,1239,1325,1161,1193,1292,1367,1297,1295,1196,1009,990,978,791,665,
10/2/2011,WEST,573,465,516,627,636,624,665,689,727,589,459,512,525,609,672,735,838,816,694,563,541,507,525,586,
10/3/2011,WEST,611,624,634,611,627,693,710,691,653,569,409,344,417,562,673,655,586,551,606,704,852,999,1059,933,
10/4/2011,WEST,780,483,339,261,225,216,225,229,250,259,228,237,306,341,399,424,404,383,330,333,320,374,458,506,
10/5/2011,WEST,619,587,600,597,664,634,648,589,486,308,130,109,171,222,236,190,188,204,156,128,172,250,428,617,
10/6/2011,WEST,751,809,730,649,570,415,286,265,254,188,30,29,136,232,264,319,412,460,441,643,1249,1700,1713,1723,
10/7/2011,WEST,1697,1813,1789,1688,1569,1535,1335,1142,939,601,299,397,818,1158,1180,1248,1347,1405,1180,1246,1760,2026,1989,1953,
10/8/2011,WEST,2076,2015,1463,1388,1176,1094,1099,1246,1086,732,462,686,1030,986,816,777,753,703,593,680,1099,1577,1790,1760,
10/9/2011,WEST,1672,1559,1430,1148,885,643,461,352,295,226,152,127,158,146,171,264,383,455,439,533,687,709,1093,1041,
10/10/2011,WEST,843,742,830,796,728,539,449,524,580,496,237,184,246,341,337,390,292,264,230,238,269,347,481,611,
10/11/2011,WEST,684,581,537,454,241,266,369,367,406,345,220,172,199,236,268,279,304,349,277,275,295,415,606,859,
10/12/2011,WEST,761,884,967,847,800,744,728,875,942,827,587,635,720,819,788,815,897,675,620,474,525,603,610,538,
10/13/2011,WEST,441,351,292,207,155,107,93,69,82,52,57,99,229,406,634,1011,1254,1242,1179,1743,1890,1708,1871,2260,
10/14/2011,WEST,2186,1907,1880,1913,1875,1610,1469,1454,1682,1696,1795,1957,2413,2792,2852,2852,2826,2764,2710,2667,2713,2821,2853,2811,
10/15/2011,WEST,2698,2788,2813,2857,2740,2804,2372,1951,1653,1461,1620,1678,1659,1674,1688,1712,1710,1639,1376,1154,1055,1103,1346,1627,
10/16/2011,WEST,1749,1752,1758,2026,1996,2226,2255,2032,1704,1278,1248,1047,1084,862,1077,988,1096,1247,1313,1280,1495,1572,1983,2275,
10/17/2011,WEST,2312,2362,2301,2481,2291,2385,1598,1287,1021,1071,1044,1349,1662,1770,1766,1428,1311,1170,1145,1350,1373,1488,1470,1351,
10/18/2011,WEST,1219,1165,972,714,562,475,417,356,388,212,147,129,112,82,99,140,202,259,386,508,611,640,802,849,
10/19/2011,WEST,1028,1028,1156,1171,1503,1960,2182,2584,2835,2989,2958,2911,2824,2832,2928,2962,3007,2938,2891,2810,2835,2961,2942,3034,
10/20/2011,WEST,3131,3200,3189,3169,3126,2932,3019,2993,2960,2976,2990,2987,2990,2960,2845,2700,2628,2433,1875,1521,1389,1333,1404,1480,
10/21/2011,WEST,1469,1405,1247,1175,1144,1146,1080,1024,964,751,535,559,663,669,588,475,391,326,309,282,284,302,289,269,
10/22/2011,WEST,317,371,411,493,539,575,703,717,808,783,501,314,426,477,518,521,423,280,180,227,392,674,754,712,
10/23/2011,WEST,626,561,588,559,477,348,330,229,255,230,126,48,133,260,462,582,699,714,570,875,1409,2100,2407,2497,
10/24/2011,WEST,2286,2007,1976,1380,1101,1161,1278,1155,1019,771,513,441,501,481,432,466,390,468,415,573,821,1129,1411,1735,
10/25/2011,WEST,1911,2118,2442,1928,2003,2062,2087,2058,2374,2227,1988,1887,1935,2050,2108,2074,2067,1955,1827,1831,1889,1940,2033,1787,
10/26/2011,WEST,1884,1870,2098,2186,2152,2028,1487,1234,1263,1124,994,1095,1226,1191,1375,1226,1164,1158,1015,1040,1077,953,920,1026,
10/27/2011,WEST,1167,1303,1139,995,969,983,871,860,979,872,896,993,1039,1048,1096,1123,816,686,532,449,314,274,204,172,
10/28/2011,WEST,248,284,201,218,155,128,121,161,281,228,175,119,163,236,225,229,316,273,164,213,359,465,655,812,
10/29/2011,WEST,749,803,836,1025,946,758,698,652,590,534,306,321,631,898,908,882,950,810,547,338,246,200,216,374,
10/30/2011,WEST,597,796,862,926,1058,1040,1329,1434,1653,1488,1232,1274,1405,1444,1495,1525,1632,1705,1630,1470,1186,1036,632,700,
10/31/2011,WEST,557,779,653,671,800,765,679,646,502,374,210,128,138,232,267,225,168,109,81,79,91,113,161,278,
11/1/2011,WEST,431,557,662,789,1014,1217,1463,1712,1764,1604,1176,867,809,630,672,863,1312,1596,1734,2088,2088,1987,1939,2015,
11/2/2011,WEST,2138,2144,2375,2360,2192,2283,2489,2479,2320,1772,1165,972,850,697,679,665,639,1014,1739,1859,1826,1782,1933,1802,
11/3/2011,WEST,1793,1816,1771,1572,1580,2053,2011,1452,1651,1791,1665,1313,1319,1716,2102,2448,2604,2529,2438,2273,2327,2234,2169,2043,
11/4/2011,WEST,1887,1783,1726,1691,1610,1572,1555,1337,1030,689,427,425,358,332,355,387,383,384,285,408,660,1153,1638,1995,
11/5/2011,WEST,1822,1730,1343,1171,1279,1095,1028,839,1184,1322,1066,935,846,972,1082,1190,1433,1521,1550,1985,2419,2575,2631,2641,
11/6/2011,WEST,2686,5449,2655,2670,2690,2750,2872,2891,2862,2762,2772,2829,2824,2807,2751,2594,2461,2372,2223,2234,2249,2228,2164,1818,
11/7/2011,WEST,1737,1667,1521,1479,1358,1154,904,731,545,434,282,172,110,38,53,11,20,58,76,148,194,243,451,682,
11/8/2011,WEST,927,1023,1368,1519,1611,1737,1816,1825,1778,1530,1445,1253,1239,1234,1234,1104,937,969,1004,767,642,663,797,1143,
11/9/2011,WEST,1488,1556,1640,1648,1780,1865,1989,2003,2102,2108,2160,2266,2316,2339,2352,2338,2313,2335,2373,2167,2141,2166,2174,2165,
11/10/2011,WEST,2143,2023,2107,2028,2038,1923,1895,1929,1826,1764,1820,2065,2359,2648,2460,2329,2227,1984,1918,1928,2024,2036,1940,1808,
11/11/2011,WEST,1585,1585,1495,1350,1173,1112,981,832,919,973,987,1383,1829,1848,1868,2074,1895,2122,2006,2101,2395,2428,2493,2773,
11/12/2011,WEST,2860,2786,2356,2368,2646,2555,2649,2867,2909,2583,2334,2407,2523,2538,2610,2788,2733,2801,2863,2914,2948,2947,2975,3008,
11/13/2011,WEST,3057,3056,3047,3031,3064,3175,3209,3055,2836,2904,2780,2621,2509,2660,2794,2930,2958,2972,2895,2832,2695,2397,1937,1624,
11/14/2011,WEST,1601,1313,958,709,653,541,439,599,979,995,945,1485,1786,1493,1309,935,684,667,771,990,1126,1158,1197,1303,
11/15/2011,WEST,1159,1050,778,498,359,342,431,507,652,830,783,811,876,984,872,966,1100,1321,1166,1065,1175,1452,1613,1888,
11/16/2011,WEST,2084,2122,2267,2298,2096,1843,1728,1997,2126,2203,2252,2260,2255,2450,2507,2478,2295,1670,1266,1107,1313,1428,1638,1868,
11/17/2011,WEST,1751,1632,1466,1602,1730,1746,1754,1918,1900,1823,2264,2607,2073,1702,2072,1929,1590,1099,832,803,996,1533,2223,2548,
11/18/2011,WEST,2588,2702,2825,2905,2970,2993,2939,2808,2717,2628,2627,2609,2614,2603,2632,2622,2554,1804,2645,2810,2812,2715,2733,2686,
11/19/2011,WEST,2236,1495,1263,1168,1146,1109,1052,1088,1134,1144,1145,1065,994,941,960,970,830,962,1108,1198,1165,1248,1284,1321,
11/20/2011,WEST,1347,1383,1772,1420,1513,1464,1125,1150,1119,725,556,674,727,826,916,817,912,1081,1229,1269,1090,788,783,733,
11/21/2011,WEST,726,720,768,624,706,823,879,930,971,734,706,702,630,576,635,640,811,895,1029,1156,1306,1184,1215,1031,
11/22/2011,WEST,652,714,744,870,837,763,798,1005,1315,1474,1476,1757,1962,1802,1664,1681,1838,1888,2195,2099,1894,1792,1716,1703,
11/23/2011,WEST,1582,1520,1497,1465,1340,1297,1223,1100,940,723,627,616,600,621,674,696,700,852,1069,1486,1669,1603,1569,1491,
11/24/2011,WEST,1582,1573,1659,1650,1540,1442,1499,1659,1875,2168,2341,2326,2335,2386,2287,2216,2133,2437,2846,3065,3107,3103,3106,3159,
11/25/2011,WEST,3069,2979,2769,2814,2945,2917,3087,3279,3261,3156,3139,3065,3055,3032,3045,2899,2610,2493,2521,2658,2907,3032,3067,3178,
11/26/2011,WEST,3245,3277,3203,3099,3052,2894,2521,2666,2745,2459,2446,2513,2500,2380,2107,1881,1824,2069,2267,2270,2406,2617,2641,2431,
11/27/2011,WEST,2083,1938,2036,1941,1912,2030,2101,2022,2097,1937,2027,2068,2088,1848,1743,1809,1692,1626,1557,1465,1303,1196,1028,968,
11/28/2011,WEST,980,933,899,796,755,770,722,819,999,1113,968,955,1063,1070,1033,1150,1371,1650,1833,1906,1847,2003,1935,2222,
11/29/2011,WEST,2368,2484,2828,3274,3234,3360,2998,2555,2507,2440,2302,2285,2116,2041,2152,2597,2771,2813,2705,2679,2809,2797,2695,2655,
11/30/2011,WEST,2426,2209,2077,2122,2053,2045,1683,1368,1167,829,702,632,641,562,571,520,493,532,647,933,1083,1143,1054,1104,
12/1/2011,WEST,1171,1171,999,874,810,717,783,826,854,712,490,387,413,566,363,207,162,319,497,438,587,833,1025,1008,
12/2/2011,WEST,1114,1082,1212,1194,1092,856,854,726,590,447,273,260,260,363,359,479,745,754,845,1228,1345,1402,1507,1509,
12/3/2011,WEST,1500,1577,1569,1509,1465,1606,1756,1848,1834,1621,1299,1077,628,661,1039,1301,1679,2157,2353,2339,2453,2579,2658,2744,
12/4/2011,WEST,2616,2379,2364,2339,2263,2190,2035,1855,1878,1974,1803,1580,1333,1066,1000,813,831,779,665,569,472,422,385,467,
12/5/2011,WEST,481,429,366,477,545,592,639,709,758,662,841,947,967,1154,1376,1391,1227,1280,1425,1356,1491,1468,1414,1386,
12/6/2011,WEST,1301,1078,1097,987,1122,1232,1537,1474,1090,952,844,713,743,505,447,377,347,240,144,155,150,65,58,103,
12/7/2011,WEST,163,170,388,356,323,320,304,354,412,428,587,824,980,1285,1505,1626,1856,1903,2028,1922,1917,1859,1691,1373,
12/8/2011,WEST,1159,888,648,546,582,645,562,525,482,369,325,316,482,462,363,332,187,131,181,235,263,204,202,246,
12/9/2011,WEST,281,276,421,560,564,446,314,367,422,395,509,660,852,877,931,1026,954,811,914,1047,1254,1257,1294,1386,
12/10/2011,WEST,1330,1229,942,736,531,539,623,614,532,452,349,424,608,698,788,789,763,708,719,900,1183,1500,1651,1802,
12/11/2011,WEST,1958,2018,1966,2007,2084,2054,2162,2218,2062,1739,1308,1109,1104,1136,1149,1167,1091,1403,1745,1930,1895,1816,1853,1972,
12/12/2011,WEST,1825,1681,1625,1484,1450,1353,1145,1009,904,759,477,186,192,235,284,280,333,403,559,765,907,923,989,1011,
12/13/2011,WEST,995,890,777,572,591,550,377,320,285,254,218,201,223,214,171,172,146,221,382,310,279,381,426,360,
12/14/2011,WEST,384,555,920,1152,1175,1128,1380,1807,1977,1891,1675,1696,2054,1936,1882,2011,2439,2495,2683,2796,2918,2908,2956,2938,
12/15/2011,WEST,2746,2929,2844,2823,2836,2980,2547,2273,2641,3095,3127,3249,3226,3259,3321,3358,3301,3152,3062,2874,2913,2726,2503,2663,
12/16/2011,WEST,2514,2203,2070,1830,1541,1441,898,651,504,341,206,202,224,134,265,383,351,338,427,407,302,350,353,345,
12/17/2011,WEST,366,338,347,366,346,310,294,277,314,307,433,463,519,498,465,557,502,529,618,675,982,1298,1320,1276,
12/18/2011,WEST,1460,1519,1149,927,596,354,305,338,377,468,606,882,1169,1400,1601,1600,1466,1834,2569,2779,2772,2781,2837,3055,
12/19/2011,WEST,3153,3286,3061,2955,2784,2908,2873,2809,2660,2405,2208,2040,1939,1704,1382,1314,1249,1214,1233,1329,1205,1302,1293,1173,
12/20/2011,WEST,1314,1224,1371,1272,1044,928,834,950,820,682,611,580,488,434,296,275,398,441,541,621,402,389,347,306,
12/21/2011,WEST,302,264,257,253,261,268,500,621,658,805,924,1193,1521,1940,1832,1665,1676,1437,1367,1303,1192,1369,1302,1238,
12/22/2011,WEST,1134,1059,1112,1155,1141,865,532,358,318,179,171,198,257,397,353,387,620,1039,1364,1326,1333,1275,1094,1127,
12/23/2011,WEST,1535,1803,1647,1509,1306,1105,792,649,474,328,209,214,294,510,750,983,1159,1277,1325,1323,1389,1471,1557,1460,
12/24/2011,WEST,1522,1506,1397,1116,1052,801,544,392,411,462,476,766,1219,1600,1761,1635,1261,1292,1892,2367,2643,2789,2811,2800,
12/25/2011,WEST,2624,2578,2697,2858,2518,2415,2247,2573,2736,2581,2579,2897,3078,3328,3290,3011,2821,2299,2031,1919,1829,1694,1411,1114,
12/26/2011,WEST,954,858,789,683,593,594,537,836,1450,2031,2024,1840,2050,1931,1750,1274,1241,1165,1300,1539,1615,1776,1417,1232,
12/27/2011,WEST,1015,1159,1043,852,745,789,889,956,1025,1339,1723,2158,2414,2716,2934,2932,3138,3126,3020,2912,2747,2552,2247,2034,
12/28/2011,WEST,1879,1720,1559,1197,977,842,819,707,616,525,511,503,572,644,632,653,766,1013,1262,1428,1697,1708,1878,2031,
12/29/2011,WEST,2010,1932,1885,1768,1735,2026,2371,2489,2748,2850,2816,2868,2953,2861,2844,2711,2249,1988,1901,1588,1472,1283,1038,984,
12/30/2011,WEST,900,976,1306,1486,1558,1563,1679,1857,2088,1894,1495,1297,1173,1462,1561,2134,2243,2225,2229,2346,2307,1875,1627,1790,
12/31/2011,WEST,1930,1603,1300,1081,911,738,462,457,564,676,817,1021,1521,1963,2291,2440,2488,2418,2390,2408,2550,2723,2737,2749,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
