DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,,
7/29/2009,WEST,165,137,153,186,243,255,212,180,125,80,97,51,70,98,89,126,113,100,103,174,208,185,140,103,,,
7/30/2009,WEST,164,121,154,175,165,129,125,119,146,119,49,36,37,48,55,74,87,94,144,119,101,95,153,215,,,
7/31/2009,WEST,198,210,220,230,288,526,465,365,215,38,17,56,112,181,201,213,206,221,234,161,121,138,190,230,,,
8/1/2009,WEST,351,416,491,620,627,732,717,687,631,481,387,317,236,218,180,179,149,124,108,95,74,96,173,177,,,
8/2/2009,WEST,221,266,345,360,458,527,463,371,227,68,42,49,68,132,228,249,264,281,353,386,383,601,640,759,,,
8/3/2009,WEST,871,910,964,962,957,957,911,852,786,681,660,568,476,538,572,514,555,570,481,347,301,243,214,183,,,
8/4/2009,WEST,154,219,219,165,147,145,80,120,29,33,225,367,481,236,73,153,212,169,238,239,224,152,123,194,,,
8/5/2009,WEST,333,370,384,419,400,415,444,317,154,76,52,37,39,31,10,3,11,26,51,77,129,158,162,134,,,
8/6/2009,WEST,79,53,36,32,31,28,46,63,65,16,16,60,86,58,62,79,79,85,49,18,8,6,5,4,,,
8/7/2009,WEST,10,14,9,11,19,47,129,248,358,312,259,270,324,339,360,333,432,389,391,548,518,508,526,591,,,
8/8/2009,WEST,622,633,699,688,704,744,736,752,902,852,712,582,594,570,545,595,666,724,671,598,690,873,917,1000,,,
8/9/2009,WEST,1086,1137,1136,1055,976,971,997,1040,1026,1058,1084,1077,1043,884,815,779,671,503,410,282,267,427,719,875,,,
8/10/2009,WEST,970,1005,762,542,398,317,456,373,286,261,243,143,183,157,167,217,299,209,278,268,224,184,156,216,,,
8/11/2009,WEST,220,262,257,310,328,384,338,243,218,115,112,114,108,178,178,223,302,305,300,177,190,223,276,247,,,
8/12/2009,WEST,187,184,176,122,133,162,142,174,178,91,47,34,17,20,27,35,53,32,41,61,66,79,81,43,,,
8/13/2009,WEST,27,28,36,42,29,22,20,15,18,12,4,22,44,66,61,62,53,44,33,23,20,40,69,107,,,
8/14/2009,WEST,140,176,193,183,164,132,170,181,160,76,41,41,53,54,53,60,84,90,79,61,78,100,124,216,,,
8/15/2009,WEST,295,358,428,417,392,388,423,394,294,150,98,73,94,172,240,251,278,282,258,191,233,296,321,470,,,
8/16/2009,WEST,581,644,720,715,653,661,640,586,467,430,478,530,598,700,660,501,452,421,274,397,324,294,385,340,,,
8/17/2009,WEST,242,230,231,220,360,410,350,262,199,125,107,90,106,138,183,148,275,161,277,230,66,65,100,77,,,
8/18/2009,WEST,106,184,203,235,234,151,119,105,55,40,15,21,44,42,41,60,73,63,56,36,50,43,28,29,,,
8/19/2009,WEST,33,31,28,30,37,54,103,149,231,209,201,269,353,372,432,455,466,569,615,621,529,589,566,529,,,
8/20/2009,WEST,506,637,632,496,617,543,417,423,573,586,658,704,701,784,891,900,927,848,708,567,511,614,707,721,,,
8/21/2009,WEST,699,712,685,708,633,518,515,481,469,515,497,547,634,648,569,498,519,468,461,342,186,201,306,318,,,
8/22/2009,WEST,284,269,262,256,318,303,330,320,293,243,321,371,374,366,356,256,126,87,81,92,142,201,184,195,,,
8/23/2009,WEST,206,199,167,206,138,101,106,87,101,40,47,31,20,17,25,23,35,61,80,86,81,82,74,62,,,
8/24/2009,WEST,66,78,81,84,87,62,61,56,55,24,4,9,10,12,17,29,50,74,74,87,116,182,289,380,,,
8/25/2009,WEST,435,546,582,586,559,554,513,492,358,165,135,132,102,115,154,191,177,181,142,216,387,427,349,289,,,
8/26/2009,WEST,385,388,372,358,363,381,398,347,335,237,175,190,191,202,207,241,259,230,268,187,163,230,294,280,,,
8/27/2009,WEST,259,301,288,245,179,212,229,225,213,225,278,302,210,227,221,196,170,173,212,347,489,488,492,539,,,
8/28/2009,WEST,481,409,328,259,313,248,198,99,94,36,14,21,46,94,127,75,162,92,93,82,87,176,220,247,,,
8/29/2009,WEST,249,261,239,267,346,460,471,497,383,372,351,354,413,501,608,617,649,735,585,411,395,452,579,565,,,
8/30/2009,WEST,497,564,473,438,362,278,271,297,271,304,275,275,252,206,189,169,150,167,130,121,172,231,232,303,,,
8/31/2009,WEST,291,206,154,65,23,8,3,7,11,7,10,25,28,28,26,25,34,23,21,21,31,283,427,448,,,
9/1/2009,WEST,441,386,323,275,263,211,133,87,57,42,26,16,9,12,13,12,12,8,5,8,25,84,126,174,,,
9/2/2009,WEST,158,190,232,232,211,227,187,156,131,86,62,103,80,47,42,30,28,24,17,21,69,129,198,317,,,
9/3/2009,WEST,339,259,231,193,175,143,127,150,174,88,46,42,48,45,34,22,15,17,20,43,92,157,183,184,,,
9/4/2009,WEST,199,178,177,168,189,206,205,205,193,91,23,17,32,43,43,21,11,6,9,37,75,145,315,375,,,
9/5/2009,WEST,335,291,240,161,137,138,132,157,151,87,35,37,44,38,31,24,17,15,16,33,71,117,233,320,,,
9/6/2009,WEST,346,347,313,191,178,157,134,173,185,145,143,121,104,92,94,100,93,131,147,152,242,361,388,344,,,
9/7/2009,WEST,360,291,174,123,106,84,67,64,84,79,44,52,97,112,73,45,20,28,34,38,103,246,339,313,,,
9/8/2009,WEST,276,185,116,90,65,42,29,32,27,29,24,8,8,16,36,26,31,50,47,68,167,253,365,280,,,
9/9/2009,WEST,186,135,70,63,57,53,62,92,97,37,20,16,27,30,45,36,50,69,96,111,152,215,291,248,,,
9/10/2009,WEST,256,267,208,224,268,251,206,205,158,90,67,77,93,126,79,88,96,131,113,121,187,325,351,380,,,
9/11/2009,WEST,309,259,201,166,127,93,90,94,68,7,2,3,39,47,42,44,40,31,44,63,158,296,257,288,,,
9/12/2009,WEST,247,234,239,267,281,218,208,145,112,108,58,62,69,86,128,169,147,124,109,72,105,234,337,308,,,
9/13/2009,WEST,207,148,95,87,143,192,167,114,80,53,42,52,66,70,77,85,88,100,99,129,155,149,157,184,,,
9/14/2009,WEST,231,185,174,177,131,73,55,84,99,74,62,54,49,55,63,57,60,51,43,54,86,125,115,97,,,
9/15/2009,WEST,88,94,110,121,153,163,173,187,137,120,125,103,113,104,89,105,110,102,116,195,323,408,514,488,,,
9/16/2009,WEST,434,414,387,332,450,536,553,578,578,481,415,313,283,392,522,517,506,509,554,597,718,762,689,708,,,
9/17/2009,WEST,611,588,575,488,388,341,369,336,273,149,67,94,188,147,101,68,34,37,65,115,347,402,317,226,,,
9/18/2009,WEST,179,204,210,193,169,119,96,86,84,84,47,58,63,75,88,101,113,119,94,77,199,450,598,533,,,
9/19/2009,WEST,437,380,368,313,268,244,259,283,261,185,107,78,67,85,72,78,70,81,101,144,211,393,533,596,,,
9/20/2009,WEST,624,597,516,442,377,374,342,319,315,211,125,139,152,186,220,189,209,276,319,307,262,196,123,122,,,
9/21/2009,WEST,159,178,134,126,97,60,85,39,11,4,7,12,21,19,12,24,15,41,53,80,119,121,207,277,,,
9/22/2009,WEST,335,406,416,374,384,362,334,302,304,361,256,174,113,76,47,91,125,100,64,72,123,195,266,277,,,
9/23/2009,WEST,253,183,118,88,72,115,115,116,81,51,26,14,13,19,26,46,56,60,107,124,120,172,129,83,,,
9/24/2009,WEST,123,86,45,48,66,101,55,48,35,25,26,27,17,14,30,36,33,25,22,30,45,73,94,120,,,
9/25/2009,WEST,164,160,196,165,156,189,250,268,243,207,237,238,138,63,81,56,38,28,45,96,136,140,184,174,,,
9/26/2009,WEST,189,213,184,181,198,224,212,189,200,196,217,234,211,189,179,373,222,179,136,122,186,184,228,222,,,
9/27/2009,WEST,184,181,172,174,201,199,162,182,240,243,296,596,792,853,915,944,995,942,841,822,927,1015,1073,1014,,,
9/28/2009,WEST,1116,1178,1205,1152,1117,1042,1108,1124,1303,1280,1431,1402,1404,1460,1476,1477,1492,1487,1467,1430,1369,1272,1295,1311,,,
9/29/2009,WEST,1307,1271,1227,1040,1060,1033,938,907,813,859,850,614,555,521,432,401,450,422,377,345,341,356,387,382,,,
9/30/2009,WEST,346,303,284,284,280,289,269,261,251,234,233,244,240,209,224,216,199,168,160,137,268,437,445,516,,,
10/1/2009,WEST,621,620,565,546,633,672,633,605,533,390,325,353,464,474,569,531,734,872,1003,1038,1042,1111,979,900,,,
10/2/2009,WEST,725,784,899,811,691,698,730,654,626,629,748,774,861,1004,986,956,944,914,837,711,600,687,656,623,,,
10/3/2009,WEST,624,778,704,582,648,554,522,466,434,456,501,521,557,575,594,584,643,572,494,468,405,382,459,466,,,
10/4/2009,WEST,489,452,449,467,514,506,439,435,429,362,315,356,423,396,333,349,280,248,172,128,173,258,275,253,,,
10/5/2009,WEST,249,259,225,224,202,176,136,64,34,19,34,35,25,29,31,34,27,31,25,45,91,235,383,497,,,
10/6/2009,WEST,628,562,565,577,577,543,613,611,772,706,820,824,985,1075,1149,1131,1189,1228,1166,1258,1276,1307,1485,1542,,,
10/7/2009,WEST,1536,1437,1445,1351,1219,1085,940,875,736,569,535,371,341,403,505,537,490,542,531,650,899,1011,1131,1199,,,
10/8/2009,WEST,1151,1072,1083,1033,875,810,734,755,688,567,490,228,51,107,88,169,106,11,20,79,45,60,103,244,,,
10/9/2009,WEST,289,245,273,320,421,386,320,350,364,304,299,413,453,491,512,633,677,781,778,728,678,635,611,622,,,
10/10/2009,WEST,651,533,453,495,517,466,365,285,278,228,208,259,432,416,516,526,406,236,217,247,373,413,482,512,,,
10/11/2009,WEST,524,532,517,523,476,396,224,171,141,71,41,26,39,29,38,37,28,31,27,41,62,66,48,75,,,
10/12/2009,WEST,140,146,165,207,256,251,334,358,210,156,126,88,91,69,89,80,85,75,99,106,89,90,124,172,,,
10/13/2009,WEST,226,362,462,557,602,571,625,689,714,711,631,689,597,503,423,365,376,411,425,416,547,552,450,417,,,
10/14/2009,WEST,382,327,337,457,644,665,565,540,525,481,469,609,661,698,710,678,578,530,410,326,293,372,435,442,,,
10/15/2009,WEST,436,412,276,245,269,347,461,467,367,333,348,316,284,206,180,194,224,246,259,268,260,224,156,124,,,
10/16/2009,WEST,103,107,142,197,183,173,131,133,134,123,150,176,185,199,223,283,246,165,98,74,138,150,124,119,,,
10/17/2009,WEST,160,160,159,164,172,237,253,257,261,190,220,272,391,466,511,493,468,314,259,209,221,208,136,77,,,
10/18/2009,WEST,69,63,56,58,55,43,60,80,73,80,103,188,246,272,329,378,400,374,410,573,846,1174,1345,1382,,,
10/19/2009,WEST,1314,1215,1153,1151,1097,1105,1208,1279,1227,1119,1085,1033,933,905,938,980,1007,949,829,809,853,966,1008,1121,,,
10/20/2009,WEST,1142,1148,1158,1148,1127,1110,1081,1044,947,762,563,407,271,182,180,213,347,452,416,528,588,745,961,943,,,
10/21/2009,WEST,967,977,1017,1015,952,951,968,928,879,645,517,476,502,576,647,729,794,803,701,809,1015,1052,1060,960,,,
10/22/2009,WEST,957,872,691,602,665,652,665,613,531,351,176,183,267,429,521,559,593,706,884,1022,912,970,1126,1155,,,
10/23/2009,WEST,1200,1262,1182,1151,1090,836,789,987,997,920,880,1050,1247,1305,1425,1414,1430,1521,1559,1457,1429,1314,1325,1284,,,
10/24/2009,WEST,1263,1191,1079,1060,821,760,771,729,796,852,848,861,889,934,980,910,788,638,453,442,534,533,569,675,,,
10/25/2009,WEST,778,802,868,754,697,691,671,753,826,665,564,463,433,554,455,409,401,281,227,327,395,398,357,378,,,
10/26/2009,WEST,357,309,323,359,372,334,347,398,461,503,444,384,289,229,292,358,334,352,384,407,376,370,300,266,,,
10/27/2009,WEST,244,169,116,80,62,41,37,52,55,84,53,38,91,106,73,70,86,80,126,198,217,217,225,248,,,
10/28/2009,WEST,241,266,251,194,128,127,123,243,202,172,207,232,231,277,293,282,266,301,322,353,424,545,566,532,,,
10/29/2009,WEST,571,561,542,434,409,443,527,600,735,643,757,972,979,876,704,540,593,759,965,1107,1202,1219,1249,1334,,,
10/30/2009,WEST,1395,1364,1403,1464,1336,1354,1399,1481,1439,1400,1256,1086,1087,1299,1281,1332,1282,1341,1332,1469,1464,1446,1433,1492,,,
10/31/2009,WEST,1419,1404,1366,1266,1267,1397,1330,1251,1104,1098,1246,1344,1233,1287,1186,1083,1000,884,569,391,420,353,225,213,,,
11/1/2009,WEST,210,411,134,56,28,51,52,129,183,145,83,98,126,145,184,211,269,354,514,690,883,903,936,1025,,,
11/2/2009,WEST,1026,1039,1090,1083,979,818,695,656,595,410,377,361,372,500,670,750,845,845,882,835,818,1032,1190,1211,,,
11/3/2009,WEST,1330,1323,1252,1235,1089,996,895,749,504,247,269,226,248,243,245,249,218,189,172,165,182,126,154,131,,,
11/4/2009,WEST,155,145,237,301,411,541,501,556,490,388,366,286,266,369,513,651,802,934,1051,1110,1174,1123,1029,958,,,
11/5/2009,WEST,862,802,735,657,670,602,432,346,289,129,159,215,283,395,469,435,379,327,342,358,338,354,390,422,,,
11/6/2009,WEST,464,441,594,701,786,885,1036,1199,1181,1102,1119,1243,1252,1288,1355,1423,1417,1450,1423,1447,1457,1384,1393,1361,,,
11/7/2009,WEST,1467,1508,1520,1548,1569,1606,1620,1590,1470,1332,1305,1208,1057,921,775,705,732,625,594,531,545,597,624,672,,,
11/8/2009,WEST,709,660,541,516,430,498,472,499,560,395,215,100,129,332,598,802,795,733,1129,1330,1436,1480,1462,1416,,,
11/9/2009,WEST,1367,1364,1215,1195,1128,989,889,793,752,597,284,114,56,34,31,51,45,34,110,373,403,352,332,255,,,
11/10/2009,WEST,338,432,627,481,456,513,607,819,890,840,883,953,865,846,683,810,807,687,725,826,1002,1039,1106,1049,,,
11/11/2009,WEST,1126,1153,1105,1149,1187,1205,1167,1161,1074,744,553,523,389,331,358,300,309,318,465,546,604,677,660,652,,,
11/12/2009,WEST,725,733,697,788,763,853,695,757,678,365,199,163,207,291,356,331,307,431,634,778,915,1079,1107,1106,,,
11/13/2009,WEST,1132,1102,1159,1248,1300,1235,1194,1188,1163,949,716,755,866,876,800,780,736,941,1261,1384,1379,1320,1321,1324,,,
11/14/2009,WEST,1283,1131,1102,1041,1025,937,935,894,818,545,356,217,139,178,283,362,273,228,249,329,340,368,388,413,,,
11/15/2009,WEST,488,474,509,533,599,588,696,809,807,677,665,660,556,492,501,524,591,617,887,920,934,827,862,816,,,
11/16/2009,WEST,794,765,824,945,930,979,907,1154,1210,1168,1285,1366,1378,1479,1493,1466,1514,1555,1577,1517,1591,1656,1601,1592,,,
11/17/2009,WEST,1617,1607,1606,1625,1606,1393,1368,1294,1374,1421,1459,1350,1438,1489,1357,1385,1313,1253,1274,1217,1172,1058,924,1040,,,
11/18/2009,WEST,1010,856,807,815,677,616,521,426,453,318,306,365,392,317,243,234,272,318,296,294,309,377,390,395,,,
11/19/2009,WEST,320,291,306,308,344,396,360,315,314,277,260,241,166,139,191,229,165,129,200,286,376,449,656,696,,,
11/20/2009,WEST,683,774,788,725,618,546,478,465,415,326,243,212,208,214,184,112,108,121,161,149,120,102,70,74,,,
11/21/2009,WEST,63,68,77,90,79,73,76,78,66,58,33,27,46,59,74,82,73,138,290,490,679,773,820,777,,,
11/22/2009,WEST,662,630,623,560,615,654,597,583,528,429,275,249,266,236,239,223,224,291,568,891,1108,1146,1213,1217,,,
11/23/2009,WEST,1095,914,844,697,555,450,408,396,276,222,193,172,141,98,78,70,104,129,166,144,223,366,397,474,,,
11/24/2009,WEST,422,347,290,282,313,348,369,449,523,522,602,650,776,738,701,755,777,821,750,817,965,937,978,954,,,
11/25/2009,WEST,832,714,672,668,727,760,814,951,993,937,835,993,1048,1058,1070,1111,982,1187,1023,1050,1151,1198,1140,1018,,,
11/26/2009,WEST,1077,1188,1182,1205,1257,1257,1226,1237,1403,1385,1435,1538,1632,1660,1606,1595,1620,1614,1621,1670,1675,1611,1622,1475,,,
11/27/2009,WEST,1337,1236,1107,977,868,635,434,351,311,313,316,292,296,292,282,277,287,298,351,386,579,719,733,836,,,
11/28/2009,WEST,924,991,1027,1026,993,1017,1002,1021,1105,862,530,352,354,387,444,443,470,484,579,642,734,882,985,1125,,,
11/29/2009,WEST,1242,1391,1565,1628,1572,1525,1439,1343,1199,994,888,855,754,774,858,956,815,844,856,964,888,855,725,674,,,
11/30/2009,WEST,746,826,833,751,601,595,615,510,428,412,482,614,446,498,665,826,897,983,1394,1689,1838,1905,1924,1883,,,
12/1/2009,WEST,1800,1832,1803,1781,1754,1702,1650,1624,1512,1335,1201,1377,1543,1641,1555,1259,1310,1548,1557,1627,1675,1600,1613,1594,,,
12/2/2009,WEST,1487,1223,861,611,473,363,314,282,353,423,448,455,433,696,994,1050,1473,1835,1897,1760,1693,1738,1679,1734,,,
12/3/2009,WEST,1770,1720,1690,1601,1526,1318,1163,1049,910,945,1010,1028,1159,1266,1343,1327,1205,1135,1096,1162,1197,1212,1103,1254,,,
12/4/2009,WEST,1269,1212,1228,1212,1075,886,890,876,758,870,899,799,760,681,655,593,510,471,332,240,144,103,74,83,,,
12/5/2009,WEST,94,103,135,194,252,266,311,341,370,252,169,315,420,433,394,386,439,495,705,1024,1215,1416,1473,1511,,,
12/6/2009,WEST,1592,1553,1410,1372,1421,1513,1418,1320,1298,937,684,654,578,450,444,373,227,235,380,566,829,838,642,512,,,
12/7/2009,WEST,350,248,207,161,185,127,141,126,108,136,223,280,346,393,403,415,358,294,283,255,210,168,128,116,,,
12/8/2009,WEST,142,131,107,94,145,195,308,413,462,505,581,800,1026,1183,1257,1589,1779,1774,1562,1638,1714,1696,1613,1459,,,
12/9/2009,WEST,1211,927,959,1458,1662,1687,1741,1792,1760,1456,1209,1068,1078,1210,1379,1586,1779,1918,2039,2080,2110,2121,2108,2056,,,
12/10/2009,WEST,1985,1897,1895,1925,1898,1829,1891,1863,1830,1879,1865,1854,1758,1812,1886,1845,1681,1633,1624,1759,1896,1906,1790,1640,,,
12/11/2009,WEST,1502,1381,1224,1048,909,990,1093,1114,1121,925,572,419,541,628,770,690,698,764,1051,1069,1210,1273,1379,1504,,,
12/12/2009,WEST,1621,1674,1683,1603,1545,1436,1384,1290,1250,1003,669,628,689,865,1069,1246,1378,1429,1448,1596,1700,1716,1578,1392,,,
12/13/2009,WEST,1221,1287,1120,1045,1078,1005,919,779,663,533,499,467,293,309,322,295,289,289,298,297,348,510,644,842,,,
12/14/2009,WEST,994,1182,1305,1271,1189,1146,1098,982,1008,959,1067,1160,1181,1088,1019,1115,1241,1244,1235,1272,1338,1308,1651,1671,,,
12/15/2009,WEST,1459,1387,1239,1153,1291,1441,1563,1632,1483,1408,1297,1322,1338,1377,1216,1122,979,879,836,836,836,807,727,617,,,
12/16/2009,WEST,593,533,466,371,329,257,216,214,201,210,199,187,182,226,251,294,329,410,496,614,615,431,336,370,,,
12/17/2009,WEST,413,433,501,638,737,771,795,841,891,833,630,597,526,527,517,506,543,725,695,698,684,613,467,445,,,
12/18/2009,WEST,273,251,198,194,181,184,258,175,95,103,133,160,171,183,239,296,382,502,636,704,697,689,749,759,,,
12/19/2009,WEST,737,721,840,963,988,1005,1019,983,974,932,934,1001,1033,1018,1066,1100,1024,973,986,936,763,694,608,581,,,
12/20/2009,WEST,519,473,456,419,435,384,362,270,205,145,173,180,203,245,239,196,159,152,150,154,131,82,94,123,,,
12/21/2009,WEST,148,194,181,187,182,125,54,65,80,68,78,136,178,254,258,224,154,142,116,92,66,64,65,43,,,
12/22/2009,WEST,43,49,84,155,131,180,361,500,646,824,901,896,953,977,1061,1303,1420,1519,1570,1587,1521,1494,1481,1510,,,
12/23/2009,WEST,1533,1479,1446,1461,1470,1549,1550,1538,1538,1637,1657,1549,1581,1585,1525,1474,1547,1554,1547,1552,1435,1343,1321,1293,,,
12/24/2009,WEST,1298,1270,1269,1254,1278,1305,1373,1499,1494,1434,1536,1539,1516,1693,1790,1818,1853,1940,1995,2053,2085,2129,2165,2176,,,
12/25/2009,WEST,2136,2186,2201,2202,2165,2128,2078,1831,1616,1550,1521,1594,1881,1932,1961,1941,1934,1869,1856,1819,1848,1726,1608,1375,,,
12/26/2009,WEST,1242,1260,1272,1209,1260,1157,1165,1340,1336,1303,1410,1441,1361,1300,1183,1073,941,915,1120,1294,1300,1221,1342,1246,,,
12/27/2009,WEST,1040,951,812,762,721,556,363,157,86,113,133,114,117,243,341,488,601,811,1097,1329,1440,1544,1552,1647,,,
12/28/2009,WEST,1659,1710,1652,1497,1518,1644,1618,1803,1824,1912,1988,1952,2017,2042,1944,1881,1752,1704,1706,1580,1469,1415,1276,1178,,,
12/29/2009,WEST,1080,945,910,812,683,729,687,457,286,199,212,219,225,215,219,203,190,188,206,233,270,449,637,872,,,
12/30/2009,WEST,1050,1004,951,868,813,766,760,823,844,894,873,754,746,681,657,649,574,561,626,732,687,696,650,608,,,
12/31/2009,WEST,526,488,442,330,246,336,367,484,638,864,891,833,1105,1345,1607,1697,1769,1783,1682,1698,1764,1600,1522,1445,,,
