Date,lmp,wind,load,ng,coal
5/6/08 12:00 AM,17.84,12.746,29431,11.09,14.25
5/6/08 1:00 AM,14.31,35.894,28064,11.09,14.25
5/6/08 2:00 AM,22.15,119.437,27379,11.09,14.25
5/6/08 3:00 AM,18.31,131.084,27134,11.09,14.25
5/6/08 4:00 AM,31.07,262.418,27490,11.09,14.25
5/6/08 5:00 AM,34.67,247.389,29182,11.09,14.25
5/6/08 6:00 AM,49.45,280.227,32051,11.09,14.25
5/6/08 7:00 AM,50.69,276.291,34149,11.09,14.25
5/6/08 8:00 AM,47.97,169.592,35442,11.09,14.25
5/6/08 9:00 AM,76.79,100.677,36175,11.09,14.25
5/6/08 10:00 AM,61.43,28.683,36998,11.09,14.25
5/6/08 11:00 AM,62.64,57.618,37426,11.09,14.25
5/6/08 12:00 PM,81.37,108.817,37907,11.09,14.25
5/6/08 1:00 PM,84.8,195.422,38285,11.09,14.25
5/6/08 2:00 PM,109.99,292.471,38438,11.09,14.25
5/6/08 3:00 PM,76.62,383.671,38338,11.09,14.25
5/6/08 4:00 PM,108.35,496.639,38161,11.09,14.25
5/6/08 5:00 PM,117.69,580.053,37711,11.09,14.25
5/6/08 6:00 PM,38.79,551.428,37253,11.09,14.25
5/6/08 7:00 PM,90.14,574.92,36685,11.09,14.25
5/6/08 8:00 PM,85.34,562.374,37230,11.09,14.25
5/6/08 9:00 PM,44.4,579.382,37826,11.09,14.25
5/6/08 10:00 PM,30.93,664.103,35806,11.09,14.25
5/6/08 11:00 PM,-3.32,681.776,32662,11.09,14.25
5/7/08 12:00 AM,8.55,608.258,30294,11.08,14.14285714
5/7/08 1:00 AM,-18.83,532.36,28889,11.08,14.14285714
5/7/08 2:00 AM,14.31,511.474,27990,11.08,14.14285714
5/7/08 3:00 AM,22.55,452.757,27541,11.08,14.14285714
5/7/08 4:00 AM,29.69,537.621,27723,11.08,14.14285714
5/7/08 5:00 AM,40.04,541.415,29366,11.08,14.14285714
5/7/08 6:00 AM,40.81,516.687,32199,11.08,14.14285714
5/7/08 7:00 AM,42.03,470.334,34559,11.08,14.14285714
5/7/08 8:00 AM,37.72,426.86,35986,11.08,14.14285714
5/7/08 9:00 AM,65.89,400.042,36820,11.08,14.14285714
5/7/08 10:00 AM,45.12,435.435,37636,11.08,14.14285714
5/7/08 11:00 AM,76.51,389.406,38096,11.08,14.14285714
5/7/08 12:00 PM,77.77,366.255,38324,11.08,14.14285714
5/7/08 1:00 PM,86.97,318.514,38713,11.08,14.14285714
5/7/08 2:00 PM,49.52,289.479,38754,11.08,14.14285714
5/7/08 3:00 PM,63.03,286.955,38569,11.08,14.14285714
5/7/08 4:00 PM,31.28,208.818,38330,11.08,14.14285714
5/7/08 5:00 PM,70.46,160.421,38025,11.08,14.14285714
5/7/08 6:00 PM,57.27,161.179,37498,11.08,14.14285714
5/7/08 7:00 PM,53.28,148.575,37251,11.08,14.14285714
5/7/08 8:00 PM,84.53,157.38,38213,11.08,14.14285714
5/7/08 9:00 PM,46.87,216.793,38018,11.08,14.14285714
5/7/08 10:00 PM,29.66,269.158,35661,11.08,14.14285714
5/7/08 11:00 PM,23.08,374.058,32680,11.08,14.14285714
5/8/08 12:00 AM,14.98,348.362,30401,11.33,14.03571429
5/8/08 1:00 AM,18.7,579.859,28921,11.33,14.03571429
5/8/08 2:00 AM,3.97,709.917,28082,11.33,14.03571429
5/8/08 3:00 AM,12.82,660.188,27796,11.33,14.03571429
5/8/08 4:00 AM,22.44,650.648,28119,11.33,14.03571429
5/8/08 5:00 AM,42.02,616.435,29472,11.33,14.03571429
5/8/08 6:00 AM,55.81,712.858,32289,11.33,14.03571429
5/8/08 7:00 AM,71.31,718.962,34493,11.33,14.03571429
5/8/08 8:00 AM,50.72,736.988,35913,11.33,14.03571429
5/8/08 9:00 AM,71.82,704.834,36624,11.33,14.03571429
5/8/08 10:00 AM,84.68,710.337,37114,11.33,14.03571429
5/8/08 11:00 AM,86.2,724.016,37428,11.33,14.03571429
5/8/08 12:00 PM,69.91,683.455,37464,11.33,14.03571429
5/8/08 1:00 PM,70.42,644.585,37478,11.33,14.03571429
5/8/08 2:00 PM,41.77,673.026,37341,11.33,14.03571429
5/8/08 3:00 PM,85.02,648.132,36909,11.33,14.03571429
5/8/08 4:00 PM,39.28,595.653,36886,11.33,14.03571429
5/8/08 5:00 PM,79.85,567.603,36667,11.33,14.03571429
5/8/08 6:00 PM,35.24,515.63,36330,11.33,14.03571429
5/8/08 7:00 PM,64.79,426.893,36086,11.33,14.03571429
5/8/08 8:00 PM,117.62,350.25,36664,11.33,14.03571429
5/8/08 9:00 PM,40.23,339.148,37058,11.33,14.03571429
5/8/08 10:00 PM,32.56,405.161,35022,11.33,14.03571429
5/8/08 11:00 PM,-7.59,445.795,32429,11.33,14.03571429
5/9/08 12:00 AM,29.9,381.616,30151,11.29,13.92857143
5/9/08 1:00 AM,7.52,302.265,28941,11.29,13.92857143
5/9/08 2:00 AM,25.47,288.412,28149,11.29,13.92857143
5/9/08 3:00 AM,22.28,305.701,27874,11.29,13.92857143
5/9/08 4:00 AM,29.9,281.648,27981,11.29,13.92857143
5/9/08 5:00 AM,38.51,237.18,29394,11.29,13.92857143
5/9/08 6:00 AM,79.85,226.792,32070,11.29,13.92857143
5/9/08 7:00 AM,83.75,150.872,34107,11.29,13.92857143
5/9/08 8:00 AM,124.17,144.076,35437,11.29,13.92857143
5/9/08 9:00 AM,127.5,123.806,36199,11.29,13.92857143
5/9/08 10:00 AM,123.01,117.97,36635,11.29,13.92857143
5/9/08 11:00 AM,106.48,113.983,36704,11.29,13.92857143
5/9/08 12:00 PM,131.1,155.941,36760,11.29,13.92857143
5/9/08 1:00 PM,99.67,173.729,36554,11.29,13.92857143
5/9/08 2:00 PM,71.01,170.146,36260,11.29,13.92857143
5/9/08 3:00 PM,67.5,134.908,35728,11.29,13.92857143
5/9/08 4:00 PM,108.12,189.855,35543,11.29,13.92857143
5/9/08 5:00 PM,61.98,157.597,34882,11.29,13.92857143
5/9/08 6:00 PM,41.35,159.688,34567,11.29,13.92857143
5/9/08 7:00 PM,121.7,210.39,34160,11.29,13.92857143
5/9/08 8:00 PM,94.5,201.442,34712,11.29,13.92857143
5/9/08 9:00 PM,67.44,150.537,35198,11.29,13.92857143
5/9/08 10:00 PM,34.6,108.38,33726,11.29,13.92857143
5/9/08 11:00 PM,30.18,84.687,31382,11.29,13.92857143
5/10/08 12:00 AM,34.17,88.122,29401,11.29,13.82142857
5/10/08 1:00 AM,30.93,79.977,27878,11.29,13.82142857
5/10/08 2:00 AM,21.4,81.557,27006,11.29,13.82142857
5/10/08 3:00 AM,24.19,91.555,26607,11.29,13.82142857
5/10/08 4:00 AM,32.76,116.025,26709,11.29,13.82142857
5/10/08 5:00 AM,35.12,119.722,26974,11.29,13.82142857
5/10/08 6:00 AM,41.89,97.587,27744,11.29,13.82142857
5/10/08 7:00 AM,90.13,147.437,28850,11.29,13.82142857
5/10/08 8:00 AM,134.02,122.946,30541,11.29,13.82142857
5/10/08 9:00 AM,76.98,80.016,31790,11.29,13.82142857
5/10/08 10:00 AM,70.82,107.331,32205,11.29,13.82142857
5/10/08 11:00 AM,59.33,99.423,32262,11.29,13.82142857
5/10/08 12:00 PM,74.9,86.989,32110,11.29,13.82142857
5/10/08 1:00 PM,57.31,116.356,31694,11.29,13.82142857
5/10/08 2:00 PM,63.92,170.97,31373,11.29,13.82142857
5/10/08 3:00 PM,40.55,269.106,31060,11.29,13.82142857
5/10/08 4:00 PM,40.17,435.484,30974,11.29,13.82142857
5/10/08 5:00 PM,53.32,446.704,30810,11.29,13.82142857
5/10/08 6:00 PM,40.77,443.544,30630,11.29,13.82142857
5/10/08 7:00 PM,47.94,527.631,30561,11.29,13.82142857
5/10/08 8:00 PM,90.87,542.92,31440,11.29,13.82142857
5/10/08 9:00 PM,35.21,517.702,32267,11.29,13.82142857
5/10/08 10:00 PM,23.05,571.231,31180,11.29,13.82142857
5/10/08 11:00 PM,20.15,649.255,29357,11.29,13.82142857
5/11/08 12:00 AM,10.28,627.454,27533,11.29,13.71428571
5/11/08 1:00 AM,23.5,721.172,26322,11.29,13.71428571
5/11/08 2:00 AM,4.49,754.139,25624,11.29,13.71428571
5/11/08 3:00 AM,14.99,773.135,25234,11.29,13.71428571
5/11/08 4:00 AM,22.71,709.193,25292,11.29,13.71428571
5/11/08 5:00 AM,19.37,441.495,25436,11.29,13.71428571
5/11/08 6:00 AM,30.15,560.949,26082,11.29,13.71428571
5/11/08 7:00 AM,33.43,541.168,27024,11.29,13.71428571
5/11/08 8:00 AM,30.9,583.523,28827,11.29,13.71428571
5/11/08 9:00 AM,31.79,774.018,30101,11.29,13.71428571
5/11/08 10:00 AM,34.67,903.731,30745,11.29,13.71428571
5/11/08 11:00 AM,38.16,885.28,30938,11.29,13.71428571
5/11/08 12:00 PM,34.79,682.786,31097,11.29,13.71428571
5/11/08 1:00 PM,28.76,651.628,30808,11.29,13.71428571
5/11/08 2:00 PM,19.06,656.192,30416,11.29,13.71428571
5/11/08 3:00 PM,29.56,789.859,30142,11.29,13.71428571
5/11/08 4:00 PM,33.45,850.475,30167,11.29,13.71428571
5/11/08 5:00 PM,32.58,844.228,30397,11.29,13.71428571
5/11/08 6:00 PM,35.05,849.789,30810,11.29,13.71428571
5/11/08 7:00 PM,36.92,832.707,31404,11.29,13.71428571
5/11/08 8:00 PM,46.13,814.666,32593,11.29,13.71428571
5/11/08 9:00 PM,40.49,701.7,33129,11.29,13.71428571
5/11/08 10:00 PM,29.57,701.052,31813,11.29,13.71428571
5/11/08 11:00 PM,10.39,685.064,30223,11.29,13.71428571
5/12/08 12:00 AM,17.58,635.1,28742,11.38,13.60714286
5/12/08 1:00 AM,17.47,591.735,27926,11.38,13.60714286
5/12/08 2:00 AM,24.11,590.569,27617,11.38,13.60714286
5/12/08 3:00 AM,20.7,575.226,27421,11.38,13.60714286
5/12/08 4:00 AM,36.84,559.524,28099,11.38,13.60714286
5/12/08 5:00 AM,59.15,463.487,29806,11.38,13.60714286
5/12/08 6:00 AM,82.06,431.251,32911,11.38,13.60714286
5/12/08 7:00 AM,125.81,400.763,35253,11.38,13.60714286
5/12/08 8:00 AM,91.53,263.008,36764,11.38,13.60714286
5/12/08 9:00 AM,40.43,182.047,37667,11.38,13.60714286
5/12/08 10:00 AM,140.75,118.062,38045,11.38,13.60714286
5/12/08 11:00 AM,121.84,91.098,38094,11.38,13.60714286
5/12/08 12:00 PM,51.42,78.596,37897,11.38,13.60714286
5/12/08 1:00 PM,52.59,54.054,37782,11.38,13.60714286
5/12/08 2:00 PM,55.75,53.525,37453,11.38,13.60714286
5/12/08 3:00 PM,105.86,59.581,36967,11.38,13.60714286
5/12/08 4:00 PM,44.81,67.607,36763,11.38,13.60714286
5/12/08 5:00 PM,51.04,83.449,36579,11.38,13.60714286
5/12/08 6:00 PM,37.99,99.256,36163,11.38,13.60714286
5/12/08 7:00 PM,37.48,91.641,36045,11.38,13.60714286
5/12/08 8:00 PM,56.67,122.226,36763,11.38,13.60714286
5/12/08 9:00 PM,60.98,196.522,37294,11.38,13.60714286
5/12/08 10:00 PM,32.78,283.732,35589,11.38,13.60714286
5/12/08 11:00 PM,21.7,376.885,33009,11.38,13.60714286
5/13/08 12:00 AM,18.94,511.658,30901,11.18,13.5
5/13/08 1:00 AM,27.34,538.263,29717,11.18,13.5
5/13/08 2:00 AM,28.04,493.45,29129,11.18,13.5
5/13/08 3:00 AM,23.66,534.007,28925,11.18,13.5
5/13/08 4:00 AM,34.17,550.529,29425,11.18,13.5
5/13/08 5:00 AM,33.4,620.01,30997,11.18,13.5
5/13/08 6:00 AM,36.36,660.253,33752,11.18,13.5
5/13/08 7:00 AM,33.54,650.487,35471,11.18,13.5
5/13/08 8:00 AM,32.91,599.98,36363,11.18,13.5
5/13/08 9:00 AM,58.18,628.66,36886,11.18,13.5
5/13/08 10:00 AM,109.83,652.325,37175,11.18,13.5
5/13/08 11:00 AM,37.74,653.03,37316,11.18,13.5
5/13/08 12:00 PM,36.64,697.283,37292,11.18,13.5
5/13/08 1:00 PM,64.92,697.134,37277,11.18,13.5
5/13/08 2:00 PM,72.96,671.82,37222,11.18,13.5
5/13/08 3:00 PM,83.83,663.572,36858,11.18,13.5
5/13/08 4:00 PM,39.02,613.373,36765,11.18,13.5
5/13/08 5:00 PM,38.5,525.394,36325,11.18,13.5
5/13/08 6:00 PM,28.02,493.438,36071,11.18,13.5
5/13/08 7:00 PM,31.01,286.119,35830,11.18,13.5
5/13/08 8:00 PM,37.77,212.931,36429,11.18,13.5
5/13/08 9:00 PM,28,380.454,37146,11.18,13.5
5/13/08 10:00 PM,28.74,481.628,34944,11.18,13.5
5/13/08 11:00 PM,25.45,414.978,32109,11.18,13.5
5/14/08 12:00 AM,0,507.444,29987,11.52,13.5
5/14/08 1:00 AM,0,567.672,28708,11.52,13.5
5/14/08 2:00 AM,20.32,526.062,27924,11.52,13.5
5/14/08 3:00 AM,-6.87,472.623,27747,11.52,13.5
5/14/08 4:00 AM,19.58,442.921,28111,11.52,13.5
5/14/08 5:00 AM,27.11,320.454,29575,11.52,13.5
5/14/08 6:00 AM,50.92,310.39,32354,11.52,13.5
5/14/08 7:00 AM,43.07,295.898,34757,11.52,13.5
5/14/08 8:00 AM,32.88,246.429,35974,11.52,13.5
5/14/08 9:00 AM,31.3,313.316,36696,11.52,13.5
5/14/08 10:00 AM,41.59,299.089,37157,11.52,13.5
5/14/08 11:00 AM,44.91,357.221,37313,11.52,13.5
5/14/08 12:00 PM,42.83,346.206,37241,11.52,13.5
5/14/08 1:00 PM,39.73,355.131,37218,11.52,13.5
5/14/08 2:00 PM,43.68,330.318,37019,11.52,13.5
5/14/08 3:00 PM,45.91,256.57,36526,11.52,13.5
5/14/08 4:00 PM,41.18,199.374,36520,11.52,13.5
5/14/08 5:00 PM,46.86,154.481,36340,11.52,13.5
5/14/08 6:00 PM,39.67,159.964,36098,11.52,13.5
5/14/08 7:00 PM,64.12,158.22,35850,11.52,13.5
5/14/08 8:00 PM,69.25,108.658,36600,11.52,13.5
5/14/08 9:00 PM,37.75,96.426,36812,11.52,13.5
5/14/08 10:00 PM,31.52,131.084,34964,11.52,13.5
5/14/08 11:00 PM,12.63,169.003,32322,11.52,13.5
5/15/08 12:00 AM,20.57,194.132,30217,11.41,13.5
5/15/08 1:00 AM,23.47,243.378,28763,11.41,13.5
5/15/08 2:00 AM,22.63,282.397,28133,11.41,13.5
5/15/08 3:00 AM,21.23,284.628,27935,11.41,13.5
5/15/08 4:00 AM,25.51,307.761,28199,11.41,13.5
5/15/08 5:00 AM,39.42,377.551,29686,11.41,13.5
5/15/08 6:00 AM,44.57,430.985,32242,11.41,13.5
5/15/08 7:00 AM,81.12,384.451,34422,11.41,13.5
5/15/08 8:00 AM,43.69,179.756,35638,11.41,13.5
5/15/08 9:00 AM,96.7,158.179,36154,11.41,13.5
5/15/08 10:00 AM,59.58,142.967,36767,11.41,13.5
5/15/08 11:00 AM,123.48,95.281,36920,11.41,13.5
5/15/08 12:00 PM,65.81,107.497,37090,11.41,13.5
5/15/08 1:00 PM,39,151.905,37103,11.41,13.5
5/15/08 2:00 PM,35.82,175.971,36931,11.41,13.5
5/15/08 3:00 PM,59.92,173.498,36474,11.41,13.5
5/15/08 4:00 PM,52.03,167.463,36440,11.41,13.5
5/15/08 5:00 PM,42.09,119.112,36136,11.41,13.5
5/15/08 6:00 PM,53.27,88.32,36092,11.41,13.5
5/15/08 7:00 PM,86.67,53.521,36191,11.41,13.5
5/15/08 8:00 PM,102.63,63.978,36922,11.41,13.5
5/15/08 9:00 PM,64.39,64.274,37136,11.41,13.5
5/15/08 10:00 PM,30.55,91.441,35159,11.41,13.5
5/15/08 11:00 PM,25.03,95.985,32553,11.41,13.5
5/16/08 12:00 AM,11.6,84.807,30394,11.31,13.5
5/16/08 1:00 AM,23.56,149.354,29110,11.31,13.5
5/16/08 2:00 AM,21.59,199.906,28225,11.31,13.5
5/16/08 3:00 AM,23.29,241.035,28014,11.31,13.5
5/16/08 4:00 AM,27.43,215.927,28296,11.31,13.5
5/16/08 5:00 AM,48.15,167.739,29635,11.31,13.5
5/16/08 6:00 AM,55.03,160.88,32353,11.31,13.5
5/16/08 7:00 AM,49.5,204.99,34309,11.31,13.5
5/16/08 8:00 AM,51.52,295.456,35670,11.31,13.5
5/16/08 9:00 AM,127.81,202.755,36388,11.31,13.5
5/16/08 10:00 AM,73,180.652,37051,11.31,13.5
5/16/08 11:00 AM,87.2,196.751,37233,11.31,13.5
5/16/08 12:00 PM,92.43,188.813,37298,11.31,13.5
5/16/08 1:00 PM,72.09,238.874,37139,11.31,13.5
5/16/08 2:00 PM,63.14,241.278,37005,11.31,13.5
5/16/08 3:00 PM,33.75,303.363,36529,11.31,13.5
5/16/08 4:00 PM,37.8,394.455,36232,11.31,13.5
5/16/08 5:00 PM,33.68,457.182,35596,11.31,13.5
5/16/08 6:00 PM,28.08,582.034,34956,11.31,13.5
5/16/08 7:00 PM,32.13,594.93,34273,11.31,13.5
5/16/08 8:00 PM,39.1,591.688,34486,11.31,13.5
5/16/08 9:00 PM,35.1,624.608,35532,11.31,13.5
5/16/08 10:00 PM,26.54,731.365,34283,11.31,13.5
5/16/08 11:00 PM,30.17,812.075,32064,11.31,13.5
5/17/08 12:00 AM,27.27,808.562,29706,11.31,13.5
5/17/08 1:00 AM,5.48,832.362,28315,11.31,13.5
5/17/08 2:00 AM,18.7,814.604,27523,11.31,13.5
5/17/08 3:00 AM,16.28,822.37,27257,11.31,13.5
5/17/08 4:00 AM,20.81,790.268,27101,11.31,13.5
5/17/08 5:00 AM,22.47,693.076,27647,11.31,13.5
5/17/08 6:00 AM,26.67,638.115,28098,11.31,13.5
5/17/08 7:00 AM,30.46,598.574,29227,11.31,13.5
5/17/08 8:00 AM,35.59,557.894,30873,11.31,13.5
5/17/08 9:00 AM,39.68,480.402,32059,11.31,13.5
5/17/08 10:00 AM,37.22,466.337,32629,11.31,13.5
5/17/08 11:00 AM,35.81,486.661,32614,11.31,13.5
5/17/08 12:00 PM,31.19,609.535,32386,11.31,13.5
5/17/08 1:00 PM,30.13,616.143,32138,11.31,13.5
5/17/08 2:00 PM,32,645.383,31857,11.31,13.5
5/17/08 3:00 PM,35.42,657.528,31684,11.31,13.5
5/17/08 4:00 PM,36,621.565,31585,11.31,13.5
5/17/08 5:00 PM,35.52,575.517,31572,11.31,13.5
5/17/08 6:00 PM,38.55,429.878,31399,11.31,13.5
5/17/08 7:00 PM,47.3,309.687,31236,11.31,13.5
5/17/08 8:00 PM,44.57,435.524,31930,11.31,13.5
5/17/08 9:00 PM,29.05,606.655,32521,11.31,13.5
5/17/08 10:00 PM,22.22,562.447,31281,11.31,13.5
5/17/08 11:00 PM,23.33,752.534,29292,11.31,13.5
5/18/08 12:00 AM,15.99,668.049,27482,11.31,13.5
5/18/08 1:00 AM,15.62,555.505,26100,11.31,13.5
5/18/08 2:00 AM,1.71,398.037,25447,11.31,13.5
5/18/08 3:00 AM,4.99,181.412,25085,11.31,13.5
5/18/08 4:00 AM,3.4,117.985,24886,11.31,13.5
5/18/08 5:00 AM,0,156.229,25150,11.31,13.5
5/18/08 6:00 AM,18.9,288.146,25210,11.31,13.5
5/18/08 7:00 AM,25.31,432.656,25850,11.31,13.5
5/18/08 8:00 AM,31.44,418.699,27483,11.31,13.5
5/18/08 9:00 AM,-3.92,552.747,28862,11.31,13.5
5/18/08 10:00 AM,29.21,587.478,29709,11.31,13.5
5/18/08 11:00 AM,24.72,605.724,30118,11.31,13.5
5/18/08 12:00 PM,15.69,652.335,30230,11.31,13.5
5/18/08 1:00 PM,28.86,639.252,30143,11.31,13.5
5/18/08 2:00 PM,30.47,551.707,29889,11.31,13.5
5/18/08 3:00 PM,28.64,522.543,29776,11.31,13.5
5/18/08 4:00 PM,32.48,579.334,29891,11.31,13.5
5/18/08 5:00 PM,25.74,576.262,30211,11.31,13.5
5/18/08 6:00 PM,26.73,603.795,30254,11.31,13.5
5/18/08 7:00 PM,32.82,538.784,30529,11.31,13.5
5/18/08 8:00 PM,30.74,403.118,31454,11.31,13.5
5/18/08 9:00 PM,25.01,268.691,32680,11.31,13.5
5/18/08 10:00 PM,20.26,195.209,31476,11.31,13.5
5/18/08 11:00 PM,11.8,167.223,29739,11.31,13.5
5/19/08 12:00 AM,1.63,157.701,28142,11.1,13.5
5/19/08 1:00 AM,20.03,161.124,27470,11.1,13.5
5/19/08 2:00 AM,11.37,182.87,27034,11.1,13.5
5/19/08 3:00 AM,13.61,212.4,27099,11.1,13.5
5/19/08 4:00 AM,21.52,196.658,27676,11.1,13.5
5/19/08 5:00 AM,27.67,220.482,29437,11.1,13.5
5/19/08 6:00 AM,35.47,233.965,32111,11.1,13.5
5/19/08 7:00 AM,36.31,273.758,34549,11.1,13.5
5/19/08 8:00 AM,33.91,291.954,35832,11.1,13.5
5/19/08 9:00 AM,37.61,306.525,36428,11.1,13.5
5/19/08 10:00 AM,38.85,293.246,36911,11.1,13.5
5/19/08 11:00 AM,44.06,326.225,36985,11.1,13.5
5/19/08 12:00 PM,70.66,370.397,36918,11.1,13.5
5/19/08 1:00 PM,59.2,406.695,36761,11.1,13.5
5/19/08 2:00 PM,41.98,394.879,36510,11.1,13.5
5/19/08 3:00 PM,40.1,372.163,36089,11.1,13.5
5/19/08 4:00 PM,42.93,351.842,35847,11.1,13.5
5/19/08 5:00 PM,41.12,371.343,35505,11.1,13.5
5/19/08 6:00 PM,44.03,302.691,35153,11.1,13.5
5/19/08 7:00 PM,56.83,236.69,35110,11.1,13.5
5/19/08 8:00 PM,72.78,139.046,36150,11.1,13.5
5/19/08 9:00 PM,29.47,201.799,36768,11.1,13.5
5/19/08 10:00 PM,26.07,205.009,34850,11.1,13.5
5/19/08 11:00 PM,9.53,204.809,32251,11.1,13.5
5/20/08 12:00 AM,24.69,216.636,30124,10.94,13.5
5/20/08 1:00 AM,8.48,150.227,28970,10.94,13.5
5/20/08 2:00 AM,21.65,169.824,28252,10.94,13.5
5/20/08 3:00 AM,22.23,160.827,28095,10.94,13.5
5/20/08 4:00 AM,25.58,135.03,28310,10.94,13.5
5/20/08 5:00 AM,50.5,89.366,29717,10.94,13.5
5/20/08 6:00 AM,38.87,75.55,32663,10.94,13.5
5/20/08 7:00 AM,47.44,84.876,34884,10.94,13.5
5/20/08 8:00 AM,80.82,70.291,36419,10.94,13.5
5/20/08 9:00 AM,48.08,39.999,36903,10.94,13.5
5/20/08 10:00 AM,45.63,81.132,37264,10.94,13.5
5/20/08 11:00 AM,75.09,120.008,37336,10.94,13.5
5/20/08 12:00 PM,58.25,200.834,37411,10.94,13.5
5/20/08 1:00 PM,43.42,292.745,37375,10.94,13.5
5/20/08 2:00 PM,48.11,339.401,37128,10.94,13.5
5/20/08 3:00 PM,38.19,351.656,36646,10.94,13.5
5/20/08 4:00 PM,70.69,390.27,36480,10.94,13.5
5/20/08 5:00 PM,42.73,418.114,36205,10.94,13.5
5/20/08 6:00 PM,39.31,454.826,35896,10.94,13.5
5/20/08 7:00 PM,42.49,426.367,35686,10.94,13.5
5/20/08 8:00 PM,35,345.574,36046,10.94,13.5
5/20/08 9:00 PM,33.95,341.696,36742,10.94,13.5
5/20/08 10:00 PM,24.35,385.304,35111,10.94,13.5
5/20/08 11:00 PM,24.09,424.034,32539,10.94,13.5
5/21/08 12:00 AM,16.04,432.406,30393,11.4,13.5
5/21/08 1:00 AM,6.16,410.968,29167,11.4,13.5
5/21/08 2:00 AM,21.11,407.389,28444,11.4,13.5
5/21/08 3:00 AM,15.26,401.616,28308,11.4,13.5
5/21/08 4:00 AM,27.99,374.789,28538,11.4,13.5
5/21/08 5:00 AM,65.52,409.376,30125,11.4,13.5
5/21/08 6:00 AM,45.66,442.433,32579,11.4,13.5
5/21/08 7:00 AM,48.37,259.267,34961,11.4,13.5
5/21/08 8:00 AM,67.74,177.915,35901,11.4,13.5
5/21/08 9:00 AM,52.02,153.991,36411,11.4,13.5
5/21/08 10:00 AM,54.35,138.355,36778,11.4,13.5
5/21/08 11:00 AM,41.02,186.797,36816,11.4,13.5
5/21/08 12:00 PM,49.98,223.37,36848,11.4,13.5
5/21/08 1:00 PM,45.68,282.865,36871,11.4,13.5
5/21/08 2:00 PM,79.38,332.367,36665,11.4,13.5
5/21/08 3:00 PM,50.51,347.818,36330,11.4,13.5
5/21/08 4:00 PM,49.68,312.539,36250,11.4,13.5
5/21/08 5:00 PM,38.45,286.449,36003,11.4,13.5
5/21/08 6:00 PM,45.03,285.986,35702,11.4,13.5
5/21/08 7:00 PM,30.61,265.934,35283,11.4,13.5
5/21/08 8:00 PM,49.09,232.998,35681,11.4,13.5
5/21/08 9:00 PM,28.01,210.904,36557,11.4,13.5
5/21/08 10:00 PM,23.71,208.11,35303,11.4,13.5
5/21/08 11:00 PM,14.75,196.23,32659,11.4,13.5
5/22/08 12:00 AM,19.88,202.453,30416,11.57,13.5
5/22/08 1:00 AM,13.74,202.802,29171,11.57,13.5
5/22/08 2:00 AM,17.24,241.229,28585,11.57,13.5
5/22/08 3:00 AM,26.63,278.274,28359,11.57,13.5
5/22/08 4:00 AM,32.78,279.003,28675,11.57,13.5
5/22/08 5:00 AM,35.11,273.13,30357,11.57,13.5
5/22/08 6:00 AM,51.41,338.498,33020,11.57,13.5
5/22/08 7:00 AM,64.81,420.394,35083,11.57,13.5
5/22/08 8:00 AM,39.4,397.447,36116,11.57,13.5
5/22/08 9:00 AM,81.84,326.374,36557,11.57,13.5
5/22/08 10:00 AM,39.86,324.671,36872,11.57,13.5
5/22/08 11:00 AM,40.51,326.333,36870,11.57,13.5
5/22/08 12:00 PM,71.49,309.235,36773,11.57,13.5
5/22/08 1:00 PM,65.62,311.547,36848,11.57,13.5
5/22/08 2:00 PM,61.42,336.913,36679,11.57,13.5
5/22/08 3:00 PM,68.74,315.087,36266,11.57,13.5
5/22/08 4:00 PM,63.83,304.029,36131,11.57,13.5
5/22/08 5:00 PM,44.79,296.629,35681,11.57,13.5
5/22/08 6:00 PM,38.01,400.055,35287,11.57,13.5
5/22/08 7:00 PM,51.97,542.508,34888,11.57,13.5
5/22/08 8:00 PM,41.57,616.063,35472,11.57,13.5
5/22/08 9:00 PM,30.24,623.937,36699,11.57,13.5
5/22/08 10:00 PM,22.97,579.155,34975,11.57,13.5
5/22/08 11:00 PM,22.9,484.814,32356,11.57,13.5
5/23/08 12:00 AM,19.35,395.077,30138,11.56,13.5
5/23/08 1:00 AM,-14.18,364.078,28849,11.56,13.5
5/23/08 2:00 AM,0,517.607,28053,11.56,13.5
5/23/08 3:00 AM,15.61,664.722,27919,11.56,13.5
5/23/08 4:00 AM,24.47,562.829,28105,11.56,13.5
5/23/08 5:00 AM,33.5,596.866,29622,11.56,13.5
5/23/08 6:00 AM,48.21,573.115,32007,11.56,13.5
5/23/08 7:00 AM,55.01,482.11,34181,11.56,13.5
5/23/08 8:00 AM,33,366.484,35376,11.56,13.5
5/23/08 9:00 AM,31.65,319.268,36083,11.56,13.5
5/23/08 10:00 AM,59.47,313.747,36411,11.56,13.5
5/23/08 11:00 AM,97.61,171.781,36393,11.56,13.5
5/23/08 12:00 PM,55.72,113.313,36359,11.56,13.5
5/23/08 1:00 PM,67.22,304.682,36201,11.56,13.5
5/23/08 2:00 PM,42.23,359.112,36130,11.56,13.5
5/23/08 3:00 PM,42.2,202.513,35624,11.56,13.5
5/23/08 4:00 PM,32.17,177.913,35051,11.56,13.5
5/23/08 5:00 PM,27.17,402.928,34490,11.56,13.5
5/23/08 6:00 PM,27.31,553.869,33761,11.56,13.5
5/23/08 7:00 PM,46.96,512.118,33512,11.56,13.5
