Market Day,Central ActualLoad (MWh),Central MTLF (MWh),East ActualLoad (MWh),East MTLF (MWh),MISO ActualLoad (MWh),MISO ISO MTLF (MWh),MISO MTLF (MWh),Midwest ISO ActualLoad (MWh),Midwest ISO MTLF (MWh),North ActualLoad (MWh),North MTLF (MWh),South ActualLoad (MWh),South MTLF (MWh),West ActualLoad (MWh),West MTLF (MWh)
12/09/2010,27017.6079167,26954.9583333,31811.2720833,32752.375,,,,76980.8829167,78151.2083333,,,,,18152.0029167,18443.875
12/10/2010,24016.3366667,25551.0416667,30677.18625,31877.9583333,,,,72176.1354167,75284.125,,,,,17482.6125,17855.125
12/11/2010,22955.8395833,23201.9166667,27768.34875,28823.2083333,,,,67964.1091667,68877.1666667,,,,,17239.9208333,16852.0416667
12/12/2010,25458.9470833,24756.875,27543.6516667,27970.7083333,,,,70479.6991667,70237.9166667,,,,,17477.1004167,17510.3333333
12/13/2010,28944.365,29201.2083333,32522.0433333,33210.5,,,,80601.0745833,81887.5833333,,,,,19134.66625,19475.875
12/14/2010,28957.7408333,29197.625,33003.5425,33701.5416667,,,,80946.89375,82189.7083333,,,,,18985.6104167,19290.5416667
12/15/2010,28197.6841667,28553.0416667,32655.9095833,33775.75,,,,79553.40375,81190.875,,,,,18699.81,18862.0833333
12/16/2010,26937.1725,27239.4583333,32413.9283333,33442.1666667,,,,77585.96875,79470.9166667,,,,,18234.8679167,18789.2916667
12/17/2010,26437.8033333,27625.3333333,31628.3254167,33051.5833333,,,,76447.05625,79209.4166667,,,,,18380.9275,18532.5
12/18/2010,25190.3179167,26066.8333333,29645.7925,30638.125,,,,72118.66125,74113.625,,,,,17282.5508333,17408.6666667
12/19/2010,24521.375,25024.4166667,28571.5625,29645.9583333,,,,70140.5125,71596.0416667,,,,,17047.575,16925.6666667
12/20/2010,25340.1454167,26313.75,31675.30875,33154.2083333,,,,75476.0908333,77827.875,,,,,18460.6366667,18359.9166667
12/21/2010,24795.3054167,24748.5416667,31429.4575,32160.6666667,,,,74186.5516667,74996.5416667,,,,,17961.78875,18087.3333333
12/22/2010,25698.565,25407.625,30666.57625,31747.4583333,,,,74176.9004167,75094.2083333,,,,,17811.7591667,17939.125
12/23/2010,24698.6104167,25739.375,29400.0708333,30890.875,,,,71265.615,74485.7083333,,,,,17166.93375,17855.4583333
12/24/2010,22644.1733333,22853.125,26030.3966667,27231.5416667,,,,64466.8391667,66185.75,,,,,15792.2691667,16101.0833333
12/25/2010,22027.7433333,21664.0833333,24441.0141667,24405.4583333,,,,61783.0175,60941.625,,,,,15314.26,14872.0833333
12/26/2010,23483.03,22609.75,25944.0783333,24794.7916667,,,,65447.0733333,62745.9583333,,,,,16019.965,15341.4166667
12/27/2010,25611.7779167,25472.1666667,29181.7283333,28876.5416667,,,,72358.6595833,71395.7083333,,,,,17565.1533333,17047.0
12/28/2010,25281.6729167,25580.0,29842.3370833,30287.375,,,,72383.1416667,73294.2083333,,,,,17259.1316667,17426.8333333
12/29/2010,24147.4675,24665.0833333,29081.6475,30424.6666667,,,,70161.7595833,72260.2083333,,,,,16932.6445833,17170.4583333
12/30/2010,21886.96625,22910.25,27832.7475,28930.0,,,,66355.0075,68544.1666667,,,,,16635.29375,16703.9166667
12/31/2010,19403.4258333,19847.5833333,24954.815,25735.5,,,,60991.8275,61758.6666667,,,,,16633.5866667,16175.5833333
01/01/2011,20633.7958333,20740.5,24116.5058333,25346.3333333,,,,61470.7633333,62776.125,,,,,16720.4616667,16689.2916667
01/02/2011,23292.5233333,23038.6666667,26496.3079167,26354.5,,,,66475.77625,66068.3333333,,,,,16686.945,16675.1666667
01/03/2011,24755.3333333,24645.375,29978.9204167,30415.875,,,,72564.2395833,73241.8333333,,,,,17829.9858333,18180.5833333
01/04/2011,24759.7054167,25154.4583333,30605.1279167,31030.75,,,,73814.355,74558.625,,,,,18449.5216667,18373.4166667
01/05/2011,25266.8495833,25072.0,31406.8091667,31127.625,,,,74773.3104167,74373.3333333,,,,,18099.6516667,18173.7083333
01/06/2011,25436.5783333,25359.625,31184.8604167,31630.25,,,,74644.17625,74920.75,,,,,18022.7375,17930.875
01/07/2011,25687.9454167,25673.0416667,31160.8533333,31801.4166667,,,,75175.0466667,75384.125,,,,,18326.2479167,17909.6666667
01/08/2011,25974.08875,25315.625,28838.6975,28750.0833333,,,,72126.6,71233.0,,,,,17313.81375,17167.2916667
01/09/2011,25609.5516667,25106.875,27789.67125,28496.0833333,,,,70551.9654167,70535.1666667,,,,,17152.7425,16932.2083333
01/10/2011,26390.8258333,26725.7083333,31328.6883333,31762.625,,,,75876.2775,76760.25,,,,,18156.7633333,18271.9166667
01/11/2011,26823.68375,26603.625,31491.7095833,32146.25,,,,76395.65625,77103.4583333,,,,,18080.2629167,18353.5833333
01/12/2011,28023.8375,27307.9166667,31429.5270833,32058.9583333,,,,77747.8720833,77644.0,,,,,18294.5075,18277.125
01/13/2011,27700.1520833,27681.875,31328.4591667,32142.5,,,,77600.7466667,78273.875,,,,,18572.1354167,18449.5
01/14/2011,25865.6745833,26535.9583333,30886.54875,31180.0,,,,74783.80875,75778.6666667,,,,,18031.5854167,18062.7083333
01/15/2011,23611.4158333,23929.7916667,28149.1491667,28339.2916667,,,,68713.3166667,69274.2083333,,,,,16952.7516667,17005.125
01/16/2011,23991.1895833,23852.5,27505.9458333,28191.4166667,,,,68511.2975,68844.5833333,,,,,17014.1620833,16800.6666667
01/17/2011,25399.395,25033.0,30701.7233333,30937.75,,,,74063.0604167,73780.1666667,,,,,17961.9420833,17809.4166667
01/18/2011,24395.8129167,24732.2916667,30629.7466667,31202.0416667,,,,73464.2470833,74563.4583333,,,,,18438.6875,18629.125
01/19/2011,25630.7825,25460.875,31145.7475,31996.4166667,,,,75403.5333333,76209.625,,,,,18627.0033333,18752.3333333
01/20/2011,26533.2070833,26332.0416667,31705.4325,32249.4583333,,,,77258.6545833,77474.625,,,,,19020.015,18893.125
01/21/2011,28374.1895833,28188.2916667,32119.32875,32366.7916667,,,,79904.135,79572.6666667,,,,,19410.6166667,19017.5833333
01/22/2011,26286.7266667,25845.875,29787.2233333,30000.0833333,,,,73814.0658333,73552.6666667,,,,,17740.1158333,17706.7083333
01/23/2011,25076.8558333,25270.75,28633.54875,29199.75,,,,71395.9041667,71586.4166667,,,,,17685.4995833,17115.9166667
01/24/2011,25941.4008333,25909.5,32316.6820833,32261.6666667,,,,76485.0175,76349.625,,,,,18226.9345833,18178.4583333
