Market Day,Central ActualLoad (MWh),Central MTLF (MWh),East ActualLoad (MWh),East MTLF (MWh),MISO ActualLoad (MWh),MISO ISO MTLF (MWh),MISO MTLF (MWh),Midwest ISO ActualLoad (MWh),Midwest ISO MTLF (MWh),North ActualLoad (MWh),North MTLF (MWh),South ActualLoad (MWh),South MTLF (MWh),West ActualLoad (MWh),West MTLF (MWh)
12/18/2012,20104.2241667,20344.875,21853.6825,22666.1666667,,,,59517.74375,60771.6666667,,,,,17559.8370833,17760.625
12/19/2012,20160.9958333,20297.125,21942.81375,22128.5416667,,,,59560.6270833,60108.75,,,,,17456.8175,17683.0833333
12/20/2012,20473.8245833,20658.0416667,22134.5004167,22592.5,,,,60599.0729167,61311.5,,,,,17990.7479167,18060.9583333
12/21/2012,22302.6354167,22079.5416667,21627.7991667,22470.0833333,,,,62019.4145833,62686.875,,,,,18088.98,18137.25
12/22/2012,20210.6958333,20826.375,19479.3495833,20353.875,,,,56331.5458333,57834.25,,,,,16641.5004167,16654.0
12/23/2012,18535.0416667,19216.7083333,18912.27375,19200.7083333,,,,53848.9866667,54545.6666667,,,,,16401.67125,16128.25
12/24/2012,18824.9008333,19414.7083333,18646.8916667,19056.5416667,,,,54005.3054167,55063.9583333,,,,,16533.5129167,16592.7083333
12/25/2012,18869.65625,18601.25,17405.5041667,17906.375,,,,52656.39125,52549.875,,,,,16381.2308333,16042.25
12/26/2012,20818.9583333,21098.5416667,20250.1045833,19911.4166667,,,,58905.1416667,58412.5,,,,,17836.07875,17402.5416667
12/27/2012,20736.5641667,22157.375,20579.7433333,21434.7916667,,,,59223.3791667,61721.9583333,,,,,17907.0716667,18129.7916667
12/28/2012,20585.9883333,20878.7083333,20679.85375,21034.5416667,,,,58529.3720833,59524.3333333,,,,,17263.53,17611.0833333
12/29/2012,20316.4379167,20384.7916667,19250.82625,19297.4583333,,,,56228.8279167,56095.9166667,,,,,16661.56375,16413.6666667
12/30/2012,20247.075,20503.2083333,18835.19,19097.1666667,,,,55565.3454167,55869.5416667,,,,,16483.0804167,16269.1666667
12/31/2012,19969.53625,20599.4166667,19025.0741667,19617.0833333,,,,56018.6304167,57491.125,,,,,17024.02,17274.625
01/01/2013,19886.6720833,20576.375,18546.78125,19281.6666667,,,,55223.9045833,56750.3333333,,,,,16790.45125,16892.2916667
01/02/2013,22691.8329167,22265.2916667,21876.8579167,21572.2916667,,,,62364.5520833,61655.375,,,,,17795.86125,17817.7916667
01/03/2013,22586.1395833,22876.3333333,22417.1320833,23064.625,,,,63140.0345833,64041.5,,,,,18136.7629167,18100.5416667
01/04/2013,21875.6083333,22426.6666667,22021.84875,22499.0416667,,,,61597.35625,62546.4166667,,,,,17699.8991667,17620.7083333
01/05/2013,20553.30125,20431.4166667,20020.4154167,20689.5833333,,,,57271.9470833,57573.9583333,,,,,16698.2304167,16452.9583333
01/06/2013,19918.9008333,20277.2083333,19032.9720833,19779.125,,,,55254.26875,56260.0833333,,,,,16302.3958333,16203.75
01/07/2013,21836.3670833,21709.7916667,21681.9691667,22526.9166667,,,,60891.5325,61749.6666667,,,,,17373.19625,17512.9583333
01/08/2013,20920.7341667,21320.0416667,21759.73875,22267.6666667,,,,60046.5108333,60987.3333333,,,,,17366.0379167,17399.625
01/09/2013,19493.26125,20360.2083333,21514.0116667,22158.7083333,,,,58074.82625,59618.0833333,,,,,17067.5533333,17099.1666667
01/10/2013,20275.4833333,19963.3333333,21746.5783333,22057.8333333,,,,59098.5216667,59044.625,,,,,17076.46,17023.4583333
01/11/2013,18299.7908333,18858.0833333,20987.6595833,21287.8333333,,,,55964.4291667,56609.2916667,,,,,16676.97875,16463.375
01/12/2013,17277.1608333,17231.75,18512.8683333,19466.1666667,,,,52289.1595833,52887.75,,,,,16499.1304167,16189.8333333
01/13/2013,19633.5491667,18809.4166667,18770.0525,19125.8333333,,,,55362.1704167,54550.25,,,,,16958.56875,16615.0
01/14/2013,23077.2379167,22776.0416667,22169.64,22571.0833333,,,,63503.6904167,63865.9166667,,,,,18256.8125,18518.7916667
01/15/2013,23223.89125,23188.4583333,22454.22375,22731.4166667,,,,63741.4091667,64220.0,,,,,18063.2941667,18300.125
01/16/2013,21998.6779167,22415.1666667,22218.9758333,22615.0416667,,,,61832.0195833,62546.6666667,,,,,17614.3658333,17516.4583333
01/17/2013,21334.5683333,22097.75,22163.0654167,22894.0416667,,,,61468.1425,62896.4583333,,,,,17970.50875,17904.6666667
01/18/2013,21347.1654167,21415.625,22220.33375,22244.4166667,,,,60820.2025,61001.9583333,,,,,17252.7033333,17341.9166667
01/19/2013,18521.715,19187.4166667,19409.9041667,19995.2083333,,,,53956.95875,55226.1666667,,,,,16025.3395833,16043.5416667
01/20/2013,19336.6391667,19533.7083333,19761.7108333,20288.2916667,,,,56334.4591667,56512.0833333,,,,,17236.1091667,16690.0833333
01/21/2013,23336.7795833,22940.375,22871.3166667,23215.4166667,,,,65507.83125,65317.1666667,,,,,19299.735,19161.375
01/22/2013,24859.48375,24878.4166667,23932.5745833,24419.6666667,,,,68250.29625,69147.2083333,,,,,19458.2379167,19849.125
01/23/2013,23460.3470833,23850.8333333,23806.2675,24132.7916667,,,,66213.8429167,66857.2916667,,,,,18947.2283333,18873.6666667
01/24/2013,23690.4066667,23622.4583333,23560.6408333,23946.4583333,,,,66723.605,66675.7916667,,,,,19472.5575,19106.875
01/25/2013,22410.1091667,22652.1666667,22828.1654167,23244.625,,,,63480.1425,64483.75,,,,,18241.8679167,18586.9583333
01/26/2013,20627.8533333,21000.8333333,20323.9633333,21003.625,,,,58091.9241667,58908.2916667,,,,,17140.1075,16903.8333333
01/27/2013,20456.5741667,19793.2083333,19585.57125,20156.5416667,,,,56303.1125,55976.5416667,,,,,16260.9670833,16026.7916667
01/28/2013,19151.0104167,19773.7916667,21543.38625,21842.2083333,,,,57594.9941667,58624.9166667,,,,,16900.5975,17008.9166667
01/29/2013,18151.3175,18313.4583333,21287.1908333,21531.2916667,,,,56456.7716667,56519.25,,,,,17018.2633333,16674.5
01/30/2013,19595.29125,19577.0,21355.4425,21759.9583333,,,,59110.2041667,59350.375,,,,,18159.4704167,18013.4166667
01/31/2013,23142.8454167,22710.0833333,22752.4679167,22884.5833333,,,,65197.0570833,64729.5416667,,,,,19301.74375,19134.875
02/01/2013,24476.8804167,24207.2083333,23000.72625,23058.4583333,,,,66678.87125,66332.875,,,,,19201.2645833,19067.2083333
02/02/2013,21375.445,21501.4583333,20888.1175,21206.2083333,,,,59611.75,59926.8333333,,,,,17348.1875,17219.1666667
02/03/2013,20914.05125,20860.8333333,19947.8058333,20623.75,,,,57542.6420833,58103.6666667,,,,,16680.785,16619.0833333
02/04/2013,21600.5583333,22057.9166667,22508.8870833,23014.5833333,,,,62117.36375,63096.875,,,,,18007.9183333,18024.375
02/05/2013,21081.7708333,21687.375,22661.5254167,23185.8333333,,,,61415.21625,62534.0,,,,,17671.92,17660.7916667
02/06/2013,20614.2325,20792.8333333,22377.4375,22828.9583333,,,,60743.5308333,61116.5416667,,,,,17751.8608333,17494.75
02/07/2013,20050.3304167,20120.3333333,22228.3558333,22455.5416667,,,,59775.3725,59791.0,,,,,17496.68625,17215.125
02/08/2013,20920.91125,20475.75,21851.63125,22348.8333333,,,,60173.56375,60107.5833333,,,,,17401.02125,17283.0
02/09/2013,19662.715,19596.2083333,20025.975,20119.2083333,,,,55854.1483333,55456.5833333,,,,,16165.4583333,15741.1666667
02/10/2013,18567.07875,18019.4583333,19052.59125,19372.5,,,,53421.1891667,52712.7083333,,,,,15801.5191667,15320.75
02/11/2013,19998.7383333,20427.3333333,21579.0766667,21976.375,,,,59021.2945833,59840.625,,,,,17443.4795833,17436.9166667
02/12/2013,20467.21625,20650.1666667,21919.5670833,22363.0416667,,,,59608.3545833,60477.25,,,,,17221.57125,17464.0416667
02/13/2013,20126.9470833,20051.4166667,21588.7870833,21999.0,,,,58643.9183333,59096.375,,,,,16928.1841667,17045.9583333
02/14/2013,19736.2591667,20099.875,21629.0995833,22115.125,,,,58416.5025,59353.75,,,,,17051.14375,17138.75
02/15/2013,20454.81375,20746.1666667,21649.315,22376.7916667,,,,59670.7820833,60578.125,,,,,17566.6533333,17455.1666667
02/16/2013,20683.27125,20508.5416667,20135.0608333,20498.25,,,,57274.7058333,57409.7083333,,,,,16456.37375,16402.9166667
02/17/2013,19765.2245833,19793.0,19586.7395833,19933.9166667,,,,55210.77875,55599.875,,,,,15858.8145833,15872.9583333
02/18/2013,19965.1225,20141.25,21548.8608333,22122.75,,,,58920.4108333,59385.8333333,,,,,17406.4275,17121.8333333
02/19/2013,21930.41125,21618.7083333,22263.8466667,22333.625,,,,62996.5991667,62297.2083333,,,,,18802.34125,18344.875
02/20/2013,22981.7058333,22823.25,22682.5291667,22972.625,,,,64401.6045833,64464.0,,,,,18737.3695833,18668.125
02/21/2013,23083.9045833,22644.5,22560.9916667,22970.4583333,,,,64086.5620833,63797.6666667,,,,,18441.6658333,18182.7083333
02/22/2013,21460.8054167,21925.5,21985.1925,22632.25,,,,60747.0020833,62300.2083333,,,,,17301.0041667,17742.4583333
02/23/2013,19975.9491667,20359.8333333,19526.6004167,20346.875,,,,55372.4204167,56544.375,,,,,15869.8708333,15837.6666667
02/24/2013,19324.8945833,19148.7916667,18722.6366667,19407.2916667,,,,53616.79375,53868.25,,,,,15569.2625,15312.1666667
02/25/2013,20560.8041667,20668.5,21325.97375,21721.875,,,,58674.6370833,59155.25,,,,,16787.8591667,16764.875
02/26/2013,21094.6833333,20952.3333333,21852.18375,21991.6666667,,,,60008.6545833,59818.7916667,,,,,17061.7875,16874.7916667
02/27/2013,21463.67,21289.25,21591.52875,21986.125,,,,60046.2204167,60324.1666667,,,,,16991.0216667,17048.7916667
02/28/2013,21654.4379167,21594.2916667,21596.8941667,22015.6666667,,,,60183.7791667,60734.0416667,,,,,16932.4470833,17124.0833333
03/01/2013,21360.3175,21559.0833333,21450.39625,22148.875,,,,59483.26,60505.5,,,,,16672.54625,16797.5416667
03/02/2013,20640.4466667,20381.9166667,19634.6970833,19833.0833333,,,,56042.8308333,55782.0416667,,,,,15767.6870833,15567.0416667
03/03/2013,19966.5216667,19780.3333333,18897.5008333,19476.75,,,,54263.1729167,54474.625,,,,,15399.1504167,15217.5416667
03/04/2013,20985.90875,20828.4166667,21560.9095833,21800.625,,,,59654.64125,59579.0,,,,,17107.8229167,16949.9583333
03/05/2013,21350.3916667,21167.5833333,21689.5820833,22300.5,,,,60175.4658333,60720.4583333,,,,,17135.4920833,17252.375
03/06/2013,21954.5241667,21752.2083333,21442.6295833,21984.5833333,,,,60478.8679167,60912.7083333,,,,,17081.7141667,17175.9166667
03/07/2013,21233.9116667,21267.9166667,21295.2283333,21857.3333333,,,,59711.4770833,60112.375,,,,,17182.3370833,16987.125
03/08/2013,20088.9983333,20334.0833333,20934.54,21517.2083333,,,,57497.6958333,58374.5,,,,,16474.1575,16523.2083333
03/09/2013,18019.9708333,18211.7083333,18912.5616667,19207.5416667,,,,52315.13875,52435.5416667,,,,,15382.60625,15016.2916667
03/10/2013,16772.3854167,17018.0833333,17896.0995833,18822.125,,,,50006.8575,50843.7916667,,,,,15338.3725,15003.5833333
03/11/2013,19875.1458333,19042.0833333,20716.6675,20915.9583333,,,,57415.41375,56859.3333333,,,,,16823.6004167,16901.2916667
03/12/2013,20526.0008333,20299.3333333,21339.15625,21699.9166667,,,,58917.2566667,58937.0833333,,,,,17052.0995833,16937.8333333
03/13/2013,21324.1666667,20572.9166667,21511.7733333,21945.125,,,,59812.2241667,59293.2916667,,,,,16976.2841667,16775.25
03/14/2013,21055.0208333,20524.625,21412.105,22079.5833333,,,,58858.3179167,59229.375,,,,,16391.1920833,16625.1666667
03/15/2013,19283.7583333,19304.875,20994.98375,21417.7916667,,,,56605.7583333,56749.25,,,,,16327.01625,16026.5833333
03/16/2013,17489.17,17495.2083333,19286.8091667,19307.0833333,,,,52269.4529167,52029.1666667,,,,,15493.47375,15226.875
03/17/2013,19052.1866667,18067.75,18446.5245833,18988.3333333,,,,53151.5995833,52099.7916667,,,,,15652.8883333,15043.7083333
03/18/2013,20491.6533333,20184.0833333,21629.3470833,21816.2083333,,,,59353.3645833,59268.5416667,,,,,17232.3641667,17268.25
03/19/2013,20702.455,20660.8333333,21919.7304167,22717.125,,,,60167.4654167,60876.8333333,,,,,17545.28,17498.875
03/20/2013,21388.1616667,21259.0833333,22018.96,22561.25,,,,61063.5491667,61393.75,,,,,17656.4275,17573.4166667
03/21/2013,21763.0958333,21546.5,22042.7591667,22389.5416667,,,,61137.4358333,61373.0833333,,,,,17331.5808333,17437.0416667
03/22/2013,20686.1079167,20439.0833333,21133.44375,21940.3333333,,,,58529.5325,59206.8333333,,,,,16709.9808333,16827.4166667
03/23/2013,18149.83,18379.9583333,19094.6270833,19317.3333333,,,,52370.8958333,52940.25,,,,,15126.43875,15242.9583333
03/24/2013,19442.7495833,18529.75,18666.2258333,19129.5416667,,,,53129.1116667,52361.9583333,,,,,15020.13625,14702.6666667
03/25/2013,21356.6,21551.5416667,21295.2375,21873.375,,,,59142.7745833,60043.375,,,,,16490.9370833,16618.4583333
03/26/2013,20699.63375,20923.7083333,20994.7033333,21932.5,,,,58116.1329167,59400.8333333,,,,,16421.7958333,16544.625
03/27/2013,20235.2670833,20142.6666667,20665.16125,21378.6666667,,,,56959.1258333,57816.75,,,,,16058.6975,16295.4166667
03/28/2013,19163.43625,19618.3333333,20262.50125,21146.1666667,,,,55187.4758333,56737.4583333,,,,,15761.5383333,15972.9583333
03/29/2013,17567.0479167,17898.9166667,18445.9366667,19487.75,,,,50871.5641667,52484.8333333,,,,,14858.5795833,15098.1666667
03/30/2013,16730.50125,16051.3333333,17285.8558333,17530.7083333,,,,47925.1954167,47395.0416667,,,,,13908.8383333,13813.0
03/31/2013,15538.8895833,15785.4166667,16265.6925,17146.5,,,,45427.9570833,46562.9166667,,,,,13623.375,13631.0
04/01/2013,18384.8120833,18519.375,20038.8091667,20406.7083333,,,,54432.8083333,54832.6666667,,,,,16009.1870833,15906.5833333
04/02/2013,19434.4729167,19050.875,20540.3804167,21212.9583333,,,,56083.5316667,56375.5416667,,,,,16108.6783333,16111.7083333
04/03/2013,19285.6720833,18958.5416667,20402.3625,21103.5416667,,,,55694.9033333,55875.7083333,,,,,16006.86875,15813.625
04/04/2013,18654.9391667,18501.5416667,20069.415,20365.25,,,,54173.6395833,54647.3333333,,,,,15449.2854167,15780.5416667
04/05/2013,17898.97,17741.7083333,19629.3533333,20087.125,,,,53060.8429167,53182.6666667,,,,,15532.5195833,15353.8333333
04/06/2013,16224.2533333,16276.6666667,18075.8754167,18128.875,,,,48498.1970833,48457.4583333,,,,,14198.0683333,14051.9166667
04/07/2013,15429.3145833,15714.6666667,16854.6516667,17509.4166667,,,,45932.0854167,46867.2916667,,,,,13648.1191667,13643.2083333
04/08/2013,17315.84,17425.5,19975.4283333,20221.875,,,,52735.5758333,52886.1666667,,,,,15444.3075,15238.7916667
04/09/2013,17659.44125,17833.4166667,20350.7016667,20454.75,,,,53894.7533333,53958.0416667,,,,,15884.6104167,15669.875
04/10/2013,18109.6604167,17752.2916667,20784.22,20808.625,,,,54752.06875,54435.4166667,,,,,15858.1883333,15874.5
04/11/2013,17763.2341667,17588.8333333,21225.9908333,21071.7916667,,,,54989.67,54581.25,,,,,16000.445,15920.625
04/12/2013,18481.9120833,17762.25,20644.5416667,20907.6666667,,,,54893.0533333,54462.5416667,,,,,15766.5995833,15792.625
04/13/2013,16910.5220833,16664.9583333,18478.9783333,18708.125,,,,49781.2504167,49694.5416667,,,,,14391.75,14321.4583333
04/14/2013,15780.6520833,16007.0833333,17608.7004167,17852.625,,,,47933.9029167,47642.0833333,,,,,14544.5504167,13782.375
04/15/2013,17256.4125,17414.6666667,19933.3420833,20574.3333333,,,,52813.1254167,53813.1666667,,,,,15623.3708333,15824.1666667
04/16/2013,17802.9604167,17565.5833333,19825.8375,20468.625,,,,53050.1391667,53673.625,,,,,15421.34125,15639.4166667
04/17/2013,18074.32875,18168.75,20233.7675,20258.2083333,,,,54133.9070833,53897.3333333,,,,,15825.8108333,15470.375
04/18/2013,18148.5916667,17889.1666667,20431.3008333,20514.5416667,,,,54780.7525,54047.9166667,,,,,16200.86,15644.2083333
04/19/2013,18804.9441667,17866.25,20179.0354167,20504.9583333,,,,54800.4666667,54423.1666667,,,,,15816.4870833,16051.9583333
04/20/2013,17267.3629167,17161.9166667,18264.68375,18495.375,,,,49867.37,50194.25,,,,,14335.3233333,14536.9583333
04/21/2013,16441.8004167,16112.3333333,17500.2775,17963.0416667,,,,47925.2229167,47809.9166667,,,,,13983.145,13734.5416667
04/22/2013,17596.6716667,17750.0833333,19744.8345833,20475.9583333,,,,52931.2420833,53697.75,,,,,15589.7358333,15471.7083333
04/23/2013,17595.345,17880.4166667,19973.56875,20617.2916667,,,,53251.9266667,54372.2916667,,,,,15683.0129167,15874.5833333
04/24/2013,18290.8095833,18061.0833333,20006.9054167,20627.9583333,,,,53921.81625,54387.375,,,,,15624.10125,15698.3333333
04/25/2013,18051.0441667,17989.125,19882.3304167,20407.6666667,,,,53266.6783333,53814.75,,,,,15333.30375,15417.9583333
04/26/2013,17449.5025,17553.7916667,19397.55625,19962.0,,,,51405.7691667,52452.75,,,,,14558.7104167,14936.9583333
04/27/2013,16173.2033333,15907.75,16950.5775,17827.0,,,,46154.69625,47156.8333333,,,,,13030.9154167,13422.0833333
04/28/2013,15631.0770833,15442.0,16491.9070833,16719.8333333,,,,45023.3829167,44962.3333333,,,,,12900.39875,12800.5
04/29/2013,17430.5445833,17855.8333333,19539.3383333,20117.7083333,,,,51763.575,52724.875,,,,,14793.6920833,14751.3333333
04/30/2013,18155.0770833,18130.5,19976.735,20736.5,,,,53348.6266667,54210.7083333,,,,,15216.8145833,15343.7083333
05/01/2013,18646.50375,18473.5416667,20442.8595833,20996.7083333,,,,54425.3729167,54497.6666667,,,,,15336.0095833,15027.4166667
05/02/2013,18221.3154167,18107.2083333,20077.8779167,20694.2083333,,,,53777.9095833,54209.6666667,,,,,15478.71625,15408.25
05/03/2013,18012.6908333,17765.0,19823.2845833,20147.7916667,,,,53345.1970833,53115.4166667,,,,,15509.2216667,15202.625
05/04/2013,16309.2658333,16156.9166667,17304.8145833,17792.0833333,,,,47658.0308333,47531.625,,,,,14043.9504167,13582.625
05/05/2013,15914.1254167,15580.7083333,16523.1691667,17478.5833333,,,,45543.9229167,46425.7916667,,,,,13106.6283333,13366.5
05/06/2013,17474.2425,17681.5416667,19641.1991667,20427.8333333,,,,51883.3754167,53245.0833333,,,,,14767.93375,15135.7083333
05/07/2013,17875.46125,17874.9583333,19945.9141667,20782.0,,,,52770.4458333,53879.125,,,,,14949.0704167,15222.1666667
05/08/2013,18188.7845833,18336.875,20246.4895833,21039.3333333,,,,53449.38375,54414.875,,,,,15014.1095833,15038.6666667
05/09/2013,18137.8654167,18161.5,20279.4429167,21242.2083333,,,,53360.6470833,54278.5,,,,,14943.33875,14874.7916667
05/10/2013,17422.2941667,17515.1666667,19513.5816667,19997.8333333,,,,51369.9116667,52112.5,,,,,14434.0358333,14599.5
05/11/2013,15730.155,15940.9166667,17230.8545833,17438.125,,,,46113.3608333,46391.7083333,,,,,13152.35125,13012.6666667
05/12/2013,15310.0266667,15473.5416667,16487.1425,17199.75,,,,44525.3058333,45413.9166667,,,,,12728.1366667,12740.625
05/13/2013,17428.98,17249.25,19562.3766667,20018.5416667,,,,51877.6870833,51997.5416667,,,,,14886.3304167,14729.75
05/14/2013,18621.5233333,18635.625,19958.5708333,20585.3333333,,,,54554.46625,55751.75,,,,,15974.3720833,16530.7916667
05/15/2013,20135.64875,19580.8333333,20721.1779167,21263.2083333,,,,56460.1433333,56756.2916667,,,,,15603.3166667,15912.25
05/16/2013,19830.8666667,19496.2083333,20537.28875,20905.6666667,,,,56144.0945833,56316.7916667,,,,,15775.9391667,15914.9166667
05/17/2013,18850.8629167,18851.0416667,19627.8575,20225.1666667,,,,53756.7395833,54595.4166667,,,,,15278.0191667,15519.2083333
05/18/2013,17814.155,17813.625,18024.7866667,18410.2916667,,,,50137.7975,51087.6666667,,,,,14298.8558333,14863.75
05/19/2013,19291.4929167,18690.9583333,18593.3770833,19151.5,,,,52197.51875,52704.4166667,,,,,14312.64875,14861.9583333
05/20/2013,21152.78375,21949.2916667,23546.9870833,23201.125,,,,60536.50125,61642.2083333,,,,,15836.7304167,16491.7916667
05/21/2013,20161.4933333,20763.2083333,23643.7325,23907.5,,,,59234.3579167,60290.3333333,,,,,15429.1320833,15619.625
05/22/2013,19088.47625,19401.2916667,22077.5483333,22444.7916667,,,,56194.32,56886.25,,,,,15028.2954167,15040.1666667
05/23/2013,17633.0479167,17978.8333333,20012.2970833,20971.125,,,,52495.0670833,53963.5416667,,,,,14849.7220833,15013.5833333
05/24/2013,16949.52125,17114.1666667,19091.83375,19794.2083333,,,,50687.3054167,51459.4166667,,,,,14645.9504167,14551.0416667
05/25/2013,15385.9329167,15590.25,16516.8595833,17855.7083333,,,,44972.6108333,46634.2083333,,,,,13069.8183333,13188.25
05/26/2013,15431.3595833,15327.4166667,15728.4029167,16724.75,,,,43758.3316667,44401.8333333,,,,,12598.5691667,12349.6666667
05/27/2013,16457.6175,16359.7916667,16081.3116667,16741.3333333,,,,45490.1916667,46224.0,,,,,12951.2625,13122.875
05/28/2013,19465.5141667,20107.375,20134.3466667,21015.9166667,,,,54710.0245833,56517.9583333,,,,,15110.16375,15394.6666667
05/29/2013,21126.9091667,21006.2083333,22155.34125,23007.0833333,,,,59171.0779167,60287.4166667,,,,,15888.8275,16274.125
05/30/2013,21327.6304167,21347.375,23837.8308333,24151.0416667,,,,61368.92875,61878.3333333,,,,,16203.4675,16379.9166667
05/31/2013,19558.6783333,20751.0416667,22938.9429167,23422.7083333,,,,58195.3933333,59923.25,,,,,15697.7720833,15749.5
06/01/2013,17282.38375,18136.7916667,20041.26125,20691.2083333,,,,51198.9570833,52475.9166667,,,,,13875.3120833,13647.9166667
06/02/2013,16025.2404167,16188.7916667,17250.3691667,18388.7083333,,,,46181.3791667,47617.9583333,,,,,12905.7695833,13040.4583333
06/03/2013,17525.37375,17945.9583333,19708.7879167,20190.0416667,,,,52099.8191667,53206.7083333,,,,,14865.6575,15070.7083333
06/04/2013,18033.97875,18289.4166667,19925.2683333,20343.625,,,,53032.305,53655.3333333,,,,,15073.0579167,15022.2916667
06/05/2013,19094.7879167,19204.5416667,20015.45125,20719.625,,,,54207.2845833,55048.0833333,,,,,15097.0454167,15123.9166667
06/06/2013,19396.23625,19325.75,20029.0691667,20847.9583333,,,,54449.95,55286.5833333,,,,,15024.6445833,15112.875
06/07/2013,18425.3429167,18631.2916667,19656.6070833,20453.5833333,,,,52732.69625,54055.4166667,,,,,14650.74625,14970.5416667
06/08/2013,17455.8529167,17178.8333333,17741.3975,18692.875,,,,48663.4629167,49331.9583333,,,,,13466.2125,13460.25
06/09/2013,17209.5975,17083.5833333,17616.54375,17963.1666667,,,,48068.19875,48093.9166667,,,,,13242.0575,13047.1666667
06/10/2013,19388.6829167,19126.0833333,21147.4254167,21201.5,,,,56098.3441667,56174.0416667,,,,,15562.2358333,15846.4583333
06/11/2013,21355.9379167,21757.0833333,22530.9933333,23228.5416667,,,,60460.3758333,62180.0833333,,,,,16573.4445833,17194.4583333
06/12/2013,24048.3833333,23437.6666667,22505.4191667,22864.2083333,,,,63420.19,63080.0833333,,,,,16866.3875,16778.2083333
06/13/2013,21713.5395833,21781.2916667,21788.8475,22082.4583333,,,,59883.25125,60474.5833333,,,,,16380.8641667,16610.8333333
06/14/2013,19917.5258333,20096.125,21082.4845833,21258.7916667,,,,56840.3441667,57179.2083333,,,,,15840.33375,15824.2916667
06/15/2013,19229.5045833,19560.7083333,19029.1975,19475.7083333,,,,53002.8170833,53985.375,,,,,14744.115,14948.9583333
06/16/2013,18744.6170833,19790.1666667,19483.7979167,19566.5416667,,,,53097.2195833,54125.2916667,,,,,14868.8045833,14768.5833333
06/17/2013,21492.8754167,21536.4583333,23052.2766667,22887.2916667,,,,61549.86875,61211.7916667,,,,,17004.7166667,16788.0416667
06/18/2013,21438.1991667,22088.0416667,20981.31,22498.3333333,,,,58997.63625,61207.2916667,,,,,16578.1270833,16620.9166667
06/19/2013,21269.8195833,21040.8333333,20931.4520833,21884.5,,,,59524.59875,59706.5,,,,,17323.3270833,16781.1666667
06/20/2013,22468.3570833,22410.875,22441.67875,22614.875,,,,63545.3525,63092.5416667,,,,,18635.3166667,18066.7916667
06/21/2013,23147.5275,23122.8333333,23210.91,24191.125,,,,64039.3516667,66073.875,,,,,17680.9141667,18759.9166667
06/22/2013,20897.2479167,22412.125,22339.70625,24517.0416667,,,,59489.9025,64710.7916667,,,,,16252.9483333,17781.625
06/23/2013,19572.6208333,21582.75,23253.0775,24084.6666667,,,,58894.8633333,62244.7916667,,,,,16069.165,16577.375
06/24/2013,22448.7933333,23371.4166667,26493.07125,27250.625,,,,66618.28375,69270.2916667,,,,,17676.4191667,18648.25
06/25/2013,24012.2295833,24142.1666667,25167.79625,27870.6666667,,,,67994.9225,71090.3333333,,,,,18814.8966667,19077.5
06/26/2013,22821.1741667,24353.4583333,25682.4970833,26140.7916667,,,,68076.0366667,69842.0416667,,,,,19572.3654167,19347.7916667
06/27/2013,23719.58625,24186.4166667,25870.9045833,27220.7916667,,,,68727.9720833,70668.1666667,,,,,19137.48125,19260.9583333
06/28/2013,22486.3716667,22858.0416667,22993.8804167,24434.75,,,,63038.2745833,64398.7916667,,,,,17558.0225,17106.0
06/29/2013,18491.8483333,18291.25,19373.21625,20386.6666667,,,,52992.1283333,53206.75,,,,,15127.06375,14528.8333333
06/30/2013,17186.3283333,17475.6666667,18564.4929167,19197.0416667,,,,50424.1725,51271.7083333,,,,,14673.35125,14599.0
07/01/2013,18620.7125,18750.3333333,20423.84875,22330.375,,,,56215.2345833,57950.5,,,,,17170.6733333,16869.7916667
07/02/2013,18480.7629167,18720.0416667,20368.78625,21857.9583333,,,,56200.995,58004.9166667,,,,,17351.4458333,17426.9166667
07/03/2013,19224.9191667,18899.625,21289.6341667,22563.875,,,,57850.4595833,58369.875,,,,,17335.90625,16906.375
07/04/2013,17851.5645833,18474.375,19510.8191667,20920.8333333,,,,53217.1666667,56158.0416667,,,,,15854.7829167,16762.8333333
07/05/2013,19489.04,18935.0833333,21854.15,22785.3333333,,,,58837.3191667,58103.8333333,,,,,17494.1291667,16383.4166667
07/06/2013,18994.8775,19264.875,22090.6908333,23280.875,,,,58452.4295833,59719.0,,,,,17366.86125,17173.25
07/07/2013,20117.985,19736.5,22279.3220833,23121.0833333,,,,60560.92625,60662.875,,,,,18163.6191667,17805.2916667
07/08/2013,23576.6679167,23299.625,25524.2045833,27355.375,,,,69233.035,71399.625,,,,,20132.1625,20744.625
07/09/2013,25035.1320833,24367.2083333,26290.9145833,27827.0,,,,71310.5554167,72560.1666667,,,,,19984.50875,20365.9583333
07/10/2013,23632.7325,24611.4583333,26048.82875,26420.125,,,,68104.075,69132.9166667,,,,,18422.51375,18101.3333333
07/11/2013,21616.5320833,21670.125,23264.3758333,24738.0833333,,,,63439.6083333,64910.25,,,,,18558.7004167,18502.0416667
07/12/2013,20682.64,20964.0416667,23286.33375,23627.75,,,,63155.9245833,63460.1666667,,,,,19186.9508333,18868.375
07/13/2013,19780.6908333,19784.9166667,22432.0375,23227.5416667,,,,59041.5195833,60839.75,,,,,16828.79125,17827.2916667
07/14/2013,21176.9170833,20530.25,24145.5629167,24605.2916667,,,,62286.1929167,62251.7916667,,,,,16963.7129167,17116.25
