DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,
6/9/2010,WEST,30192.288,28741.417,27906.92,27534.085,27738.67,28833.712,31049.088,33298.852,35228.222,36656.766,37900.27,38879.226,39633.388,40243.625,40598.597,40926.587,41197.362,41387.025,41202.846,40267.83,39590.455,39581.205,38217.564,35207.804,,862014
6/10/2010,WEST,32349.091,30401.915,29172.837,28386.467,28205.069,29130.01,30772.632,33487.69,35913.154,38092.824,39928.578,41304.512,42365.825,43262.001,43860.179,44256.115,44517.903,44042.448,43052.433,41505.984,40445.537,40429.73,38702.224,35500.105,,899085
6/11/2010,WEST,32484.742,30442.074,28969.759,28335.234,28282.249,29260.387,31080.981,33462.421,35940.964,38298.053,40649.553,42981.381,44686.574,46005.055,47063.499,48066.32,48722.524,48614.759,47575.696,46254.673,44993.088,44564.874,42964.098,39607.874,,949307
6/12/2010,WEST,36363.444,33981.34,32369.228,31365.844,30765.136,30900.447,31141.819,32742.755,35178.471,37652.752,39480.759,40603.709,41038.866,41114.727,41281.598,41454.551,41514.783,41177.257,40443.729,39429.465,38650.229,38538.845,37309.815,34683.119,,889183
6/13/2010,WEST,32269.253,30336.507,29000.668,28040.055,27674.544,27588.586,27359.129,28240.496,30055.331,32147.027,34003.847,35494.125,36740.465,37630.496,38450.645,39020.972,39660.015,40205.75,40084.673,39275.339,38742.016,39154.151,37995.615,35337.008,,824507
6/14/2010,WEST,32727.072,30852.516,29832.744,29107.533,29230.53,30467.056,32532.684,35153.092,37944.344,40058.63,41969.217,43496.629,44537.28,45317.39,45606.586,45779.018,45647.062,45387.779,44489.644,43251.981,42164.97,42084.554,40259.189,36909.075,,934807
6/15/2010,WEST,34054.195,31987.249,30701.269,29845.21,29633.85,30687.634,32708.602,35120.268,37484.83,39374.039,41289.043,42950.932,44360.531,45468.524,46312.234,46704.972,47084.88,46844.373,46147.79,45280.136,44552.684,44221.657,42046.321,38741.667,,953603
6/16/2010,WEST,35500.801,33293.216,31669.34,30907.154,30831.958,31692.048,33370.144,36086.562,38743.606,40909.801,43027.706,44554.86,45719.543,46718.447,47686.36,48060.54,48314.353,48305.04,47389.862,45838.741,44205.018,43632.709,41712.878,38121.515,,976292
6/17/2010,WEST,34846.209,32591.232,30967.334,29974.679,29740.765,30589.673,32077.667,34876.694,37713.866,39914.403,42132.49,43695.136,44886.404,45948.174,46908.732,47539.79,48000.604,47945.812,47337.63,46108.825,44629.064,44052.412,42149.136,38617.986,,963245
6/18/2010,WEST,35314.55,32879.267,31273.724,30288.347,30040.063,30933.039,32436.548,34850.592,37716.493,40405.143,43027.929,45596.959,47599.459,49318.579,50746.688,51785.368,51681.665,48622.295,46842.618,44938.217,43109.289,42386.77,40374.61,36996.725,,979165
6/19/2010,WEST,33961.452,31839.808,30291.203,29328.446,28700.878,28685.404,28820.793,30472.955,33205.361,36270.851,39009.6,41151.88,42919.189,44108.417,45019.83,45830.54,46461.11,46547.181,45956.779,44392.091,42914.568,41903.665,40364.963,37315.724,,915473
6/20/2010,WEST,34385.379,31968.729,30373.631,28998.451,28174.054,27763.674,27505.631,28826.976,31682.803,34262.541,36516.343,38347.258,39813.799,40773.166,41566.35,42464.929,43580.083,44272.517,44066.411,43113.479,41794.554,41252.616,39921.082,36873.505,,878298
6/21/2010,WEST,34119.293,32044.119,30706.254,29903.745,29806.278,30690.808,32277.653,35390.8,38472.894,40936.795,43222.319,45134.354,46436.849,47462.125,48547.679,49339.116,49961.665,49956.948,49329.057,48193.516,47085.158,46959.198,45064.994,41423.217,,992465
6/22/2010,WEST,37597.856,35163.704,33410.309,32370.135,32067.892,32789.025,34423.635,37227.673,39901.993,42345.542,44756.959,47071.083,48891.674,50857.957,52554.027,53515.943,54070.241,54261.366,53763.194,52528.893,50711.17,49813.977,47566.413,43589.673,,1061250
6/23/2010,WEST,39644.531,36922.274,35153.9,34111.031,33880.955,34829.428,36787.167,39718.201,42077.554,44294.692,46298.162,47920.729,49375.461,50657.073,51716.139,52945.612,53770.56,53757.277,52404.699,49872.255,47873.414,46911.369,44302.942,40866.571,,1066092
6/24/2010,WEST,37586.943,35226.728,33522.61,32434.753,32225.109,32855.091,34515.625,37420.471,40516.312,42974.033,45009.56,46627.696,47997.684,49178.156,49531.666,49509.632,49780.63,49597.741,49098.095,47623.659,45889.233,45069.117,43145.044,39508.487,,1016844
6/25/2010,WEST,35957.975,33577.499,31885.173,30879.542,30659.595,31182.109,32526.675,35174.682,38131.915,40706.549,43300.435,45359.892,46640.176,47969.881,49120.856,49699.055,50297.483,50265.32,49474.159,47889.666,45954.432,45026.81,43078.21,39543.19,,994301
6/26/2010,WEST,36208.464,33904.704,32241.013,30919.09,30255.944,30253.884,30234.076,31336.172,33998.245,37009.418,40136.216,42805.163,44812.934,46260.081,47193.104,48298.124,48984.012,49187.588,48702.385,47405.707,45745.657,44846.352,43059.08,40168.538,,963966
6/27/2010,WEST,37114.006,34714.226,33099.231,31929.453,31076.436,30852.695,30541.815,31955.898,35012.225,38371.127,41024.567,43178.954,45142.805,46663.67,47782.443,48147.028,48494.367,48406.756,47741.598,46739.429,45524.837,44859.335,43282.021,40392.255,,972047
6/28/2010,WEST,37468.405,35495.17,33985.694,33181.99,32986.245,33825.091,35450.359,38071.698,41027.231,43611.691,45909.909,47447.888,48418.776,49205.194,49744.997,50204.212,50398.046,49831.98,48542.736,46761.14,45134.385,44290.589,42246.85,38547.562,,1021788
6/29/2010,WEST,35195.661,32837.555,31332.838,30415.891,30213.706,30930.608,32350.901,34899.918,37428.224,39502.153,41302.124,42476.197,43172.654,43617.781,44023.527,44192.985,44227.33,43853.153,42931.733,41494.146,39913.092,39405.971,37808.417,34702.435,,918229
6/30/2010,WEST,31827.734,29886.534,28633.712,27995.149,27854.143,28653.484,30006.464,32178.084,34385.779,36142.771,37796.442,38801.322,39617.03,40282.041,40892.011,41158.647,41421.342,41424.499,40809.184,39468.758,38073.189,37782.851,36388.993,33516.648,,854997
7/1/2010,WEST,30832.492,28958.221,27774.377,27156.282,27122.016,27965.668,29051.78,31385.199,33610.229,35212.493,36794.773,37799.07,38594.123,39255.714,39946.966,40273.447,40558.817,40573.116,40193.861,39124.52,37864.645,37598.302,36390.665,33536.942,,837574
7/2/2010,WEST,30675.693,28717.993,27682.586,26819.814,26836.904,27487.308,28743.044,30892.51,33301.323,35140.3,36855.001,38005.853,38909.039,39638.352,40454.559,41043.51,41750.59,42125.479,41850.308,40687.556,39057.768,38097.038,36558.33,33678.205,,845009
7/3/2010,WEST,30999.77,28813.033,27404.68,26352.842,26017.135,25855.191,25652.156,26669.589,28875.036,31220.783,33419.479,35358.223,37057.899,38415.627,39583.896,40911.354,42009.088,42840.836,42743.81,41903.138,40381.256,39109.46,37538.786,35017.618,,824151
7/4/2010,WEST,32475.284,30132.418,28562.876,27411.268,26793.502,26440,25834.966,26737.396,29334.497,32527.025,36118.882,39422.861,42076.055,43891.967,45017.818,45992.922,46642.491,46778.662,45953.789,44544.563,42741.303,41774.156,40436.876,38808.165,,886450
7/5/2010,WEST,36555.449,34253.648,32646.304,31282.328,30719.284,30788.53,30693.012,31825.484,34462.938,38196.122,42113.378,45484.518,47708.947,49072.522,50036.144,50861.671,51604.408,51997.559,51540.42,50425.273,48876.444,47924.504,45811.024,42221.601,,1007102
7/6/2010,WEST,38776.209,36219.991,34404.631,33156.54,32747.507,33511.015,34922.75,37960.12,41464.925,45084.695,48658.986,51788.644,53982.718,55594.748,56555.15,57142.434,57618.581,57521.949,56897.538,55195.249,52970.399,51648.666,48645.951,44513.517,,1116983
7/7/2010,WEST,40637.879,37747.808,35815.839,34383.407,33780.349,34375.499,35692.677,38368.982,41916.845,45604.361,49173.114,52295.732,54469.441,56332.902,57622.815,58088.068,58224.293,57690.379,56241.863,54174.081,52266.334,51317.871,48829.154,44650.706,,1129700
7/8/2010,WEST,41100.424,38396.235,36391.522,34906.349,34307.345,35051.088,36503.877,39139.707,42295.07,45236.554,48127.414,50807.683,52892.161,54569.592,55779.798,56196.919,56262.941,56030.302,55116.217,53258.078,51560.278,50526.772,47981.763,44188.614,,1116627
7/9/2010,WEST,40426.613,37931.154,35907.289,34794.487,34273.13,34896.842,36520.135,38633.273,41185.254,43936.582,46276.96,48311.039,49770.136,50628.139,50934.111,50769.977,50459.359,49652.294,48324.442,46690.445,45286.622,44219.402,42338.803,39121.019,,1041288
7/10/2010,WEST,36155.463,33611.4,32012.761,30877.948,30209.271,30200.272,30154.737,31347.992,34188.072,37240.849,40034.007,42299.461,44006.882,45168.679,45932.709,46601.869,47185.785,47411.365,46552.85,45127.818,43329.973,42334.087,40384.074,37360.669,,939729
7/11/2010,WEST,34457.201,32172.71,30475.727,29334.365,28562.656,28140.451,27539.043,28658.858,31393.043,34623.469,37703.962,40417.884,42508.854,43741.496,44707.554,45321.436,46095.914,46453.249,45777.871,44426.149,42946.58,42567.449,40564.605,37653.991,,906245
7/12/2010,WEST,35008.561,33018.468,31581.078,30749.776,30792.112,31661.115,33652.399,36033.581,38623.932,40845.234,43052.937,44829.073,46429.308,47856.093,49010.231,49575.223,50068.704,49996.21,49263.196,47990.386,46593.662,46270.293,44088.308,40557.717,,997548
7/13/2010,WEST,37287.676,34980.916,33391.429,32382.485,32270.626,33120.529,34987.045,37429.77,40012.324,42326.576,44399.455,46013.026,47430.065,48563.731,49220.503,49140.061,49198.401,48944.124,48223.833,47099.921,45874.109,45091.539,43259.291,39936.552,,1010584
7/14/2010,WEST,36525.942,34313.345,32867.946,31866.215,31695.281,32641.8,34356.491,36958.5,39817.108,42627.545,45424.515,48087.715,50203.453,51987.604,53491.915,54454.425,55505.982,55668.776,55272.735,53796.731,51975.912,51389.952,48964.312,44752.535,,1074647
7/15/2010,WEST,41159.88,38526.068,36730.912,35654.4,35133.822,35857.796,37250.383,39918.273,42904.263,45859.707,48927.314,51721.539,54190.247,56014.377,57244.807,57629.471,57816.243,57490.203,56292.996,54550.344,52322.595,51114.912,48243.707,44175.535,,1136730
7/16/2010,WEST,40350.483,37546.649,35463.874,34199.882,33639.541,34352.372,35783.627,38180.333,41142.988,44165.437,47139.739,49414.957,51064.482,52876.53,53820.032,54483.66,54902.981,54965.773,53998.8,52284.71,50231.033,49083.616,46653.66,42914.141,,1088659
7/17/2010,WEST,39378.103,36563.428,34587.864,33049.147,32259.646,32088.183,31998.368,33378.04,36352.995,39821.142,43067.762,45628.084,47634.939,48815.76,49779.815,50442.634,51169.771,51300.302,50720.967,49350.522,47637.123,46610.537,44497.125,41315.136,,1017447
7/18/2010,WEST,38210.574,35780.374,34069.204,32546.391,31816.003,31365.822,30894.098,31877.507,34300.163,37214.259,40300.82,43604.884,46304.553,47953.974,49278.033,49794.861,50391.309,50412.108,49594.477,48227.408,46991.208,46344.998,44690.265,41578.789,,993542
7/19/2010,WEST,38537.952,36213.339,34635.341,33729.633,33388.123,34376.792,36232.824,38921.378,41791.994,44374.422,46875.154,49002.674,50780.048,52393.157,53457.179,53760.326,53654.603,52950.179,52023.47,50311.302,48963.603,48384.489,46055.208,42312.131,,1073125
7/20/2010,WEST,38920.915,36481.402,34632.524,33489.293,33183.721,34113.801,35763.623,38229.561,40696.763,42580.561,44345.064,45990.457,47614.601,49022.5,50127.154,50897.568,51555.873,51628.116,51096.008,49751.509,48706.19,48084.297,45905.214,42415.641,,1045232
7/21/2010,WEST,39082.146,36644.126,34967.725,34022.927,33619.063,34659.174,36246.767,38702.041,41768.409,44446.887,46903.587,48945.866,50967.021,52760.538,54012.735,54786.631,55288.59,55278.526,54790.069,53290.928,51686.231,50571.508,47828.478,43798.663,,1095069
7/22/2010,WEST,40042.259,37417.108,35489.891,34156.411,33753.029,34519.107,36077.773,38830.618,41621.969,44414.984,46903.671,49092.08,50749.606,52383.089,53841.178,54952.11,55498.066,55692.916,55312.375,53990.841,52709.521,52342.588,49970.062,46262.332,,1106024
7/23/2010,WEST,42689.789,40210.626,38540.323,37266.243,36687.186,37302.19,38992.794,41383.157,44563.032,47738.744,50914.572,53633.696,55736.245,57359.274,58577.856,59200.91,59721.678,59458.108,58149.922,55784.75,53441.278,52234.006,49488.478,45699.884,,1174775
7/24/2010,WEST,42228.979,39532.123,37340.392,35840.8,34950.782,34781.282,34895.682,36378.498,39026.149,41839.964,44569.106,47056.699,48768.277,50097.867,51386.554,52411.248,53257.883,52953.489,51897.572,50802.264,49375.297,48764.407,46354.352,43191.686,,1067701
7/25/2010,WEST,39956.162,37397.996,35581.526,34136.401,33163.451,32607.641,32341.686,32989.976,35277.698,37975.51,40420.175,42178.393,43673.949,44577.598,45020.433,45366.16,45819.701,46254.378,45745.016,44685.364,43186.694,42569.545,40742.551,37633.494,,959301
7/26/2010,WEST,34938.467,32921.923,31625.789,30744.575,30603.86,31695.743,33283.861,35521.812,38567.404,41149.539,43565.685,45712.844,47399.248,49042.044,50166.737,51128.826,51575.831,51721.827,51229.181,49560.541,47764.594,46876.988,44240.791,40548.57,,1011587
7/27/2010,WEST,37058.735,34601.601,32868.233,31851.571,31462.619,32232.676,34013.613,36499.362,39392.861,42072.803,45112.319,47488.241,49400.28,51005.603,52463.783,53564.004,54160.715,54279.87,53706.242,52353.63,50785.897,49948.399,47456.986,43583.628,,1057364
7/28/2010,WEST,40259.826,37624.378,36094.568,34915.304,34644.243,35624.981,37494.601,39796.609,42718.457,45468.311,48522.762,51544.325,54039.687,55682.412,56729.271,57089.734,56517.336,55920.77,54883.095,53258.843,51804.081,50989.879,48128.203,44209.882,,1123962
7/29/2010,WEST,40748.342,38081.333,36278.565,34828.117,34372.429,35143.021,37003.495,39142.874,41750.716,44186.433,46475.389,48357.661,49876.119,51001.428,51748.081,52031.633,52182.515,51758.401,50406.901,47952.904,45761.907,45185.535,42514.527,38955.049,,1055743
7/30/2010,WEST,35758.045,33418.063,31891.634,30814.057,30610.487,31551.81,33057.109,35029.963,37131.093,39083.162,40787.292,42517.07,43898.386,45462.5,45973.196,46147.249,45953.965,45335.91,44252.675,42672.014,41644.027,41480.051,39681.332,36812.174,,940963
7/31/2010,WEST,34193.519,31961.352,30735.819,29724.331,29273.572,29467.942,29904.832,30754.601,32265.768,34426.634,36539.058,38126.442,38783.229,39046.253,39236.271,39306.297,39598.276,39706.97,39293.553,38478.966,37998.558,38025.403,36670.946,34278.897,,847797
8/1/2010,WEST,31983.679,30185.286,28864.048,28057.535,27447.819,27406.691,27389.636,27761.369,29767.228,32356.753,34872.708,37273.248,39155.665,40783.015,41933.361,42884.132,43778.933,44412.814,44299.202,43520.298,42476.339,42412.939,40788.8,37906.761,,867718
8/2/2010,WEST,35361.135,33199.31,31698.904,30899.561,30768.149,31805.346,33708.359,35952.663,38849.149,41768.187,44668.179,47122.62,49054.166,50608.625,51821.25,52414.962,52427.163,51697.302,50872.596,49591.96,48555.272,48358.445,45775.475,42263.224,,1029242
8/3/2010,WEST,38850.396,36508.647,34653.04,33407.661,33017.615,34106.068,36360.74,38750.191,40727.977,42340.242,44058.013,45671.533,47020.363,48775.199,50072.352,51119.229,52053.381,52435.614,52085.785,51119.616,50355.269,49944.251,47518.29,43733.537,,1054685
8/4/2010,WEST,40530.86,38000.449,36478.617,35546.643,35159.189,35946.412,37945.805,40235.867,42423.186,44622.525,46901.536,49443.096,51489.235,52973.407,53052.502,52631.668,51860.463,50948.919,49862.807,48573.097,47319.109,46800.359,44318.648,40937.538,,1074002
8/5/2010,WEST,37906.55,35440.502,33867.733,32827.139,32711.016,33585.298,35731.666,37682.224,40358.77,42941.09,45741.997,48114.994,50158.728,51438.798,52060.184,52149.589,51877.624,51469.322,50531.833,48570.633,46913.692,46384.725,43765.858,40155.645,,1042386
8/6/2010,WEST,36813.822,34337.434,32738.694,31661.669,31175.517,31919.929,33669.128,35439.368,37830.026,40348.699,42810.636,44663.225,46239.969,47200.281,47855.37,48089.764,48128.944,47892.991,46740.807,44776.573,43081.709,42300.237,40138.793,36889.73,,972743
8/7/2010,WEST,33872.456,31693.987,30179.72,29061.762,28574.726,28466.352,28795.801,29308.681,31654.586,34236.522,36671.794,38651.299,40131.23,41489.799,42428.663,43314.005,44099.323,44520.587,43944.905,42591.482,41146.485,40758.741,38812.275,36074.153,,880479
8/8/2010,WEST,33475.527,31398.556,29840.717,28810.101,28135.019,27914.256,27937.614,28111.818,30015.097,32408.296,34676.017,36635.197,38300.504,39580.353,41022.923,42798.982,44555.128,45655.273,45694.271,45000.978,44196.813,44365.686,42399.538,39493.171,,882422
8/9/2010,WEST,36825.385,34738.224,33409.432,32436.99,32268.236,33235.828,35246.106,37407.006,40111.847,42473.432,45158.52,47800.053,50525.916,52873.51,54742.414,55783.709,56573.521,56627.887,56023.823,54402.461,53165.347,52490.754,49384.05,45180.119,,1088885
8/10/2010,WEST,41588.558,38921.279,37049.261,35785.167,35309.235,36279.752,38167.949,40369.205,43097.98,45822.621,48778.065,51571.342,53736.51,55754.095,57136.973,57529.538,58032.834,58007.83,57306.204,55737.262,54423.863,53756.55,50576.991,46563.57,,1151303
8/11/2010,WEST,42970.529,40327.959,38428.795,37338.31,36788.939,37658.042,39617.062,41643.441,44402.593,47657.301,50501.665,52743.544,54495.584,55786.564,56517.787,56858.552,57104.474,56831.915,56047.444,54706.03,53426.184,52394.26,49428.038,45597.638,,1159273
8/12/2010,WEST,42248.129,39693.18,37869.053,36535.467,36123.955,36835.691,38933.72,40835.136,43837.8,47043.816,50061.697,52915.213,55166.52,56793.552,57679.258,58176.292,58476.869,58209.482,57233.286,55631.893,53932.367,53073.484,49911.477,45826.289,,1163044
8/13/2010,WEST,42061.639,39206.95,37270.278,36004.69,35480.803,36109.25,37829.128,39711.828,42501.741,45688.186,49007.832,51488.986,53711.35,55569.327,56554.449,56932.648,57134.196,56664.989,55156.682,52974.268,51623.102,50013.555,46748.354,43156.834,,1128601
8/14/2010,WEST,39947.353,37379.065,35614.527,34298.014,33557.1,33530.477,34063.671,34789.774,36869.708,39756.093,42481.529,44968.405,46945.45,48300.777,49100.889,49527.777,49694.395,49329.232,48587.411,47198.683,46339.452,45619.529,43545.721,40920.755,,1012366
8/15/2010,WEST,37868.112,35556.713,33953.809,32709.014,32137.098,32001.324,32269.356,32507.561,34687.699,37258.161,39856.773,42065.479,43979.162,45580.413,46715.012,47629.989,48285.266,48363.318,47886.607,46684.222,45580.777,44931.598,42408.019,39305.591,,970221
8/16/2010,WEST,36325.099,34348.083,32965.664,32054.266,32054.09,33228.472,35391.095,37179.054,39858.102,42295.355,44626.5,46546.483,47879.511,49066.562,49898.722,50303.874,50598.065,50342.016,49304.214,47459.978,46026.504,45186.049,42343.193,38667.22,,1013948
8/17/2010,WEST,35459.277,33198.712,31866.978,31026.708,30740.384,31709.508,33886.847,35576.841,37840.111,39893.525,42027.274,44088.875,45505.059,46639.445,47510.411,47689.578,47574.592,47065.145,45780.693,44144.222,44033.416,43431.856,40791.222,37574.204,,965055
8/18/2010,WEST,34700.977,32619.853,31503.274,30762.065,30730.015,31683.355,34040.933,35934.714,37570.853,39084.986,40970.846,42416.858,43895.111,45230.749,46085.704,46579.468,47345.233,47819.313,47430.134,46165.919,45453.408,45064.032,42304.076,38847.886,,964240
8/19/2010,WEST,35740.565,33498.944,32115.664,31152.332,30942.191,32005.229,34549.898,36240.799,38647.634,40918.914,43497.919,45802.166,48150.911,49807.995,51234.148,52263.667,53149.99,53381.614,52858.268,51157.735,50022.14,49005.447,45713.082,41928.759,,1033786
8/20/2010,WEST,38394.514,36015.297,34272.347,33003.446,32875.205,33789.394,35901.321,37863.4,40222.11,43062.092,46181.505,49189.93,51811.274,54118.036,55700.644,56484.284,56129.599,55091.181,53443.672,51139.868,50022.022,48744.036,45863.695,42180.927,,1081500
8/21/2010,WEST,38932.992,36285.924,34477.85,32935.198,32213.793,32146.169,32617.604,33443.157,35447.384,38037.543,40300.68,42179.433,43615.793,44653.47,45228.799,45692.472,45820.648,45618.604,45052.756,43992.067,43495.71,42908.019,40843.888,38032.82,,953973
8/22/2010,WEST,35471.86,33495.91,31949.434,30994.517,30260.897,30039.396,30047.052,30098.553,31944.354,34191.2,36133.128,38162.215,40026.763,41776.709,43024.415,44142.127,45039.63,45475.256,44944.42,43587.398,42703.676,42020.447,39501.005,36457.461,,901488
8/23/2010,WEST,33748.912,31872.223,30670.727,30071.788,30124.664,31272.96,34009.518,36027.149,38204.967,40277.899,42269.652,43734.768,45113.509,46137.728,46931.103,47248.462,47506.088,47001.691,46104.213,44709.455,43931.156,43042.792,40194.996,36885.905,,957092
8/24/2010,WEST,33906.519,32039.949,30977.415,30155.718,30019.812,31180.227,33971.806,35917.997,37749.7,39293.056,40953.771,42128.709,43162.585,44027.709,44876.036,45282.455,45546.137,45574.493,44908.448,43756.087,43753.449,43227.289,40490.678,37151.567,,940052
8/25/2010,WEST,34182.309,32062.168,30673.728,29830.97,29601.249,30788.702,33314.447,35369.036,36973.666,38575.948,40301.342,41748.822,42811.797,43775.454,44739.103,45148.836,45601.228,45313.925,44479.042,42953.53,42628.153,41878.001,38998.462,35722.418,,927472
8/26/2010,WEST,32509.462,30758.936,29499.431,28849.011,28773.218,29886.28,32295.275,34117.062,35848,37561.463,39172.195,40453.088,41576.37,42488.973,43272.343,43662.912,44068.327,43917.302,43014.802,41452.149,41070.736,40369.884,37541.04,34121.419,,896280
8/27/2010,WEST,31447.919,29537.518,28667.941,27996.433,27853.466,29004.684,31416.673,32951.534,34778.515,36476.411,38162.989,39608.184,40783.397,41956.489,43086.256,43856.293,44745.9,44989.892,44156.131,42355.506,41500.457,40587.488,38216.815,35236.434,,889373
8/28/2010,WEST,32284.795,30250.53,28754.857,27991.59,27514.834,27706.866,28256.953,28476.164,30518.39,32927.964,35251.942,37318.679,38976.121,40343.027,41451.004,42652.617,43824.822,44307.885,43753.072,42234.795,41367.407,40287.919,37658.406,34856.471,,858967
8/29/2010,WEST,32104.315,30110.619,28831.002,27808.681,27522.114,27260.154,27616.851,27860.073,29740.447,32686.771,35896.442,39528.362,42940.809,45542.304,47502.164,48863.102,49898.249,50372.434,50092.749,48716.169,48280.711,47041.438,43957.592,40255.449,,930429
8/30/2010,WEST,37203.345,34924.078,33402.194,32412.256,32338.909,33349.337,36204.681,38165.578,40456.933,43288.613,46366.615,49365.705,51800.859,53773.361,55063.271,55677.49,56215.21,55783.464,54613.476,52962.605,52227.536,50511.943,46596.604,42474.565,,1085179
8/31/2010,WEST,38860.813,36320.292,34588.003,33372.914,33104.275,34253.231,37058.13,39342.848,41465.063,44204.259,47160.05,50232.398,52875.109,55035.507,56592.514,57659.888,58179.512,58122.573,56964.622,54814.308,54129.993,52355.572,48408.724,43943.071,,1119044
9/1/2010,WEST,40181.552,37575.138,35723.758,34719.756,34398.894,35182.984,37591.487,39745.732,41456.241,43225.435,45394.377,47885.256,49640.954,51278.024,52615.428,53549.832,53794.445,53418.444,52208.896,50373.282,50130.404,48537.259,45015.943,40924.875,,1074568
9/2/2010,WEST,37547.964,35051.962,33652.305,32691.383,32530.221,33535.815,36554.343,38701.47,40713.32,42793.015,44917.747,46781.965,48566.876,50313.35,51537.352,52655.251,53209.302,53159.806,51962.949,50263.034,49799.773,48133.054,44230.466,39806.009,,1049109
9/3/2010,WEST,36312.71,34074.586,32353.674,31534.774,31267.448,32081.836,34563.844,36179.5,37713.878,39222.699,40679.827,41954.621,42959.523,43664.584,44175.654,43817.016,42980.615,42027.791,40456.846,38691.714,38530.835,37483.187,35220.007,32334.628,,910282
9/4/2010,WEST,29689.855,28002.804,26841.991,26124.599,25745.273,25825.871,26197.711,26670.159,27982.939,29485.902,30541.887,31195.007,31233.305,31294.015,31342.111,31417.327,31569.192,31532.772,31189.691,30580.502,31472.777,31136.965,29752.215,27900.846,,704726
9/5/2010,WEST,26148.044,24726.193,24019.631,23622.414,23444.417,23578.948,23863.191,24073.14,25275.514,26833.924,27821.311,28701.216,29333.454,29735.47,29896.103,30434.989,31047.633,31370.525,31088.17,30803.453,31600.033,31114.86,29698.181,28096.222,,666327
9/6/2010,WEST,26390.059,25225.278,24537.091,24124.552,23950.149,24139.038,24743.761,24971.057,26221.516,27881.729,29693.057,31024.545,31847.8,32473.709,33009.544,33742.171,34448.831,35207.201,35279.59,35219.299,36436.572,35771.554,33793.164,31467.428,,721599
9/7/2010,WEST,29568.331,28111.103,27273.296,26881.018,27156.16,28610.262,31688.751,33664.155,35210.621,36979.507,38811.181,40469.536,42111.573,43604.198,44877.379,45688.863,46032.48,45694.509,44357.753,43059.711,43466.68,41772.455,38624.682,35273.349,,898988
9/8/2010,WEST,32331.927,30453.806,29196.104,28466.769,28291.553,29423.375,32049.431,33815.645,35295.358,36630.889,37829.588,38585.399,39448.913,39968.367,40562.857,40861.736,41136.222,40740.775,39793.957,38359.879,38871.91,37759.122,34909.085,31896.354,,856679
9/9/2010,WEST,29385.252,27912.991,26962.385,26378.215,26546.335,27840.589,30582.867,32356.211,33674.779,34790.613,36013.928,36693.857,37160.179,37570.904,37819.437,37836.454,37930.706,37565.412,36911.913,36292.861,37368.163,36328.404,33991.304,31222.849,,807137
9/10/2010,WEST,28937.591,27550.804,26571.229,26221.131,26552.697,27595.594,30438.861,32364.466,33610.352,34884.393,35729.911,36368.72,36706.104,37219.558,37421.626,37494.802,37615.361,37181.792,36356.498,35491.584,36214.844,35228.001,33451.66,31219.594,,798427
9/11/2010,WEST,29006.616,27445.582,26473.647,25959.215,25702.143,25993.785,26901.323,27880.069,29407.828,30832.934,31767.372,32423.11,32485.746,32605.68,32484.338,32629.965,32724.91,32994.199,32788.278,32851.472,33753.848,33073.978,31468.062,29508.053,,729162
9/12/2010,WEST,27799.057,26378.763,25425.031,24816.141,24506.796,24692.044,25119.341,25565.097,26851.204,28549.631,29944.714,30953.566,31894.318,32627.945,33076.487,33553.277,34166.657,34734.118,34753.341,34538.261,35670.608,34674.572,32740.966,30477.569,,723510
9/13/2010,WEST,28571.709,27262.161,26793.128,26461.012,26677.155,28067.3,31099.52,33146.098,34583.843,36096.772,37322.397,38604.439,39653.957,40715.951,41584.066,42105.571,42458.238,42423.703,41563.953,40419.28,41030.171,39333.141,36535.713,33303.691,,855813
9/14/2010,WEST,30674.334,28961.148,28064.335,27447.719,27548.775,28593.661,31428.189,33271.734,34559.802,35863.183,37285.116,38263.367,39130.557,39845.758,40463.08,40760.765,41124.675,40882.662,39860.264,39075.334,39745.081,38266.406,35551.155,32413.918,,849081
9/15/2010,WEST,29923.54,28399.634,27442.012,26992.772,26976.202,28316.515,31023.785,32879.447,34155.461,35397.307,36483.809,37366.429,38206.448,39130.287,40070.288,40655.566,41060.442,40951.537,40097.25,39575.108,40489.523,39100.361,36487.33,33576.108,,844757
9/16/2010,WEST,30964.941,29426.42,28595.338,28082.219,28234.531,29579.399,32700.662,35403.939,36598.485,37748.221,38496.642,39007.632,39291.67,39238.849,39282.64,39003.193,38584.237,38000.681,37414.549,37607.565,38182.839,36978.386,34571.874,31946.507,,844941
9/17/2010,WEST,29550.879,28175.906,27243.789,26694.426,26898.939,28062.322,30839.941,32907.431,33884.434,35034.506,35992.981,36761.215,36967.349,37377.859,37688.986,37588.953,37800.447,37510.3,36674.908,35822.69,36321.304,35282.274,33439.877,30994.756,,805516
9/18/2010,WEST,28630.23,27232.86,26228.867,25502.937,25425.4,25750.646,26635.876,27709.989,29057.945,30605.883,31859.575,32761.319,33019.81,33423.673,33472.352,33793.401,33964.34,34045.036,33571.474,33587.105,34195.56,33032.851,31348.35,29291.39,,734147
