date,Central Appalachia,Northern Appalachia,Illinois Basin,Powder River Basin,Uinta Basin,NgPrice
1/12/2014,64.52,68.5,46.4,12.07,36,4.075714286
1/13/2014,64.52,68.5,46.4,12.07,36,4.138571429
1/14/2014,64.52,68.5,46.4,12.07,36,4.201428571
1/15/2014,64.52,68.5,46.4,12.07,36,4.264285714
1/16/2014,64.52,68.5,46.4,12.07,36,4.327142857
1/17/2014,64.52,68.5,46.4,12.07,36,4.39
1/18/2014,64.18571429,68.5,46.4,12.11,36,4.501428571
1/19/2014,63.85142857,68.5,46.4,12.15,36,4.612857143
1/20/2014,63.51714286,68.5,46.4,12.19,36,4.724285714
1/21/2014,63.18285714,68.5,46.4,12.23,36,4.835714286
1/22/2014,62.84857143,68.5,46.4,12.27,36,4.947142857
1/23/2014,62.51428571,68.5,46.4,12.31,36,5.058571429
1/24/2014,62.18,68.5,46.4,12.35,36,5.17
1/25/2014,62.18,68.5,46.4,12.35,36,5.151428571
1/26/2014,62.18,68.5,46.4,12.35,36,5.132857143
1/27/2014,62.18,68.5,46.4,12.35,36,5.114285714
1/28/2014,62.18,68.5,46.4,12.35,36,5.095714286
1/29/2014,62.18,68.5,46.4,12.35,36,5.077142857
1/30/2014,62.18,68.5,46.4,12.35,36,5.058571429
1/31/2014,62.18,68.5,46.4,12.35,36,5.04
2/1/2014,62.18,68.5,46.4,12.35,36,5.165714286
2/2/2014,62.18,68.5,46.4,12.35,36,5.291428571
2/3/2014,62.18,68.5,46.4,12.35,36,5.417142857
2/4/2014,62.18,68.5,46.4,12.35,36,5.542857143
2/5/2014,62.18,68.5,46.4,12.35,36,5.668571429
2/6/2014,62.18,68.5,46.4,12.35,36,5.794285714
2/7/2014,62.18,68.5,46.4,12.35,36,5.92
2/8/2014,62.29714286,68.52142857,46.43571429,12.37142857,36,5.865714286
2/9/2014,62.41428571,68.54285714,46.47142857,12.39285714,36,5.811428571
2/10/2014,62.53142857,68.56428571,46.50714286,12.41428571,36,5.757142857
2/11/2014,62.64857143,68.58571429,46.54285714,12.43571429,36,5.702857143
2/12/2014,62.76571429,68.60714286,46.57857143,12.45714286,36,5.648571429
2/13/2014,62.88285714,68.62857143,46.61428571,12.47857143,36,5.594285714
2/14/2014,63,68.65,46.65,12.5,36,5.54
2/15/2014,63,68.65,46.65,12.5,36,5.64
2/16/2014,63,68.65,46.65,12.5,36,5.74
2/17/2014,63,68.65,46.65,12.5,36,5.84
2/18/2014,63,68.65,46.65,12.5,36,5.94
2/19/2014,63,68.65,46.65,12.5,36,6.04
2/20/2014,63,68.65,46.65,12.5,36,6.14
2/21/2014,63,68.65,46.65,12.5,36,6.24
2/22/2014,63,68.65,46.65,12.5,36,6.034285714
2/23/2014,63,68.65,46.65,12.5,36,5.828571429
2/24/2014,63,68.65,46.65,12.5,36,5.622857143
2/25/2014,63,68.65,46.65,12.5,36,5.417142857
2/26/2014,63,68.65,46.65,12.5,36,5.211428571
2/27/2014,63,68.65,46.65,12.5,36,5.005714286
2/28/2014,63,68.65,46.65,12.5,36,4.8
3/1/2014,62.58,68.65,46.65,12.5,36,4.797142857
3/2/2014,62.16,68.65,46.65,12.5,36,4.794285714
3/3/2014,61.74,68.65,46.65,12.5,36,4.791428571
3/4/2014,61.32,68.65,46.65,12.5,36,4.788571429
3/5/2014,60.9,68.65,46.65,12.5,36,4.785714286
3/6/2014,60.48,68.65,46.65,12.5,36,4.782857143
3/7/2014,60.06,68.65,46.65,12.5,36,4.78
3/8/2014,60.06,68.65,46.65,12.5,36,4.725714286
3/9/2014,60.06,68.65,46.65,12.5,36,4.671428571
3/10/2014,60.06,68.65,46.65,12.5,36,4.617142857
3/11/2014,60.06,68.65,46.65,12.5,36,4.562857143
3/12/2014,60.06,68.65,46.65,12.5,36,4.508571429
3/13/2014,60.06,68.65,46.65,12.5,36,4.454285714
3/14/2014,60.06,68.65,46.65,12.5,36,4.4
3/15/2014,59.91714286,68.54285714,46.70857143,12.52142857,36.03571429,4.39
3/16/2014,59.77428571,68.43571429,46.76714286,12.54285714,36.07142857,4.38
3/17/2014,59.63142857,68.32857143,46.82571429,12.56428571,36.10714286,4.37
3/18/2014,59.48857143,68.22142857,46.88428571,12.58571429,36.14285714,4.36
3/19/2014,59.34571429,68.11428571,46.94285714,12.60714286,36.17857143,4.35
3/20/2014,59.20285714,68.00714286,47.00142857,12.62857143,36.21428571,4.34
3/21/2014,59.06,67.9,47.06,12.65,36.25,4.33
3/22/2014,59.06,67.9,47.06,12.65,36.25,4.354285714
3/23/2014,59.06,67.9,47.06,12.65,36.25,4.378571429
3/24/2014,59.06,67.9,47.06,12.65,36.25,4.402857143
3/25/2014,59.06,67.9,47.06,12.65,36.25,4.427142857
3/26/2014,59.06,67.9,47.06,12.65,36.25,4.451428571
3/27/2014,59.06,67.9,47.06,12.65,36.25,4.475714286
3/28/2014,59.06,67.9,47.06,12.65,36.25,4.5
3/29/2014,59.17428571,67.93571429,47.04571429,12.67857143,36.25,4.498571429
3/30/2014,59.28857143,67.97142857,47.03142857,12.70714286,36.25,4.497142857
3/31/2014,59.40285714,68.00714286,47.01714286,12.73571429,36.25,4.495714286
4/1/2014,59.51714286,68.04285714,47.00285714,12.76428571,36.25,4.494285714
4/2/2014,59.63142857,68.07857143,46.98857143,12.79285714,36.25,4.492857143
4/3/2014,59.74571429,68.11428571,46.97428571,12.82142857,36.25,4.491428571
4/4/2014,59.86,68.15,46.96,12.85,36.25,4.49
4/5/2014,59.96285714,68.26714286,47.04,12.87428571,36.31857143,4.515714286
4/6/2014,60.06571429,68.38428571,47.12,12.89857143,36.38714286,4.541428571
4/7/2014,60.16857143,68.50142857,47.2,12.92285714,36.45571429,4.567142857
4/8/2014,60.27142857,68.61857143,47.28,12.94714286,36.52428571,4.592857143
4/9/2014,60.37428571,68.73571429,47.36,12.97142857,36.59285714,4.618571429
4/10/2014,60.47714286,68.85285714,47.44,12.99571429,36.66142857,4.644285714
4/11/2014,60.58,68.97,47.52,13.02,36.73,4.67
4/12/2014,60.58,68.91285714,47.41285714,13.02,36.73,4.681428571
4/13/2014,60.58,68.85571429,47.30571429,13.02,36.73,4.692857143
4/14/2014,60.58,68.79857143,47.19857143,13.02,36.73,4.704285714
4/15/2014,60.58,68.74142857,47.09142857,13.02,36.73,4.715714286
4/16/2014,60.58,68.68428571,46.98428571,13.02,36.73,4.727142857
4/17/2014,60.58,68.62714286,46.87714286,13.02,36.73,4.738571429
4/18/2014,60.58,68.57,46.77,13.02,36.73,4.75
4/19/2014,60.58,68.51285714,46.66285714,13.02,36.73,4.761428571
4/20/2014,60.58,68.45571429,46.55571429,13.02,36.73,4.772857143
4/21/2014,60.58,68.39857143,46.44857143,13.02,36.73,4.784285714
4/22/2014,60.58,68.34142857,46.34142857,13.02,36.73,4.795714286
4/23/2014,60.58,68.28428571,46.23428571,13.02,36.73,4.807142857
4/24/2014,60.58,68.22714286,46.12714286,13.02,36.73,4.818571429
4/25/2014,60.58,68.17,46.02,13.02,36.73,4.83
4/26/2014,60.58,68.17,46.02,13.02,36.73,4.815714286
4/27/2014,60.58,68.17,46.02,13.02,36.73,4.801428571
4/28/2014,60.58,68.17,46.02,13.02,36.73,4.787142857
4/29/2014,60.58,68.17,46.02,13.02,36.73,4.772857143
4/30/2014,60.58,68.17,46.02,13.02,36.73,4.758571429
5/1/2014,60.58,68.17,46.02,13.02,36.73,4.744285714
5/2/2014,60.58,68.17,46.02,13.02,36.73,4.73
5/3/2014,60.58,68.17,46.02,13.02,36.73,4.71
5/4/2014,60.58,68.17,46.02,13.02,36.73,4.69
5/5/2014,60.58,68.17,46.02,13.02,36.73,4.67
5/6/2014,60.58,68.17,46.02,13.02,36.73,4.65
5/7/2014,60.58,68.17,46.02,13.02,36.73,4.63
5/8/2014,60.58,68.17,46.02,13.02,36.73,4.61
5/9/2014,60.58,68.17,46.02,13.02,36.73,4.59
5/10/2014,60.80714286,68.17,46.02,13.02,36.73,4.565714286
5/11/2014,61.03428571,68.17,46.02,13.02,36.73,4.541428571
5/12/2014,61.26142857,68.17,46.02,13.02,36.73,4.517142857
5/13/2014,61.48857143,68.17,46.02,13.02,36.73,4.492857143
5/14/2014,61.71571429,68.17,46.02,13.02,36.73,4.468571429
5/15/2014,61.94285714,68.17,46.02,13.02,36.73,4.444285714
5/16/2014,62.17,68.17,46.02,13.02,36.73,4.42
5/17/2014,62.17,68.17,46.02,13.02,36.73,4.417142857
5/18/2014,62.17,68.17,46.02,13.02,36.73,4.414285714
5/19/2014,62.17,68.17,46.02,13.02,36.73,4.411428571
5/20/2014,62.17,68.17,46.02,13.02,36.73,4.408571429
5/21/2014,62.17,68.17,46.02,13.02,36.73,4.405714286
5/22/2014,62.17,68.17,46.02,13.02,36.73,4.402857143
5/23/2014,62.17,68.17,46.02,13.02,36.73,4.4
5/24/2014,61.96,67.78857143,46.01714286,13.01714286,36.73285714,4.412857143
5/25/2014,61.75,67.40714286,46.01428571,13.01428571,36.73571429,4.425714286
5/26/2014,61.54,67.02571429,46.01142857,13.01142857,36.73857143,4.438571429
5/27/2014,61.33,66.64428571,46.00857143,13.00857143,36.74142857,4.451428571
5/28/2014,61.12,66.26285714,46.00571429,13.00571429,36.74428571,4.464285714
5/29/2014,60.91,65.88142857,46.00285714,13.00285714,36.74714286,4.477142857
5/30/2014,60.7,65.5,46,13,36.75,4.49
5/31/2014,60.7,65.5,46,13,36.75,4.514285714
6/1/2014,60.7,65.5,46,13,36.75,4.538571429
6/2/2014,60.7,65.5,46,13,36.75,4.562857143
6/3/2014,60.7,65.5,46,13,36.75,4.587142857
6/4/2014,60.7,65.5,46,13,36.75,4.611428571
6/5/2014,60.7,65.5,46,13,36.75,4.635714286
6/6/2014,60.7,65.5,46,13,36.75,4.66
6/7/2014,60.7,65.45,46,13,36.75,4.665714286
6/8/2014,60.7,65.4,46,13,36.75,4.671428571
6/9/2014,60.7,65.35,46,13,36.75,4.677142857
6/10/2014,60.7,65.3,46,13,36.75,4.682857143
6/11/2014,60.7,65.25,46,13,36.75,4.688571429
6/12/2014,60.7,65.2,46,13,36.75,4.694285714
6/13/2014,60.7,65.15,46,13,36.75,4.7
6/14/2014,60.7,65.15,46,13,36.75,4.675714286
6/15/2014,60.7,65.15,46,13,36.75,4.651428571
6/16/2014,60.7,65.15,46,13,36.75,4.627142857
6/17/2014,60.7,65.15,46,13,36.75,4.602857143
6/18/2014,60.7,65.15,46,13,36.75,4.578571429
6/19/2014,60.7,65.15,46,13,36.75,4.554285714
6/20/2014,60.7,65.15,46,13,36.75,4.53
6/21/2014,60.60714286,65.05714286,45.92142857,12.93571429,36.75,4.51
6/22/2014,60.51428571,64.96428571,45.84285714,12.87142857,36.75,4.49
6/23/2014,60.42142857,64.87142857,45.76428571,12.80714286,36.75,4.47
6/24/2014,60.32857143,64.77857143,45.68571429,12.74285714,36.75,4.45
6/25/2014,60.23571429,64.68571429,45.60714286,12.67857143,36.75,4.43
6/26/2014,60.14285714,64.59285714,45.52857143,12.61428571,36.75,4.41
6/27/2014,60.05,64.5,45.45,12.55,36.75,4.39
6/28/2014,59.98571429,64.50714286,45.38214286,12.54642857,36.72857143,4.371428571
6/29/2014,59.92142857,64.51428571,45.31428571,12.54285714,36.70714286,4.352857143
6/30/2014,59.85714286,64.52142857,45.24642857,12.53928571,36.68571429,4.334285714
7/1/2014,59.79285714,64.52857143,45.17857143,12.53571429,36.66428571,4.315714286
7/2/2014,59.72857143,64.53571429,45.11071429,12.53214286,36.64285714,4.297142857
7/3/2014,59.66428571,64.54285714,45.04285714,12.52857143,36.62142857,4.278571429
7/4/2014,59.6,64.55,44.975,12.525,36.6,4.26
7/5/2014,59.53571429,64.55714286,44.90714286,12.52142857,36.57857143,4.241428571
7/6/2014,59.47142857,64.56428571,44.83928571,12.51785714,36.55714286,4.222857143
7/7/2014,59.40714286,64.57142857,44.77142857,12.51428571,36.53571429,4.204285714
7/8/2014,59.34285714,64.57857143,44.70357143,12.51071429,36.51428571,4.185714286
7/9/2014,59.27857143,64.58571429,44.63571429,12.50714286,36.49285714,4.167142857
7/10/2014,59.21428571,64.59285714,44.56785714,12.50357143,36.47142857,4.148571429
7/11/2014,59.15,64.6,44.5,12.5,36.45,4.13
7/12/2014,59.15,64.6,44.5,12.5,36.45,4.122857143
7/13/2014,59.15,64.6,44.5,12.5,36.45,4.115714286
7/14/2014,59.15,64.6,44.5,12.5,36.45,4.108571429
7/15/2014,59.15,64.6,44.5,12.5,36.45,4.101428571
7/16/2014,59.15,64.6,44.5,12.5,36.45,4.094285714
7/17/2014,59.15,64.6,44.5,12.5,36.45,4.087142857
7/18/2014,59.15,64.6,44.5,12.5,36.45,4.08
7/19/2014,58.87857143,64.47142857,44.42857143,12.46428571,36.45,4.048571429
7/20/2014,58.60714286,64.34285714,44.35714286,12.42857143,36.45,4.017142857
7/21/2014,58.33571429,64.21428571,44.28571429,12.39285714,36.45,3.985714286
7/22/2014,58.06428571,64.08571429,44.21428571,12.35714286,36.45,3.954285714
7/23/2014,57.79285714,63.95714286,44.14285714,12.32142857,36.45,3.922857143
7/24/2014,57.52142857,63.82857143,44.07142857,12.28571429,36.45,3.891428571
7/25/2014,57.25,63.7,44,12.25,36.45,3.86
7/26/2014,57.25,63.7,44,12.25,36.45,3.847142857
7/27/2014,57.25,63.7,44,12.25,36.45,3.834285714
7/28/2014,57.25,63.7,44,12.25,36.45,3.821428571
7/29/2014,57.25,63.7,44,12.25,36.45,3.808571429
7/30/2014,57.25,63.7,44,12.25,36.45,3.795714286
7/31/2014,57.25,63.7,44,12.25,36.45,3.782857143
8/1/2014,57.25,63.7,44,12.25,36.45,3.77
8/2/2014,57.12142857,63.56428571,44,12.15,36.45,3.794285714
8/3/2014,56.99285714,63.42857143,44,12.05,36.45,3.818571429
8/4/2014,56.86428571,63.29285714,44,11.95,36.45,3.842857143
8/5/2014,56.73571429,63.15714286,44,11.85,36.45,3.867142857
8/6/2014,56.60714286,63.02142857,44,11.75,36.45,3.891428571
8/7/2014,56.47857143,62.88571429,44,11.65,36.45,3.915714286
8/8/2014,56.35,62.75,44,11.55,36.45,3.94
8/9/2014,56.47857143,62.88571429,44,11.65,36.45,3.92
8/10/2014,56.60714286,63.02142857,44,11.75,36.45,3.9
8/11/2014,56.73571429,63.15714286,44,11.85,36.45,3.88
8/12/2014,56.86428571,63.29285714,44,11.95,36.45,3.86
8/13/2014,56.99285714,63.42857143,44,12.05,36.45,3.84
8/14/2014,57.12142857,63.56428571,44,12.15,36.45,3.82
8/15/2014,57.25,63.7,44,12.25,36.45,3.8
8/16/2014,57.12142857,63.56428571,44,12.15,36.45,3.811428571
8/17/2014,56.99285714,63.42857143,44,12.05,36.45,3.822857143
8/18/2014,56.86428571,63.29285714,44,11.95,36.45,3.834285714
8/19/2014,56.73571429,63.15714286,44,11.85,36.45,3.845714286
8/20/2014,56.60714286,63.02142857,44,11.75,36.45,3.857142857
8/21/2014,56.47857143,62.88571429,44,11.65,36.45,3.868571429
8/22/2014,56.35,62.75,44,11.55,36.45,3.88
8/23/2014,56.35,62.75,44,11.55,36.45,3.902857143
8/24/2014,56.35,62.75,44,11.55,36.45,3.925714286
8/25/2014,56.35,62.75,44,11.55,36.45,3.948571429
8/26/2014,56.35,62.75,44,11.55,36.45,3.971428571
8/27/2014,56.35,62.75,44,11.55,36.45,3.994285714
8/28/2014,56.35,62.75,44,11.55,36.45,4.017142857
8/29/2014,56.35,62.75,44,11.55,36.45,4.04
8/30/2014,56.35,62.75,44,11.55,36.45,4.014285714
8/31/2014,56.35,62.75,44,11.55,36.45,3.988571429
9/1/2014,56.35,62.75,44,11.55,36.45,3.962857143
9/2/2014,56.35,62.75,44,11.55,36.45,3.937142857
9/3/2014,56.35,62.75,44,11.55,36.45,3.911428571
9/4/2014,56.35,62.75,44,11.55,36.45,3.885714286
9/5/2014,56.35,62.75,44,11.55,36.45,3.86
9/6/2014,56.35,62.75,44,11.55,36.45,3.854285714
9/7/2014,56.35,62.75,44,11.55,36.45,3.848571429
9/8/2014,56.35,62.75,44,11.55,36.45,3.842857143
9/9/2014,56.35,62.75,44,11.55,36.45,3.837142857
9/10/2014,56.35,62.75,44,11.55,36.45,3.831428571
9/11/2014,56.35,62.75,44,11.55,36.45,3.825714286
9/12/2014,56.35,62.75,44,11.55,36.45,3.82
9/13/2014,56.09857143,62.82857143,43.91428571,11.50714286,36.52857143,3.844285714
9/14/2014,55.84714286,62.90714286,43.82857143,11.46428571,36.60714286,3.868571429
9/15/2014,55.59571429,62.98571429,43.74285714,11.42142857,36.68571429,3.892857143
9/16/2014,55.34428571,63.06428571,43.65714286,11.37857143,36.76428571,3.917142857
9/17/2014,55.09285714,63.14285714,43.57142857,11.33571429,36.84285714,3.941428571
9/18/2014,54.84142857,63.22142857,43.48571429,11.29285714,36.92142857,3.965714286
9/19/2014,54.59,63.3,43.4,11.25,37,3.99
9/20/2014,54.59,63.3,43.4,11.25,37,3.975714286
9/21/2014,54.59,63.3,43.4,11.25,37,3.961428571
9/22/2014,54.59,63.3,43.4,11.25,37,3.947142857
9/23/2014,54.59,63.3,43.4,11.25,37,3.932857143
9/24/2014,54.59,63.3,43.4,11.25,37,3.918571429
9/25/2014,54.59,63.3,43.4,11.25,37,3.904285714
9/26/2014,54.59,63.3,43.4,11.25,37,3.89
9/27/2014,54.83428571,63.76428571,43.58571429,11.29285714,37.10714286,3.897142857
9/28/2014,55.07857143,64.22857143,43.77142857,11.33571429,37.21428571,3.904285714
9/29/2014,55.32285714,64.69285714,43.95714286,11.37857143,37.32142857,3.911428571
9/30/2014,55.56714286,65.15714286,44.14285714,11.42142857,37.42857143,3.918571429
10/1/2014,55.81142857,65.62142857,44.32857143,11.46428571,37.53571429,3.925714286
10/2/2014,56.05571429,66.08571429,44.51428571,11.50714286,37.64285714,3.932857143
10/3/2014,56.3,66.55,44.7,11.55,37.75,3.94
10/4/2014,56.3,66.40714286,44.7,11.55,37.75,3.928571429
10/5/2014,56.3,66.26428571,44.7,11.55,37.75,3.917142857
10/6/2014,56.3,66.12142857,44.7,11.55,37.75,3.905714286
10/7/2014,56.3,65.97857143,44.7,11.55,37.75,3.894285714
10/8/2014,56.3,65.83571429,44.7,11.55,37.75,3.882857143
10/9/2014,56.3,65.69285714,44.7,11.55,37.75,3.871428571
10/10/2014,56.3,65.55,44.7,11.55,37.75,3.86
10/11/2014,56.3,65.55,44.7,11.55,37.75,3.841428571
10/12/2014,56.3,65.55,44.7,11.55,37.75,3.822857143
10/13/2014,56.3,65.55,44.7,11.55,37.75,3.804285714
10/14/2014,56.3,65.55,44.7,11.55,37.75,3.785714286
10/15/2014,56.3,65.55,44.7,11.55,37.75,3.767142857
10/16/2014,56.3,65.55,44.7,11.55,37.75,3.748571429
10/17/2014,56.3,65.55,44.7,11.55,37.75,3.73
10/18/2014,56.3,65.55,44.7,11.55,37.75,3.701428571
10/19/2014,56.3,65.55,44.7,11.55,37.75,3.672857143
10/20/2014,56.3,65.55,44.7,11.55,37.75,3.644285714
10/21/2014,56.3,65.55,44.7,11.55,37.75,3.615714286
10/22/2014,56.3,65.55,44.7,11.55,37.75,3.587142857
10/23/2014,56.3,65.55,44.7,11.55,37.75,3.558571429
10/24/2014,56.3,65.55,44.7,11.55,37.75,3.53
10/25/2014,56.3,65.55,44.7,11.55,37.75,3.571428571
10/26/2014,56.3,65.55,44.7,11.55,37.75,3.612857143
10/27/2014,56.3,65.55,44.7,11.55,37.75,3.654285714
10/28/2014,56.3,65.55,44.7,11.55,37.75,3.695714286
10/29/2014,56.3,65.55,44.7,11.55,37.75,3.737142857
10/30/2014,56.3,65.55,44.7,11.55,37.75,3.778571429
10/31/2014,56.3,65.55,44.7,11.55,37.75,3.82
11/1/2014,56.3,65.26428571,44.7,11.55,37.75,3.834285714
11/2/2014,56.3,64.97857143,44.7,11.55,37.75,3.848571429
11/3/2014,56.3,64.69285714,44.7,11.55,37.75,3.862857143
11/4/2014,56.3,64.40714286,44.7,11.55,37.75,3.877142857
11/5/2014,56.3,64.12142857,44.7,11.55,37.75,3.891428571
11/6/2014,56.3,63.83571429,44.7,11.55,37.75,3.905714286
11/7/2014,56.3,63.55,44.7,11.55,37.75,3.92
11/8/2014,56.3,63.55,44.7,11.55,37.75,3.938571429
11/9/2014,56.3,63.55,44.7,11.55,37.75,3.957142857
11/10/2014,56.3,63.55,44.7,11.55,37.75,3.975714286
11/11/2014,56.3,63.55,44.7,11.55,37.75,3.994285714
11/12/2014,56.3,63.55,44.7,11.55,37.75,4.012857143
11/13/2014,56.3,63.55,44.7,11.55,37.75,4.031428571
11/14/2014,56.3,63.55,44.7,11.55,37.75,4.05
11/15/2014,56.27142857,63.8,44.67857143,11.55,37.75,4.088571429
11/16/2014,56.24285714,64.05,44.65714286,11.55,37.75,4.127142857
11/17/2014,56.21428571,64.3,44.63571429,11.55,37.75,4.165714286
11/18/2014,56.18571429,64.55,44.61428571,11.55,37.75,4.204285714
11/19/2014,56.15714286,64.8,44.59285714,11.55,37.75,4.242857143
11/20/2014,56.12857143,65.05,44.57142857,11.55,37.75,4.281428571
11/21/2014,56.1,65.3,44.55,11.55,37.75,4.32
11/22/2014,56.1,65.3,44.55,11.55,37.75,4.317142857
11/23/2014,56.1,65.3,44.55,11.55,37.75,4.314285714
11/24/2014,56.1,65.3,44.55,11.55,37.75,4.311428571
11/25/2014,56.1,65.3,44.55,11.55,37.75,4.308571429
11/26/2014,56.1,65.3,44.55,11.55,37.75,4.305714286
11/27/2014,56.1,65.3,44.55,11.55,37.75,4.302857143
11/28/2014,56.1,65.3,44.55,11.55,37.75,4.3
11/29/2014,56.12857143,65.05,44.57142857,11.55,37.75,4.174285714
11/30/2014,56.15714286,64.8,44.59285714,11.55,37.75,4.048571429
12/1/2014,56.18571429,64.55,44.61428571,11.55,37.75,3.922857143
12/2/2014,56.21428571,64.3,44.63571429,11.55,37.75,3.797142857
12/3/2014,56.24285714,64.05,44.65714286,11.55,37.75,3.671428571
12/4/2014,56.27142857,63.8,44.67857143,11.55,37.75,3.545714286
12/5/2014,56.3,63.55,44.7,11.55,37.75,3.42
12/6/2014,56.27142857,63.8,44.67857143,11.55,37.75,3.49
12/7/2014,56.24285714,64.05,44.65714286,11.55,37.75,3.56
12/8/2014,56.21428571,64.3,44.63571429,11.55,37.75,3.63
12/9/2014,56.18571429,64.55,44.61428571,11.55,37.75,3.7
12/10/2014,56.15714286,64.8,44.59285714,11.55,37.75,3.77
12/11/2014,56.12857143,65.05,44.57142857,11.55,37.75,3.84
12/12/2014,56.1,65.3,44.55,11.55,37.75,3.91
12/13/2014,56.1,65.3,44.55,11.55,37.75,3.881428571
12/14/2014,56.1,65.3,44.55,11.55,37.75,3.852857143
12/15/2014,56.1,65.3,44.55,11.55,37.75,3.824285714
12/16/2014,56.1,65.3,44.55,11.55,37.75,3.795714286
12/17/2014,56.1,65.3,44.55,11.55,37.75,3.767142857
12/18/2014,56.1,65.3,44.55,11.55,37.75,3.738571429
12/19/2014,56.1,65.3,44.55,11.55,37.75,3.71
12/20/2014,56.08714286,65.38928571,44.63214286,11.58928571,37.78214286,3.66
12/21/2014,56.07428571,65.47857143,44.71428571,11.62857143,37.81428571,3.61
12/22/2014,56.06142857,65.56785714,44.79642857,11.66785714,37.84642857,3.56
12/23/2014,56.04857143,65.65714286,44.87857143,11.70714286,37.87857143,3.51
12/24/2014,56.03571429,65.74642857,44.96071429,11.74642857,37.91071429,3.46
12/25/2014,56.02285714,65.83571429,45.04285714,11.78571429,37.94285714,3.41
12/26/2014,56.01,65.925,45.125,11.825,37.975,3.36
12/27/2014,55.99714286,66.01428571,45.20714286,11.86428571,38.00714286,3.31
12/28/2014,55.98428571,66.10357143,45.28928571,11.90357143,38.03928571,3.26
12/29/2014,55.97142857,66.19285714,45.37142857,11.94285714,38.07142857,3.21
12/30/2014,55.95857143,66.28214286,45.45357143,11.98214286,38.10357143,3.16
12/31/2014,55.94571429,66.37142857,45.53571429,12.02142857,38.13571429,3.11
1/1/2015,55.93285714,66.46071429,45.61785714,12.06071429,38.16785714,3.06
1/2/2015,55.92,66.55,45.7,12.1,38.2,3.01
1/3/2015,55.51142857,66.06428571,45.64571429,12.02142857,38.19,3.002857143
1/4/2015,55.10285714,65.57857143,45.59142857,11.94285714,38.18,2.995714286
1/5/2015,54.69428571,65.09285714,45.53714286,11.86428571,38.17,2.988571429
1/6/2015,54.28571429,64.60714286,45.48285714,11.78571429,38.16,2.981428571
1/7/2015,53.87714286,64.12142857,45.42857143,11.70714286,38.15,2.974285714
1/8/2015,53.46857143,63.63571429,45.37428571,11.62857143,38.14,2.967142857
1/9/2015,53.06,63.15,45.32,11.55,38.13,2.96
1/10/2015,53.06,63.15,45.32,11.55,38.13,2.981428571
1/11/2015,53.06,63.15,45.32,11.55,38.13,3.002857143
1/12/2015,53.06,63.15,45.32,11.55,38.13,3.024285714
1/13/2015,53.06,63.15,45.32,11.55,38.13,3.045714286
1/14/2015,53.06,63.15,45.32,11.55,38.13,3.067142857
1/15/2015,53.06,63.15,45.32,11.55,38.13,3.088571429
1/16/2015,53.06,63.15,45.32,11.55,38.13,3.11
1/17/2015,53.06,63.15,45.32,11.55,38.13,3.088571429
1/18/2015,53.06,63.15,45.32,11.55,38.13,3.067142857
1/19/2015,53.06,63.15,45.32,11.55,38.13,3.045714286
1/20/2015,53.06,63.15,45.32,11.55,38.13,3.024285714
1/21/2015,53.06,63.15,45.32,11.55,38.13,3.002857143
1/22/2015,53.06,63.15,45.32,11.55,38.13,2.981428571
1/23/2015,53.06,63.15,45.32,11.55,38.13,2.96
1/24/2015,53.06,63.15,45.32,11.55,38.13,2.948571429
1/25/2015,53.06,63.15,45.32,11.55,38.13,2.937142857
1/26/2015,53.06,63.15,45.32,11.55,38.13,2.925714286
1/27/2015,53.06,63.15,45.32,11.55,38.13,2.914285714
1/28/2015,53.06,63.15,45.32,11.55,38.13,2.902857143
1/29/2015,53.06,63.15,45.32,11.55,38.13,2.891428571
1/30/2015,53.06,63.15,45.32,11.55,38.13,2.88
1/31/2015,53.06,63.15,45.32,11.55,38.13,2.848571429
2/1/2015,53.06,63.15,45.32,11.55,38.13,2.817142857
2/2/2015,53.06,63.15,45.32,11.55,38.13,2.785714286
2/3/2015,53.06,63.15,45.32,11.55,38.13,2.754285714
2/4/2015,53.06,63.15,45.32,11.55,38.13,2.722857143
2/5/2015,53.06,63.15,45.32,11.55,38.13,2.691428571
2/6/2015,53.06,63.15,45.32,11.55,38.13,2.66
2/7/2015,53.06,63.15,44.89142857,11.55,38.13,2.672857143
2/8/2015,53.06,63.15,44.46285714,11.55,38.13,2.685714286
2/9/2015,53.06,63.15,44.03428571,11.55,38.13,2.698571429
2/10/2015,53.06,63.15,43.60571429,11.55,38.13,2.711428571
2/11/2015,53.06,63.15,43.17714286,11.55,38.13,2.724285714
2/12/2015,53.06,63.15,42.74857143,11.55,38.13,2.737142857
2/13/2015,53.06,63.15,42.32,11.55,38.13,2.75
2/14/2015,53.06,62.86428571,42.03428571,11.55,38.13,2.788571429
2/15/2015,53.06,62.57857143,41.74857143,11.55,38.13,2.827142857
2/16/2015,53.06,62.29285714,41.46285714,11.55,38.13,2.865714286
2/17/2015,53.06,62.00714286,41.17714286,11.55,38.13,2.904285714
2/18/2015,53.06,61.72142857,40.89142857,11.55,38.13,2.942857143
2/19/2015,53.06,61.43571429,40.60571429,11.55,38.13,2.981428571
2/20/2015,53.06,61.15,40.32,11.55,38.13,3.02
2/21/2015,53.06,61.15,40.32,11.55,38.13,2.987142857
2/22/2015,53.06,61.15,40.32,11.55,38.13,2.954285714
2/23/2015,53.06,61.15,40.32,11.55,38.13,2.921428571
